flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,902534,1,902534,0,0,0,0,0.010004046,0.034999987,0.787077627,0.574228924,1588607143.592,1159001526,18.375073947,0.852951216,400000000000,320000000000,553,0.000000000,0.787077627
1,0,1102,3,467,635,0,635,343,0.020012097,0.021520088,0.089864589,0.000000000,94229.851,0,17.852981769,10.954831971,400000000000,12836040227,809,0.311252269,0.089864589
2,0,1102,3,467,635,0,635,412,0.020013105,0.021520108,0.089825043,0.000000000,94188.385,0,17.788178458,10.957252644,400000000000,14477141244,878,0.373865699,0.089825043
3,0,1102,3,467,635,0,635,427,0.020014113,0.021520128,0.089816805,0.000000000,94179.746,0,17.845452025,10.967088707,400000000000,14790389304,893,0.387477314,0.089816805
4,0,1102,3,467,635,0,635,635,0.020012118,0.021118219,0.089872004,0.000000000,94237.626,0,17.929405141,10.280342477,400000000000,10667623491,1101,0.576225045,0.089872004
5,0,1102,3,467,635,0,635,307,0.020012202,0.021499997,0.089860470,0.000000000,94225.532,0,17.873696268,11.472364733,400000000000,13738087347,773,0.278584392,0.089860470
6,0,1102,3,467,635,0,635,635,0.020012139,0.021377483,0.089862941,0.000000000,94228.123,0,17.921164491,10.051369392,400000000000,9794904496,1101,0.576225045,0.089862941
7,0,1102,3,467,635,0,635,635,0.020013147,0.021377617,0.089823396,0.000000000,94186.657,0,17.825754634,10.036452300,400000000000,11797128329,1101,0.576225045,0.089823396
8,0,1102,3,467,635,0,635,224,0.020013210,0.021500099,0.089820924,0.000000000,94184.065,0,17.844832631,11.471637812,400000000000,5735637883,690,0.203266788,0.089820924
9,0,1102,3,467,635,0,635,586,0.020012160,0.021299230,0.089864589,0.000000000,94229.851,0,17.901194278,11.948450962,400000000000,8533178567,1052,0.531760436,0.089864589
10,0,1102,3,467,635,0,635,635,0.020012223,0.021118229,0.089863765,0.000000000,94228.987,0,17.925411930,10.276166154,400000000000,10832828113,1101,0.576225045,0.089863765
11,0,1102,3,467,635,0,635,308,0.020012307,0.021500007,0.089856350,0.000000000,94221.212,0,17.868800526,11.472125797,400000000000,12133169949,774,0.279491833,0.089856350
12,0,1102,3,467,635,0,635,231,0.020013315,0.021500109,0.089816805,0.000000000,94179.746,0,17.843022818,11.462409009,400000000000,5777896129,697,0.209618875,0.089816805
13,0,1102,3,467,635,0,635,584,0.020012244,0.021226196,0.089862117,0.000000000,94227.260,0,17.927208899,11.946608980,400000000000,8555257240,1050,0.529945554,0.089862117
14,0,1102,3,467,635,0,635,257,0.020012412,0.021500017,0.089852231,0.000000000,94216.893,0,17.862520782,11.471628540,400000000000,7831906297,723,0.233212341,0.089852231
15,0,1102,3,467,635,0,635,591,0.020012265,0.021299240,0.089857998,0.000000000,94222.940,0,17.897310726,11.950143366,400000000000,8598061180,1057,0.536297641,0.089857998
16,0,1102,3,467,635,0,635,231,0.020013420,0.021500119,0.089816805,0.000000000,94179.746,0,17.991682096,11.479808938,400000000000,5770749841,697,0.209618875,0.089816805
17,0,1102,3,467,635,0,635,635,0.020012370,0.021404820,0.089853879,0.000000000,94218.621,0,17.879495469,11.243152591,400000000000,12077908714,1101,0.576225045,0.089853879
18,0,1102,3,467,635,0,635,635,0.020013483,0.021404913,0.089816805,0.000000000,94179.746,0,17.807141438,11.237044764,400000000000,13309528539,1101,0.576225045,0.089816805
