flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,940992,1,940992,0,0,0,0,0.010004046,0.035999974,0.780628197,0.561329179,1594409588.845,1146497947,19.302108453,0.899601399,400000000000,320000000000,533,0.000000000,0.780628197
1,0,1102,3,467,635,0,635,326,0.020012097,0.021519185,0.089864589,0.000000000,94229.851,0,18.846905000,11.565934372,400000000000,11520814256,792,0.295825771,0.089864589
2,0,1102,3,467,635,0,635,393,0.020013105,0.021519205,0.089825043,0.000000000,94188.385,0,18.827698495,11.575576619,400000000000,12978857961,859,0.356624319,0.089825043
3,0,1102,3,467,635,0,635,407,0.020014113,0.021519225,0.089816805,0.000000000,94179.746,0,18.846534461,11.579452454,400000000000,13279183460,873,0.369328494,0.089816805
4,0,1102,3,467,635,0,635,635,0.020012118,0.021117211,0.089872004,0.000000000,94237.626,0,18.902343047,10.850696769,400000000000,9647013501,1101,0.576225045,0.089872004
5,0,1102,3,467,635,0,635,278,0.020012202,0.021499094,0.089860470,0.000000000,94225.532,0,18.984216682,12.133422458,400000000000,12844994836,744,0.252268603,0.089860470
6,0,1102,3,467,635,0,635,635,0.020012139,0.021376391,0.089862941,0.000000000,94228.123,0,18.788567210,10.575425453,400000000000,8873531106,1101,0.576225045,0.089862941
7,0,1102,3,467,635,0,635,635,0.020013147,0.021376525,0.089823396,0.000000000,94186.657,0,18.883487545,10.616717176,400000000000,10606652954,1101,0.576225045,0.089823396
8,0,1102,3,467,635,0,635,205,0.020013210,0.021499196,0.089820924,0.000000000,94184.065,0,18.828714444,12.115493278,400000000000,5156163008,671,0.186025408,0.089820924
9,0,1102,3,467,635,0,635,493,0.020012160,0.021298096,0.089864589,0.000000000,94229.851,0,18.868548490,12.606174949,400000000000,7718300087,959,0.447368421,0.089864589
10,0,1102,3,467,635,0,635,635,0.020012223,0.021117221,0.089863765,0.000000000,94228.987,0,18.897322973,10.846533016,400000000000,9748385919,1101,0.576225045,0.089863765
11,0,1102,3,467,635,0,635,280,0.020012307,0.021499104,0.089856350,0.000000000,94221.212,0,18.858563381,12.119570991,400000000000,11086984272,746,0.254083485,0.089856350
12,0,1102,3,467,635,0,635,211,0.020013315,0.021499206,0.089816805,0.000000000,94179.746,0,18.828169610,12.105120676,400000000000,5188122368,677,0.191470054,0.089816805
13,0,1102,3,467,635,0,635,582,0.020012244,0.021225251,0.089862117,0.000000000,94227.260,0,19.006291395,12.624817507,400000000000,7737510085,1048,0.528130672,0.089862117
14,0,1102,3,467,635,0,635,231,0.020012412,0.021499114,0.089852231,0.000000000,94216.893,0,18.854424082,12.119267417,400000000000,7068394986,697,0.209618875,0.089852231
15,0,1102,3,467,635,0,635,504,0.020012265,0.021298106,0.089857998,0.000000000,94222.940,0,18.971955590,12.624198781,400000000000,7708407448,970,0.457350272,0.089857998
16,0,1102,3,467,635,0,635,211,0.020013420,0.021499216,0.089816805,0.000000000,94179.746,0,18.827943253,12.105489270,400000000000,5189997826,677,0.191470054,0.089816805
17,0,1102,3,467,635,0,635,635,0.020012370,0.021404211,0.089853879,0.000000000,94218.621,0,18.879488068,11.855895980,400000000000,10773444710,1101,0.576225045,0.089853879
18,0,1102,3,467,635,0,635,635,0.020013483,0.021404304,0.089816805,0.000000000,94179.746,0,18.872840114,11.869560617,400000000000,12030793420,1101,0.576225045,0.089816805
19,0,1102,3,467,635,0,635,635,0.020012349,0.021376401,0.089854703,0.000000000,94219.485,0,18.915411183,10.600717306,400000000000,8207050054,1101,0.576225045,0.089854703
20,0,1102,3,467,635,0,635,635,0.020013357,0.021376577,0.089816805,0.000000000,94179.746,0,18.896151972,10.618592711,400000000000,10152861683,1101,0.576225045,0.089816805
21,0,1102,3,467,635,0,635,352,0.020012496,0.021519195,0.089848935,0.000000000,94213.437,0,18.831721276,11.565439302,400000000000,12040089919,818,0.319419238,0.089848935
22,0,1102,3,467,635,0,635,407,0.020013504,0.021519215,0.089816805,0.000000000,94179.746,0,18.755939962,11.566177000,400000000000,13270795288,873,0.369328494,0.089816805
23,0,1102,3,467,635,0,635,635,0.020012328,0.021117294,0.089855526,0.000000000,94220.348,0,19.005905024,10.865508649,400000000000,10199570000,1101,0.576225045,0.089855526
