time_ns,node_id,if_index,q_index,event_type
100181825,65,1,3,1
100188837,65,1,3,0
100192991,65,1,3,1
100200009,65,1,3,0
100204164,65,1,3,1
100211181,65,1,3,0
100215333,65,1,3,1
100222344,65,1,3,0
100226499,65,1,3,1
100233516,65,1,3,0
100237667,65,1,3,1
100244680,65,1,3,0
100248833,65,1,3,1
100255852,65,1,3,0
100260004,65,1,3,1
100267019,65,1,3,0
100271173,65,1,3,1
100278174,65,1,3,0
100282942,65,1,3,1
100288206,65,1,3,0
100292595,65,1,3,1
100297839,65,1,3,0
100302223,65,1,3,1
100307472,65,1,3,0
100312863,65,1,3,1
100316363,65,1,3,0
