scenario,algorithm,seed,flow_id,src,dst,total_size_bytes,app_start_ns,first_data_tx_ns,last_ack_ns,application_ready_ns,network_release_ns,acked_bytes
heff_200g,cbap_sba,2,1,0,64,262144,50000000,100005000,100726780,100000000,100005000,262144
heff_200g,cbap_sba,2,2,1,64,262144,50000000,100005045,100726787,100000000,100005000,262144
heff_200g,cbap_sba,2,4,3,64,262144,50000000,100005136,100726794,100000000,100005000,262144
heff_200g,cbap_sba,2,6,5,64,262144,50000000,100005227,100726801,100000000,100005000,262144
heff_200g,cbap_sba,2,9,8,64,262144,50000000,100005364,100726808,100000000,100005000,262144
heff_200g,cbap_sba,2,5,4,64,262144,50000000,100005182,100726815,100000000,100005000,262144
heff_200g,cbap_sba,2,10,9,64,262144,50000000,100005410,100726822,100000000,100005000,262144
heff_200g,cbap_sba,2,7,6,64,262144,50000000,100005273,100726829,100000000,100005000,262144
heff_200g,cbap_sba,2,11,10,64,262144,50000000,100005455,100726836,100000000,100005000,262144
heff_200g,cbap_sba,2,3,2,64,262144,50000000,100005091,100726843,100000000,100005000,262144
heff_200g,cbap_sba,2,8,7,64,262144,50000000,100005318,100726850,100000000,100005000,262144
heff_200g,cbap_sba,2,12,11,64,262144,50000000,100005501,100726857,100000000,100005000,262144
heff_200g,cbap_sba,2,13,12,64,262144,50000000,100005546,100726864,100000000,100005000,262144
heff_200g,cbap_sba,2,14,13,64,262144,50000000,100005592,100726871,100000000,100005000,262144
heff_200g,cbap_sba,2,15,14,64,262144,50000000,100005637,100726878,100000000,100005000,262144
heff_200g,cbap_sba,2,16,15,64,262144,50000000,100005683,100726885,100000000,100005000,262144
heff_200g,cbap_sba,2,17,16,64,262144,50000000,100005729,100726892,100000000,100005000,262144
heff_200g,cbap_sba,2,18,17,64,262144,50000000,100005774,100726899,100000000,100005000,262144
heff_200g,cbap_sba,2,19,18,64,262144,50000000,100005820,100726906,100000000,100005000,262144
heff_200g,cbap_sba,2,21,20,64,262144,50000000,100005911,100726913,100000000,100005000,262144
heff_200g,cbap_sba,2,20,19,64,262144,50000000,100005865,100726920,100000000,100005000,262144
heff_200g,cbap_sba,2,22,21,64,262144,50000000,100005956,100726927,100000000,100005000,262144
heff_200g,cbap_sba,2,23,22,64,262144,50000000,100006002,100726934,100000000,100005000,262144
heff_200g,cbap_sba,2,24,23,64,262144,50000000,100006047,100726941,100000000,100005000,262144
heff_200g,cbap_sba,2,25,24,64,262144,50000000,100006093,100726948,100000000,100005000,262144
heff_200g,cbap_sba,2,26,25,64,262144,50000000,100006139,100726955,100000000,100005000,262144
heff_200g,cbap_sba,2,32,31,64,262144,50000000,100006412,100726962,100000000,100005000,262144
heff_200g,cbap_sba,2,30,29,64,262144,50000000,100006321,100726969,100000000,100005000,262144
heff_200g,cbap_sba,2,29,28,64,262144,50000000,100006275,100726976,100000000,100005000,262144
heff_200g,cbap_sba,2,31,30,64,262144,50000000,100006366,100726983,100000000,100005000,262144
heff_200g,cbap_sba,2,34,33,64,262144,50000000,100006503,100726990,100000000,100005000,262144
heff_200g,cbap_sba,2,33,32,64,262144,50000000,100006458,100726997,100000000,100005000,262144
heff_200g,cbap_sba,2,28,27,64,262144,50000000,100006230,100727004,100000000,100005000,262144
