time_ns,node_id,if_index,q_index,event_type
20144941,86,17,3,1
20144941,88,17,3,1
20144941,85,17,3,1
20144961,87,17,3,1
20162043,86,17,3,0
20162063,88,17,3,0
20162083,85,17,3,0
20162103,87,17,3,0
20167384,86,17,3,1
20167404,88,17,3,1
20167424,87,17,3,1
20167424,85,17,3,1
20184483,87,17,3,0
20184503,86,17,3,0
20184523,88,17,3,0
20184543,85,17,3,0
20189824,87,17,3,1
20189844,86,17,3,1
20189864,88,17,3,1
20189884,85,17,3,1
20206963,87,17,3,0
20206983,86,17,3,0
20207003,88,17,3,0
20207023,85,17,3,0
20212304,87,17,3,1
20212324,86,17,3,1
20212344,85,17,3,1
20212344,88,17,3,1
20229403,85,17,3,0
20229443,87,17,3,0
20229463,86,17,3,0
20229483,88,17,3,0
20234744,85,17,3,1
20234784,87,17,3,1
20234804,88,17,3,1
20234804,86,17,3,1
20251863,88,17,3,0
20251883,85,17,3,0
20251923,87,17,3,0
20251943,86,17,3,0
20257204,88,17,3,1
20257224,85,17,3,1
20257264,87,17,3,1
20257284,86,17,3,1
20274343,88,17,3,0
20274363,85,17,3,0
20274383,87,17,3,0
20274403,86,17,3,0
20279684,88,17,3,1
20279704,85,17,3,1
20279724,86,17,3,1
20279724,87,17,3,1
20296783,86,17,3,0
20296803,88,17,3,0
20296823,85,17,3,0
20296843,87,17,3,0
20302124,86,17,3,1
20302144,88,17,3,1
20302164,85,17,3,1
20302184,87,17,3,1
20319263,86,17,3,0
20319283,88,17,3,0
20319303,85,17,3,0
20319323,87,17,3,0
20324604,86,17,3,1
20324624,88,17,3,1
20324644,87,17,3,1
20324644,85,17,3,1
20341703,87,17,3,0
20341723,86,17,3,0
20341743,88,17,3,0
20341763,85,17,3,0
20347044,87,17,3,1
20347064,86,17,3,1
20347084,88,17,3,1
20347104,85,17,3,1
20364083,87,17,3,0
20364103,86,17,3,0
20364123,88,17,3,0
20364143,85,17,3,0
20369464,87,17,3,1
20369484,86,17,3,1
20369504,88,17,3,1
20369524,85,17,3,1
20385943,87,17,3,0
20385963,86,17,3,0
20385983,88,17,3,0
20386003,85,17,3,0
20391324,87,17,3,1
20391344,86,17,3,1
20391364,88,17,3,1
20391384,85,17,3,1
20407783,87,17,3,0
20407803,86,17,3,0
20407823,88,17,3,0
20407843,85,17,3,0
20413164,87,17,3,1
20413184,86,17,3,1
20413204,88,17,3,1
20413224,85,17,3,1
20429623,87,17,3,0
20429643,86,17,3,0
20429663,88,17,3,0
20429683,85,17,3,0
20435004,87,17,3,1
20435024,86,17,3,1
20435044,88,17,3,1
20435064,85,17,3,1
20451483,87,17,3,0
20451503,86,17,3,0
20451523,88,17,3,0
20451543,85,17,3,0
20456864,87,17,3,1
20456884,86,17,3,1
20456904,88,17,3,1
20456924,85,17,3,1
20473323,87,17,3,0
20473343,86,17,3,0
20473363,88,17,3,0
20473383,85,17,3,0
20478704,87,17,3,1
20478724,86,17,3,1
20478744,88,17,3,1
20478764,85,17,3,1
20495183,87,17,3,0
20495203,86,17,3,0
20495223,88,17,3,0
20495243,85,17,3,0
20500564,87,17,3,1
20500584,86,17,3,1
20500604,88,17,3,1
20500624,85,17,3,1
20517023,87,17,3,0
20517043,86,17,3,0
20517063,88,17,3,0
20517083,85,17,3,0
20522404,87,17,3,1
20522424,86,17,3,1
20522444,88,17,3,1
20522464,85,17,3,1
20538863,87,17,3,0
20538883,86,17,3,0
20538903,88,17,3,0
20538923,85,17,3,0
20544244,87,17,3,1
20544264,86,17,3,1
20544284,88,17,3,1
20544304,85,17,3,1
20560723,87,17,3,0
