flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,465441,1,465441,0,0,0,0,0.010004092,0.034999985,0.775930807,0.551937715,767465683.769,545916275,34.263833329,0.852222002,200000000000,160000000000,297,0.000000000,0.775930807
1,0,276,3,0,276,0,276,275,0.020012225,0.020769102,0.000000000,0.000000000,0.000,0,33.961648416,12.190687020,200000000000,79781855993,275,0.996376812,0.000000000
2,0,276,3,0,276,0,276,275,0.020014241,0.020769136,0.000000000,0.000000000,0.000,0,33.796507770,12.113128415,200000000000,79888067974,275,0.996376812,0.000000000
3,0,276,3,0,276,0,276,275,0.020016257,0.020769170,0.000000000,0.000000000,0.000,0,34.082129530,12.195844922,200000000000,79966726527,275,0.996376812,0.000000000
4,0,276,3,0,276,0,276,275,0.020012267,0.020489757,0.000000000,0.000000000,0.000,0,33.972022311,17.975836187,200000000000,7691777729,275,0.996376812,0.000000000
5,0,276,3,0,276,0,276,275,0.020012393,0.020745546,0.000000000,0.000000000,0.000,0,34.004887117,16.584145827,200000000000,44697624194,275,0.996376812,0.000000000
6,0,276,3,0,276,0,276,275,0.020012309,0.020698687,0.000000000,0.000000000,0.000,0,33.983380466,17.662822750,200000000000,23782621277,275,0.996376812,0.000000000
7,0,276,3,0,276,0,276,275,0.020014325,0.020698966,0.000000000,0.000000000,0.000,0,33.894705148,17.681342940,200000000000,23842977034,275,0.996376812,0.000000000
8,0,276,3,0,276,0,276,275,0.020014409,0.020745648,0.000000000,0.000000000,0.000,0,33.888435942,16.592227848,200000000000,44774093808,275,0.996376812,0.000000000
9,0,276,3,0,276,0,276,275,0.020012351,0.020536069,0.000000000,0.000000000,0.000,0,33.776311175,19.507158222,200000000000,9052434309,275,0.996376812,0.000000000
10,0,276,3,0,276,0,276,275,0.020012435,0.020489808,0.000000000,0.000000000,0.000,0,34.015711594,17.984438974,200000000000,7692668519,275,0.996376812,0.000000000
11,0,276,3,0,276,0,276,275,0.020012603,0.020745563,0.000000000,0.000000000,0.000,0,34.048167115,16.583534480,200000000000,44711687522,275,0.996376812,0.000000000
12,0,276,3,0,276,0,276,275,0.020014619,0.020745665,0.000000000,0.000000000,0.000,0,33.873915162,16.591743108,200000000000,44790227707,275,0.996376812,0.000000000
13,0,276,3,0,276,0,276,275,0.020012477,0.020489774,0.000000000,0.000000000,0.000,0,34.026486088,18.779195879,200000000000,7691546637,275,0.996376812,0.000000000
14,0,276,3,0,276,0,276,275,0.020012813,0.020745580,0.000000000,0.000000000,0.000,0,34.091615565,16.583133612,200000000000,44726122039,275,0.996376812,0.000000000
15,0,276,3,0,276,0,276,275,0.020012519,0.020536128,0.000000000,0.000000000,0.000,0,33.820021935,19.513400992,200000000000,9054081042,275,0.996376812,0.000000000
16,0,276,3,0,276,0,276,275,0.020014829,0.020745682,0.000000000,0.000000000,0.000,0,33.859662782,16.591014214,200000000000,44801773321,275,0.996376812,0.000000000
17,0,276,3,0,276,0,276,275,0.020012729,0.020698805,0.000000000,0.000000000,0.000,0,33.842749508,17.111548572,200000000000,23749981423,275,0.996376812,0.000000000
18,0,276,3,0,276,0,276,275,0.020014955,0.020698949,0.000000000,0.000000000,0.000,0,33.863086377,17.122523996,200000000000,23780272408,275,0.996376812,0.000000000
19,0,276,3,0,276,0,276,275,0.020012687,0.020698788,0.000000000,0.000000000,0.000,0,34.070130225,17.664542494,200000000000,23805836738,275,0.996376812,0.000000000
20,0,276,3,0,276,0,276,275,0.020014703,0.020699042,0.000000000,0.000000000,0.000,0,33.867077612,17.683055601,200000000000,23860575033,275,0.996376812,0.000000000
21,0,276,3,0,276,0,276,275,0.020013023,0.020769119,0.000000000,0.000000000,0.000,0,34.136145140,12.188514837,200000000000,79830432721,275,0.996376812,0.000000000
22,0,276,3,0,276,0,276,275,0.020015039,0.020769153,0.000000000,0.000000000,0.000,0,33.739358130,12.110387133,200000000000,79919504892,275,0.996376812,0.000000000
23,0,276,3,0,276,0,276,275,0.020012645,0.020489884,0.000000000,0.000000000,0.000,0,34.059298136,17.993078897,200000000000,7694312063,275,0.996376812,0.000000000
24,0,276,3,0,276,0,276,275,0.020017055,0.020769187,0.000000000,0.000000000,0.000,0,34.025006827,12.193226422,200000000000,79998088609,275,0.996376812,0.000000000
25,0,276,3,0,276,0,276,275,0.020012939,0.020698839,0.000000000,0.000000000,0.000,0,33.828609446,17.108485554,200000000000,23757197576,275,0.996376812,0.000000000
26,0,276,3,0,276,0,276,275,0.020012897,0.020698822,0.000000000,0.000000000,0.000,0,34.113604365,17.662231989,200000000000,23811390021,275,0.996376812,0.000000000
27,0,276,3,0,276,0,276,275,0.020015165,0.020699025,0.000000000,0.000000000,0.000,0,33.985062973,17.216157793,200000000000,23798209003,275,0.996376812,0.000000000
28,0,276,3,0,276,0,276,275,0.020014913,0.020699076,0.000000000,0.000000000,0.000,0,33.852319857,17.680560703,200000000000,23868151993,275,0.996376812,0.000000000
29,0,276,3,0,276,0,276,275,0.020013149,0.020536187,0.000000000,0.000000000,0.000,0,33.950173417,19.630479455,200000000000,9054750695,275,0.996376812,0.000000000
30,0,276,3,0,276,0,276,275,0.020013233,0.020489740,0.000000000,0.000000000,0.000,0,34.179039403,20.645227533,200000000000,7690109348,275,0.996376812,0.000000000
31,0,276,3,0,276,0,276,275,0.020013107,0.020489825,0.000000000,0.000000000,0.000,0,34.157454013,18.804397481,200000000000,7692277040,275,0.996376812,0.000000000
32,0,276,3,0,276,0,276,275,0.020012855,0.020489918,0.000000000,0.000000000,0.000,0,34.102755988,18.001676388,200000000000,7694891986,275,0.996376812,0.000000000
33,0,276,3,0,276,0,276,275,0.020013359,0.020536246,0.000000000,0.000000000,0.000,0,33.994012145,19.636965724,200000000000,9056365910,275,0.996376812,0.000000000
34,0,276,3,0,276,0,276,275,0.020013065,0.020490036,0.000000000,0.000000000,0.000,0,34.146602000,18.010364183,200000000000,7697794545,275,0.996376812,0.000000000
35,0,276,3,0,276,0,276,275,0.020013317,0.020698856,0.000000000,0.000000000,0.000,0,34.200336844,17.664288700,200000000000,23817925500,275,0.996376812,0.000000000
36,0,276,3,0,276,0,276,275,0.020015333,0.020699093,0.000000000,0.000000000,0.000,0,33.823520360,17.682216361,200000000000,23872943371,275,0.996376812,0.000000000
37,0,276,3,0,276,0,276,275,0.020013275,0.020490070,0.000000000,0.000000000,0.000,0,34.189801275,18.019087487,200000000000,7698304780,275,0.996376812,0.000000000
38,0,276,3,0,276,0,276,275,0.020013485,0.020698932,0.000000000,0.000000000,0.000,0,33.952073146,17.670971714,200000000000,23835583414,275,0.996376812,0.000000000
39,0,276,3,0,276,0,276,275,0.020013527,0.020536347,0.000000000,0.000000000,0.000,0,34.037591164,19.643549045,200000000000,9059949846,275,0.996376812,0.000000000
40,0,276,3,0,276,0,276,275,0.020015501,0.020699152,0.000000000,0.000000000,0.000,0,33.809386837,17.679648951,200000000000,23886572444,275,0.996376812,0.000000000
41,0,276,3,0,276,0,276,275,0.020013443,0.020629378,0.000000000,0.000000000,0.000,0,33.850724894,18.730475797,200000000000,13949934614,275,0.996376812,0.000000000
42,0,276,3,0,276,0,276,275,0.020015459,0.020629479,0.000000000,0.000000000,0.000,0,33.706915532,18.742462852,200000000000,13958005842,275,0.996376812,0.000000000
43,0,276,3,0,276,0,276,275,0.020013695,0.020489901,0.000000000,0.000000000,0.000,0,33.852426964,18.837199099,200000000000,7694165601,275,0.996376812,0.000000000
44,0,276,3,0,276,0,276,275,0.020017517,0.020629538,0.000000000,0.000000000,0.000,0,33.992573995,18.862770460,200000000000,13962607530,275,0.996376812,0.000000000
45,0,276,3,0,276,0,276,275,0.020013653,0.020582892,0.000000000,0.000000000,0.000,0,33.941833834,20.087445202,200000000000,10960215397,275,0.996376812,0.000000000
46,0,276,3,0,276,0,276,275,0.020013401,0.020745597,0.000000000,0.000000000,0.000,0,33.673134359,16.506797759,200000000000,44734802495,275,0.996376812,0.000000000
47,0,276,3,0,276,0,276,275,0.020015417,0.020745699,0.000000000,0.000000000,0.000,0,33.816684857,16.594250623,200000000000,44818840713,275,0.996376812,0.000000000
48,0,276,3,0,276,0,276,275,0.020015669,0.020583035,0.000000000,0.000000000,0.000,0,33.842110699,20.115270118,200000000000,10967446166,275,0.996376812,0.000000000
49,0,276,3,0,276,0,276,275,0.020013737,0.020722353,0.000000000,0.000000000,0.000,0,33.962170526,13.846924326,200000000000,30899620825,275,0.996376812,0.000000000
50,0,276,3,0,276,0,276,275,0.020015963,0.020722412,0.000000000,0.000000000,0.000,0,33.806410441,13.849855155,200000000000,30924180387,275,0.996376812,0.000000000
51,0,276,3,0,276,0,276,275,0.020018189,0.020722429,0.000000000,0.000000000,0.000,0,34.119538595,13.949302240,200000000000,30929526516,275,0.996376812,0.000000000
52,0,276,3,0,276,0,276,275,0.020013863,0.020490129,0.000000000,0.000000000,0.000,0,33.885435272,18.050148067,200000000000,7699777739,275,0.996376812,0.000000000
53,0,276,3,0,276,0,276,275,0.020013947,0.020698915,0.000000000,0.000000000,0.000,0,33.756788828,17.113435526,200000000000,23772909188,275,0.996376812,0.000000000
54,0,276,3,0,276,0,276,275,0.020013611,0.020745614,0.000000000,0.000000000,0.000,0,33.945319235,16.588782483,200000000000,44750063492,275,0.996376812,0.000000000
55,0,276,3,0,276,0,276,275,0.020015627,0.020745716,0.000000000,0.000000000,0.000,0,33.831335490,16.593587845,200000000000,44830968356,275,0.996376812,0.000000000
56,0,276,3,0,276,0,276,275,0.020016173,0.020699059,0.000000000,0.000000000,0.000,0,34.124375719,17.219227609,200000000000,23807176735,275,0.996376812,0.000000000
57,0,276,3,0,276,0,276,275,0.020013905,0.020489935,0.000000000,0.000000000,0.000,0,33.896635676,18.845583023,200000000000,7695285310,275,0.996376812,0.000000000
58,0,276,3,0,276,0,276,275,0.020014157,0.020536406,0.000000000,0.000000000,0.000,0,34.168296721,19.662584338,200000000000,9062000766,275,0.996376812,0.000000000
59,0,276,3,0,276,0,276,275,0.020014073,0.020490230,0.000000000,0.000000000,0.000,0,33.929016595,18.058522173,200000000000,7702339326,275,0.996376812,0.000000000
60,0,276,3,0,276,0,276,275,0.020013821,0.020489791,0.000000000,0.000000000,0.000,0,33.874054400,20.673912060,200000000000,7691813435,275,0.996376812,0.000000000
61,0,276,3,0,276,0,276,275,0.020014031,0.020745631,0.000000000,0.000000000,0.000,0,33.916341467,16.593411616,200000000000,44760008109,275,0.996376812,0.000000000
62,0,276,3,0,276,0,276,275,0.020016047,0.020745733,0.000000000,0.000000000,0.000,0,33.918093765,16.597258013,200000000000,44847986569,275,0.996376812,0.000000000
63,0,276,3,0,276,0,276,275,0.020014115,0.020490053,0.000000000,0.000000000,0.000,0,33.939766716,18.853648444,200000000000,7698064401,275,0.996376812,0.000000000
64,0,276,3,0,276,0,276,275,0.020014367,0.020536465,0.000000000,0.000000000,0.000,0,34.211978813,19.669041866,200000000000,9064387191,275,0.996376812,0.000000000
