time_ns,event,link_id,node_id,if_index,packet_uid,packet_bytes
20007400,TX_BEGIN,0,84,1,0,1000
20008200,TX_END,0,84,1,0,1000
20008200,TX_BEGIN,0,84,1,1,1000
20009000,TX_END,0,84,1,1,1000
20009000,TX_BEGIN,0,84,1,2,1000
20009800,TX_END,0,84,1,2,1000
20009800,TX_BEGIN,0,84,1,3,1000
20010600,TX_END,0,84,1,3,1000
20010600,TX_BEGIN,0,84,1,4,1000
20011400,TX_END,0,84,1,4,1000
20011400,TX_BEGIN,0,84,1,5,1000
20012200,TX_END,0,84,1,5,1000
20012200,TX_BEGIN,0,84,1,6,1000
20013000,TX_END,0,84,1,6,1000
20013000,TX_BEGIN,0,84,1,7,1000
20013800,TX_END,0,84,1,7,1000
20013800,TX_BEGIN,0,84,1,8,1000
20014600,TX_END,0,84,1,8,1000
20014600,TX_BEGIN,0,84,1,9,1000
20015400,TX_END,0,84,1,9,1000
20015400,TX_BEGIN,0,84,1,10,1000
20016200,TX_END,0,84,1,10,1000
20016200,TX_BEGIN,0,84,1,11,1000
20017000,TX_END,0,84,1,11,1000
20017000,TX_BEGIN,0,84,1,13,1000
20017800,TX_END,0,84,1,13,1000
20017800,TX_BEGIN,0,84,1,15,1000
20018600,TX_END,0,84,1,15,1000
20018600,TX_BEGIN,0,84,1,17,1000
20019400,TX_END,0,84,1,17,1000
20019400,TX_BEGIN,0,84,1,19,1000
20020200,TX_END,0,84,1,19,1000
20020200,TX_BEGIN,0,84,1,21,1000
20021000,TX_END,0,84,1,21,1000
20021000,TX_BEGIN,0,84,1,23,1000
20021800,TX_END,0,84,1,23,1000
20021800,TX_BEGIN,0,84,1,25,1000
20022600,TX_END,0,84,1,25,1000
20022600,TX_BEGIN,0,84,1,27,1000
20023400,TX_END,0,84,1,27,1000
20023400,TX_BEGIN,0,84,1,29,1000
20024200,TX_END,0,84,1,29,1000
20024200,TX_BEGIN,0,84,1,31,1000
20025000,TX_END,0,84,1,31,1000
20025000,TX_BEGIN,0,84,1,33,1000
20025800,TX_END,0,84,1,33,1000
20025800,TX_BEGIN,0,84,1,35,1000
20026600,TX_END,0,84,1,35,1000
20026600,TX_BEGIN,0,84,1,37,1000
20027400,TX_END,0,84,1,37,1000
20027400,TX_BEGIN,0,84,1,39,1000
20028200,TX_END,0,84,1,39,1000
20028200,TX_BEGIN,0,84,1,41,1000
20029000,TX_END,0,84,1,41,1000
20029000,TX_BEGIN,0,84,1,43,1000
20029800,TX_END,0,84,1,43,1000
20029800,TX_BEGIN,0,84,1,45,1000
20030600,TX_END,0,84,1,45,1000
20030600,TX_BEGIN,0,84,1,47,1000
20031400,TX_END,0,84,1,47,1000
20031400,TX_BEGIN,0,84,1,49,1000
20032200,TX_END,0,84,1,49,1000
20032200,TX_BEGIN,0,84,1,51,1000
20033000,TX_END,0,84,1,51,1000
20033000,TX_BEGIN,0,84,1,53,1000
20033800,TX_END,0,84,1,53,1000
20033800,TX_BEGIN,0,84,1,55,1000
20034600,TX_END,0,84,1,55,1000
20034600,TX_BEGIN,0,84,1,57,1000
20035400,TX_END,0,84,1,57,1000
20035400,TX_BEGIN,0,84,1,59,1000
20036200,TX_END,0,84,1,59,1000
20036200,TX_BEGIN,0,84,1,61,1000
20037000,TX_END,0,84,1,61,1000
20037000,TX_BEGIN,0,84,1,63,1000
20037800,TX_END,0,84,1,63,1000
20037800,TX_BEGIN,0,84,1,65,1000
20038600,TX_END,0,84,1,65,1000
20038600,TX_BEGIN,0,84,1,67,1000
20039400,TX_END,0,84,1,67,1000
20039400,TX_BEGIN,0,84,1,69,1000
20040200,TX_END,0,84,1,69,1000
20040200,TX_BEGIN,0,84,1,71,1000
20041000,TX_END,0,84,1,71,1000
20041000,TX_BEGIN,0,84,1,73,1000
20041800,TX_END,0,84,1,73,1000
20041800,TX_BEGIN,0,84,1,75,1000
20042600,TX_END,0,84,1,75,1000
20042600,TX_BEGIN,0,84,1,77,1000
20043400,TX_END,0,84,1,77,1000
20043400,TX_BEGIN,0,84,1,79,1000
20044200,TX_END,0,84,1,79,1000
20044200,TX_BEGIN,0,84,1,81,1000
20045000,TX_END,0,84,1,81,1000
20045000,TX_BEGIN,0,84,1,83,1000
20045800,TX_END,0,84,1,83,1000
20045800,TX_BEGIN,0,84,1,85,1000
20046600,TX_END,0,84,1,85,1000
20046600,TX_BEGIN,0,84,1,87,1000
20047400,TX_END,0,84,1,87,1000
20047400,TX_BEGIN,0,84,1,89,1000
20048200,TX_END,0,84,1,89,1000
20048200,TX_BEGIN,0,84,1,91,1000
20049000,TX_END,0,84,1,91,1000
20049000,TX_BEGIN,0,84,1,93,1000
20049800,TX_END,0,84,1,93,1000
20049800,TX_BEGIN,0,84,1,95,1000
20050600,TX_END,0,84,1,95,1000
20050600,TX_BEGIN,0,84,1,97,1000
20051400,TX_END,0,84,1,97,1000
20051400,TX_BEGIN,0,84,1,99,1000
20052200,TX_END,0,84,1,99,1000
20052200,TX_BEGIN,0,84,1,101,1000
20053000,TX_END,0,84,1,101,1000
20053000,TX_BEGIN,0,84,1,103,1000
20053800,TX_END,0,84,1,103,1000
20053800,TX_BEGIN,0,84,1,105,1000
20054600,TX_END,0,84,1,105,1000
20054600,TX_BEGIN,0,84,1,107,1000
20055400,TX_END,0,84,1,107,1000
20055400,TX_BEGIN,0,84,1,109,1000
20056200,TX_END,0,84,1,109,1000
20056200,TX_BEGIN,0,84,1,111,1000
20057000,TX_END,0,84,1,111,1000
20057000,TX_BEGIN,0,84,1,113,1000
20057800,TX_END,0,84,1,113,1000
20057800,TX_BEGIN,0,84,1,115,1000
20058600,TX_END,0,84,1,115,1000
20058600,TX_BEGIN,0,84,1,117,1000
20059400,TX_END,0,84,1,117,1000
20059400,TX_BEGIN,0,84,1,119,1000
20060200,TX_END,0,84,1,119,1000
20060200,TX_BEGIN,0,84,1,121,1000
20061000,TX_END,0,84,1,121,1000
20061000,TX_BEGIN,0,84,1,123,1000
20061800,TX_END,0,84,1,123,1000
20061800,TX_BEGIN,0,84,1,125,1000
20062600,TX_END,0,84,1,125,1000
20062600,TX_BEGIN,0,84,1,127,1000
20063400,TX_END,0,84,1,127,1000
20063400,TX_BEGIN,0,84,1,129,1000
20064200,TX_END,0,84,1,129,1000
20064200,TX_BEGIN,0,84,1,131,1000
20065000,TX_END,0,84,1,131,1000
20065000,TX_BEGIN,0,84,1,133,1000
20065800,TX_END,0,84,1,133,1000
20065800,TX_BEGIN,0,84,1,135,1000
20066600,TX_END,0,84,1,135,1000
20066600,TX_BEGIN,0,84,1,137,1000
20067400,TX_END,0,84,1,137,1000
20067400,TX_BEGIN,0,84,1,139,1000
20068200,TX_END,0,84,1,139,1000
20068200,TX_BEGIN,0,84,1,141,1000
20069000,TX_END,0,84,1,141,1000
20069000,TX_BEGIN,0,84,1,143,1000
20069800,TX_END,0,84,1,143,1000
20069800,TX_BEGIN,0,84,1,145,1000
20070600,TX_END,0,84,1,145,1000
20070600,TX_BEGIN,0,84,1,147,1000
20071400,TX_END,0,84,1,147,1000
20071400,TX_BEGIN,0,84,1,149,1000
20072200,TX_END,0,84,1,149,1000
20072200,TX_BEGIN,0,84,1,151,1000
20073000,TX_END,0,84,1,151,1000
20073000,TX_BEGIN,0,84,1,153,1000
20073800,TX_END,0,84,1,153,1000
20073800,TX_BEGIN,0,84,1,155,1000
20074600,TX_END,0,84,1,155,1000
20074600,TX_BEGIN,0,84,1,157,1000
20075400,TX_END,0,84,1,157,1000
20075400,TX_BEGIN,0,84,1,159,1000
20076200,TX_END,0,84,1,159,1000
20076200,TX_BEGIN,0,84,1,161,1000
20077000,TX_END,0,84,1,161,1000
20077000,TX_BEGIN,0,84,1,163,1000
20077800,TX_END,0,84,1,163,1000
20077800,TX_BEGIN,0,84,1,165,1000
20078600,TX_END,0,84,1,165,1000
20078600,TX_BEGIN,0,84,1,167,1000
20079400,TX_END,0,84,1,167,1000
20079400,TX_BEGIN,0,84,1,169,1000
20080200,TX_END,0,84,1,169,1000
20080200,TX_BEGIN,0,84,1,171,1000
20081000,TX_END,0,84,1,171,1000
20081000,TX_BEGIN,0,84,1,173,1000
20081800,TX_END,0,84,1,173,1000
20081800,TX_BEGIN,0,84,1,175,1000
20082600,TX_END,0,84,1,175,1000
20082600,TX_BEGIN,0,84,1,177,1000
20083400,TX_END,0,84,1,177,1000
20083400,TX_BEGIN,0,84,1,179,1000
20084200,TX_END,0,84,1,179,1000
20084200,TX_BEGIN,0,84,1,181,1000
20085000,TX_END,0,84,1,181,1000
20085000,TX_BEGIN,0,84,1,183,1000
20085800,TX_END,0,84,1,183,1000
20085800,TX_BEGIN,0,84,1,185,1000
20086600,TX_END,0,84,1,185,1000
20086600,TX_BEGIN,0,84,1,187,1000
20087400,TX_END,0,84,1,187,1000
20087400,TX_BEGIN,0,84,1,189,1000
20088200,TX_END,0,84,1,189,1000
20088200,TX_BEGIN,0,84,1,191,1000
20089000,TX_END,0,84,1,191,1000
20089000,TX_BEGIN,0,84,1,193,1000
20089800,TX_END,0,84,1,193,1000
20089800,TX_BEGIN,0,84,1,195,1000
20090600,TX_END,0,84,1,195,1000
20090600,TX_BEGIN,0,84,1,197,1000
20091400,TX_END,0,84,1,197,1000
20091400,TX_BEGIN,0,84,1,199,1000
20092200,TX_END,0,84,1,199,1000
20092200,TX_BEGIN,0,84,1,201,1000
20093000,TX_END,0,84,1,201,1000
20093000,TX_BEGIN,0,84,1,203,1000
20093800,TX_END,0,84,1,203,1000
20093800,TX_BEGIN,0,84,1,205,1000
20094600,TX_END,0,84,1,205,1000
20094600,TX_BEGIN,0,84,1,207,1000
20095400,TX_END,0,84,1,207,1000
20095400,TX_BEGIN,0,84,1,209,1000
20096200,TX_END,0,84,1,209,1000
20096200,TX_BEGIN,0,84,1,211,1000
20097000,TX_END,0,84,1,211,1000
20097000,TX_BEGIN,0,84,1,213,1000
20097800,TX_END,0,84,1,213,1000
20097800,TX_BEGIN,0,84,1,215,1000
20098600,TX_END,0,84,1,215,1000
20098600,TX_BEGIN,0,84,1,217,1000
20099400,TX_END,0,84,1,217,1000
20099400,TX_BEGIN,0,84,1,219,1000
20100200,TX_END,0,84,1,219,1000
20100200,TX_BEGIN,0,84,1,221,1000
20101000,TX_END,0,84,1,221,1000
20101000,TX_BEGIN,0,84,1,223,1000
20101800,TX_END,0,84,1,223,1000
20101800,TX_BEGIN,0,84,1,225,1000
20102600,TX_END,0,84,1,225,1000
20102600,TX_BEGIN,0,84,1,227,1000
20103400,TX_END,0,84,1,227,1000
20103400,TX_BEGIN,0,84,1,229,1000
20104200,TX_END,0,84,1,229,1000
20104200,TX_BEGIN,0,84,1,231,1000
20105000,TX_END,0,84,1,231,1000
20105000,TX_BEGIN,0,84,1,233,1000
20105800,TX_END,0,84,1,233,1000
20105800,TX_BEGIN,0,84,1,235,1000
20106600,TX_END,0,84,1,235,1000
20106600,TX_BEGIN,0,84,1,237,1000
20107400,TX_END,0,84,1,237,1000
20107400,TX_BEGIN,0,84,1,239,1000
20108200,TX_END,0,84,1,239,1000
20108200,TX_BEGIN,0,84,1,241,1000
20109000,TX_END,0,84,1,241,1000
20109000,TX_BEGIN,0,84,1,243,1000
20109800,TX_END,0,84,1,243,1000
20109800,TX_BEGIN,0,84,1,245,1000
20110600,TX_END,0,84,1,245,1000
20110600,TX_BEGIN,0,84,1,247,1000
20111400,TX_END,0,84,1,247,1000
20111400,TX_BEGIN,0,84,1,249,1000
20112200,TX_END,0,84,1,249,1000
20112200,TX_BEGIN,0,84,1,251,1000
20113000,TX_END,0,84,1,251,1000
20113000,TX_BEGIN,0,84,1,253,1000
20113800,TX_END,0,84,1,253,1000
20113800,TX_BEGIN,0,84,1,255,1000
20114600,TX_END,0,84,1,255,1000
20114600,TX_BEGIN,0,84,1,257,1000
20115400,TX_END,0,84,1,257,1000
20115400,TX_BEGIN,0,84,1,259,1000
20116200,TX_END,0,84,1,259,1000
20116200,TX_BEGIN,0,84,1,261,1000
20117000,TX_END,0,84,1,261,1000
20117000,TX_BEGIN,0,84,1,263,1000
20117800,TX_END,0,84,1,263,1000
20117800,TX_BEGIN,0,84,1,265,1000
20118600,TX_END,0,84,1,265,1000
20118600,TX_BEGIN,0,84,1,267,1000
20119400,TX_END,0,84,1,267,1000
20119400,TX_BEGIN,0,84,1,269,1000
20120200,TX_END,0,84,1,269,1000
20120200,TX_BEGIN,0,84,1,271,1000
20121000,TX_END,0,84,1,271,1000
20121000,TX_BEGIN,0,84,1,273,1000
20121800,TX_END,0,84,1,273,1000
20121800,TX_BEGIN,0,84,1,275,1000
20122600,TX_END,0,84,1,275,1000
20122600,TX_BEGIN,0,84,1,277,1000
20123400,TX_END,0,84,1,277,1000
20123400,TX_BEGIN,0,84,1,279,1000
20124200,TX_END,0,84,1,279,1000
20124200,TX_BEGIN,0,84,1,281,1000
20125000,TX_END,0,84,1,281,1000
20125000,TX_BEGIN,0,84,1,283,1000
20125800,TX_END,0,84,1,283,1000
20125800,TX_BEGIN,0,84,1,285,1000
20126600,TX_END,0,84,1,285,1000
20126600,TX_BEGIN,0,84,1,287,1000
20127400,TX_END,0,84,1,287,1000
20127400,TX_BEGIN,0,84,1,289,1000
20128200,TX_END,0,84,1,289,1000
20128200,TX_BEGIN,0,84,1,291,1000
20129000,TX_END,0,84,1,291,1000
20129000,TX_BEGIN,0,84,1,293,1000
20129800,TX_END,0,84,1,293,1000
20129800,TX_BEGIN,0,84,1,295,1000
20130600,TX_END,0,84,1,295,1000
20130600,TX_BEGIN,0,84,1,297,1000
20131400,TX_END,0,84,1,297,1000
20131400,TX_BEGIN,0,84,1,299,1000
20132200,TX_END,0,84,1,299,1000
20132200,TX_BEGIN,0,84,1,301,1000
20133000,TX_END,0,84,1,301,1000
20133000,TX_BEGIN,0,84,1,303,1000
20133800,TX_END,0,84,1,303,1000
20133800,TX_BEGIN,0,84,1,305,1000
20134600,TX_END,0,84,1,305,1000
20134600,TX_BEGIN,0,84,1,307,1000
20135400,TX_END,0,84,1,307,1000
20135400,TX_BEGIN,0,84,1,309,1000
20136200,TX_END,0,84,1,309,1000
20136200,TX_BEGIN,0,84,1,311,1000
20137000,TX_END,0,84,1,311,1000
20137000,TX_BEGIN,0,84,1,313,1000
20137800,TX_END,0,84,1,313,1000
20137800,TX_BEGIN,0,84,1,315,1000
20138600,TX_END,0,84,1,315,1000
20138600,TX_BEGIN,0,84,1,317,1000
20139400,TX_END,0,84,1,317,1000
20139400,TX_BEGIN,0,84,1,319,1000
20140200,TX_END,0,84,1,319,1000
20140200,TX_BEGIN,0,84,1,321,1000
20141000,TX_END,0,84,1,321,1000
20141000,TX_BEGIN,0,84,1,323,1000
20141800,TX_END,0,84,1,323,1000
20141800,TX_BEGIN,0,84,1,325,1000
20142600,TX_END,0,84,1,325,1000
20142600,TX_BEGIN,0,84,1,327,1000
20143400,TX_END,0,84,1,327,1000
20143400,TX_BEGIN,0,84,1,329,1000
20144200,TX_END,0,84,1,329,1000
20144200,TX_BEGIN,0,84,1,331,1000
20145000,TX_END,0,84,1,331,1000
20145000,TX_BEGIN,0,84,1,333,1000
