time_ns,epoch,batch_id,flow_id,phase_before,phase_after,old_rate_bps,target_rate_bps,new_rate_bps,reason,root_id,feedback_age_ns,credit_remaining_bytes,protection_floor_bps,rebalance_start_ns,rebalance_end_ns,stale_feedback,capacity_valid,role,owner_before,owner_after,side,actuation_kind,applied_rate_after_bps
1000005001,200001,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000010000,200002,0,0,11,11,8000000000,8000000000,8000000000,7,0,0,0,0,0,0,0,1,1,0,0,0,3,8000000000
1000010001,200002,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000015001,200003,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000020001,200004,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000025001,200005,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000030001,200006,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000035001,200007,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000040001,200008,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000045001,200009,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000050001,200010,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000055001,200011,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000060001,200012,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000065001,200013,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000070001,200014,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000075001,200015,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000080001,200016,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000085001,200017,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000090001,200018,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000095001,200019,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000100001,200020,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000105001,200021,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000110001,200022,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000115001,200023,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000120001,200024,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000125001,200025,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000130001,200026,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000135001,200027,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
1000140001,200028,0,0,11,11,8000000000,10000000000,10000000000,6,0,0,0,0,0,0,0,1,1,0,0,2,0,8000000000
