time_ns,event,link_id,node_id,if_index,packet_uid,packet_bytes
20005117,TX_BEGIN,0,84,1,0,1000
20005156,TX_END,0,84,1,0,1000
20005156,TX_BEGIN,0,84,1,1,1000
20005195,TX_END,0,84,1,1,1000
20005195,TX_BEGIN,0,84,1,2,1000
20005234,TX_END,0,84,1,2,1000
20005234,TX_BEGIN,0,84,1,3,1000
20005273,TX_END,0,84,1,3,1000
20005273,TX_BEGIN,0,84,1,4,1000
20005312,TX_END,0,84,1,4,1000
20005312,TX_BEGIN,0,84,1,5,1000
20005351,TX_END,0,84,1,5,1000
20005351,TX_BEGIN,0,84,1,6,1000
20005390,TX_END,0,84,1,6,1000
20005390,TX_BEGIN,0,84,1,7,1000
20005429,TX_END,0,84,1,7,1000
20005429,TX_BEGIN,0,84,1,8,1000
20005468,TX_END,0,84,1,8,1000
20005468,TX_BEGIN,0,84,1,9,1000
20005507,TX_END,0,84,1,9,1000
20005507,TX_BEGIN,0,84,1,10,1000
20005546,TX_END,0,84,1,10,1000
20005546,TX_BEGIN,0,84,1,11,1000
20005585,TX_END,0,84,1,11,1000
20005585,TX_BEGIN,0,84,1,12,1000
20005624,TX_END,0,84,1,12,1000
20005624,TX_BEGIN,0,84,1,13,1000
20005663,TX_END,0,84,1,13,1000
20005663,TX_BEGIN,0,84,1,14,1000
20005702,TX_END,0,84,1,14,1000
20005702,TX_BEGIN,0,84,1,15,1000
20005741,TX_END,0,84,1,15,1000
20005741,TX_BEGIN,0,84,1,16,1000
20005780,TX_END,0,84,1,16,1000
20005780,TX_BEGIN,0,84,1,17,1000
20005819,TX_END,0,84,1,17,1000
20005819,TX_BEGIN,0,84,1,18,1000
20005858,TX_END,0,84,1,18,1000
20005858,TX_BEGIN,0,84,1,19,1000
20005897,TX_END,0,84,1,19,1000
20005897,TX_BEGIN,0,84,1,20,1000
20005936,TX_END,0,84,1,20,1000
20005936,TX_BEGIN,0,84,1,21,1000
20005975,TX_END,0,84,1,21,1000
20005975,TX_BEGIN,0,84,1,22,1000
20006014,TX_END,0,84,1,22,1000
20006014,TX_BEGIN,0,84,1,23,1000
20006053,TX_END,0,84,1,23,1000
20006053,TX_BEGIN,0,84,1,24,1000
20006092,TX_END,0,84,1,24,1000
20006092,TX_BEGIN,0,84,1,25,1000
