time_ns,node_id,if_index,q_index,event_type
20008865,80,5,3,1
20008865,81,5,3,1
20008865,82,5,3,1
20008865,83,5,3,1
20008886,70,5,3,1
20008886,71,5,3,1
20008886,72,5,3,1
20008886,74,5,3,1
20008886,75,5,3,1
20008886,76,5,3,1
20008886,77,5,3,1
20009117,75,7,3,1
20009117,76,8,3,1
20009117,77,6,3,1
20009117,77,8,3,1
20009117,78,6,3,1
20009117,78,8,3,1
20009117,79,6,3,1
20009117,79,7,3,1
20009117,80,6,3,1
20009117,81,7,3,1
20009117,82,8,3,1
20009117,82,6,3,1
20009117,82,7,3,1
20009117,83,7,3,1
20009117,83,8,3,1
20009138,68,7,3,1
20009138,68,6,3,1
20009138,69,7,3,1
20009138,69,8,3,1
20009138,70,6,3,1
20009138,70,7,3,1
20009138,71,8,3,1
20009138,71,7,3,1
20009138,72,8,3,1
20009138,73,7,3,1
20009138,73,6,3,1
20009138,74,8,3,1
20009138,75,8,3,1
20009138,75,6,3,1
20009138,76,6,3,1
20020231,88,17,3,1
20020231,85,17,3,1
20020252,87,17,3,1
20020252,86,17,3,1
20039724,88,17,3,0
20039745,85,17,3,0
20039787,87,17,3,0
20039808,86,17,3,0
20044901,88,17,3,1
20044922,85,17,3,1
20044964,87,17,3,1
20044985,86,17,3,1
20063916,88,17,3,0
20063937,85,17,3,0
20063979,87,17,3,0
20064000,86,17,3,0
20069177,88,17,3,1
20069198,85,17,3,1
20069240,87,17,3,1
20069261,86,17,3,1
20086638,88,17,3,0
20086659,85,17,3,0
20086680,87,17,3,0
20086701,86,17,3,0
20091521,86,17,3,1
20091521,87,17,3,1
20091542,85,17,3,1
20091542,88,17,3,1
20108121,86,17,3,0
20108142,87,17,3,0
20108163,85,17,3,0
20108184,88,17,3,0
20113130,86,17,3,1
20113151,87,17,3,1
20113172,85,17,3,1
20113193,88,17,3,1
20121135,50,1,3,1
20122080,48,1,3,1
20123025,49,1,3,1
20123067,43,1,3,1
20123340,0,1,3,1
20123676,20,1,3,1
20123907,40,1,3,1
20124201,1,1,3,1
20124537,21,1,3,1
20124768,41,1,3,1
20125062,2,1,3,1
20125398,23,1,3,1
20129751,86,17,3,0
20129772,87,17,3,0
20129793,85,17,3,0
20129814,88,17,3,0
20134991,86,17,3,1
20135012,85,17,3,1
20135012,87,17,3,1
20135033,88,17,3,1
20151318,86,17,3,0
20151339,87,17,3,0
20151360,85,17,3,0
20151381,88,17,3,0
20155062,68,7,3,0
20155062,68,6,3,0
20155083,69,8,3,0
20155083,69,7,3,0
20155083,70,6,3,0
20155104,71,8,3,0
20155104,70,7,3,0
20155104,73,6,3,0
20155125,72,8,3,0
20155125,71,7,3,0
20155125,75,6,3,0
20155146,74,8,3,0
20155146,73,7,3,0
20155146,76,6,3,0
20155167,75,8,3,0
20155167,75,7,3,0
20155167,77,6,3,0
20155188,76,8,3,0
20155188,79,7,3,0
20155188,78,6,3,0
20155209,77,8,3,0
