arm,status,cc_mode,bmax_ratio,qb2,thresholds_basis,q_abs_B,incast_completed,incast_expected,FCT_mean_ms,FCT_p95_ms,FCT_p99_ms,CCT_ms,BCT_ms,last_ack_s,batch_goodput_Gbps,total_system_goodput_Gbps,bg_goodput_full_Gbps,bg_goodput_inwin_Gbps,bg_goodput_outwin_Gbps,bg_prehandoff_rate_Gbps,bg_recovery_ms,queue_mean_B,queue_p95_B,queue_p99_B,queue_max_B,qdelay_mean_us,qdelay_p99_us,qdelay_max_us,over_qlow_ms,over_qlow_longest_ms,over_qhigh_ms,over_qhigh_longest_ms,over_qred_ms,over_qred_longest_ms,over_qabs_ms,over_qabs_longest_ms,pfc_events,retx_events,headroom_drops,bg_full_vs_d1,bg_inwin_vs_d1,bg_outwin_vs_d1,gates,boost_epochs,boost_duty_pct,boost_mean_Gbps,boost_max_Gbps,batch_active_epochs
scr7_d1,OK,1,-,0,config,1048575.0,64,64,54.27845368749998,57.753871,58.192546,58.372997,58.372997,2.058372997,9.197247693141403,6.1331387648,7.397988,0.22810143934201518,7.613493747553615,10.0,22.887002999999684,18690.248460828203,0.0,967304.0,1279608.0,14.952198768662562,773.8432,1023.6863999999999,53.71000000000015,53.71000000000015,44.69000000000012,22.809999999999775,25.07000000000037,19.55000000000018,18.329999999999735,18.299999999999983,0,0,0,1.0,1.0,1.0,FAIL: qmax=1279608>Q_abs,,,,,
scr7_d3,OK,30,-,0,config,1048575.0,64,64,58.437982062500005,58.445592,58.44597,58.49115,58.48615,2.05849115,9.178669114900288,6.1237051648,7.386214465536164,0.09958960328317397,7.605693491937997,8.0,0.048849999999767135,22.759062530208436,0.0,1048.0,9432.0,0.01820725002416675,0.8384,7.5456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9984085491266226,0.4366022571819434,0.9989754696235057,PASS,,,,,
scr7_b005,OK,30,0.005,1,config,1048575.0,64,64,58.147885515625,58.155263,58.155641,58.20115,58.19615,2.05820115,9.224403847690295,6.1245723648,7.38729846824617,0.09965635738831648,7.605725630151483,8.0,0.03885000000014571,28.694255647518826,0.0,1048.0,11528.0,0.02295540451801506,0.8384,9.2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9985550758187456,0.43689490814168774,0.9989796908410639,PASS,599999,0.9461682436137393,0.05,0.05,11639
scr7_b010,OK,30,0.010,1,config,1048575.0,64,64,57.862054234375,57.869854,57.870232,57.915225,57.910225,2.057915225,9.269944336743922,6.1254267648,7.388366470916178,0.09962003454231423,7.605667076018423,8.0,0.04477500000010792,31.351277837592793,0.0,1048.0,13624.0,0.025081022270074235,0.8384,10.8992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9986994397552656,0.4367356682609267,0.9989720000048984,PASS,599999,0.995334992224987,0.09353314563462826,0.1,11582
scr7_b020,OK,30,0.020,1,config,1048575.0,64,64,57.29803271875001,57.305515,57.305893,57.351532,57.346532,2.057351532,9.361056161498876,6.1271131648,7.39047447618619,0.09975584234391359,7.605669560472652,8.0,0.04846799999969065,35.756385854619516,0.0,1048.0,19912.0,0.02860510868369561,0.8384,15.9296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9989843828059994,0.4373310516219046,0.9989723263273873,PASS,599999,1.1083351805586343,0.17290335690526315,0.2,11497
scr7_b040,OK,30,0.040,1,config,1048575.0,64,64,56.803795609375015,56.812002,56.81238,56.857158,56.852158,2.056857158,9.442450711307098,6.1286011648,7.392334480836202,0.10007037297677732,7.60564339952294,8.0,0.0428420000000429,179.84563948546494,0.0,6288.0,26200.0,0.14387651158837197,5.0304,20.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9992358031448824,0.43870995845287875,0.998968890197986,PASS,599999,1.0558350930584883,0.1273268692320442,0.4,11398
scr7_b080,OK,30,0.080,1,config,1048575.0,64,64,58.42269115625002,58.431224,58.431602,58.475812,58.470812,2.058475812,9.181076647554718,6.1237499648,7.386270465676164,0.0996236743072183,7.6056728310331785,8.0,0.04418799999994505,59.88009293364311,0.0,2096.0,29344.0,0.04790407434691449,1.6768,23.475199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.998416118771234,0.4367516250427627,0.9989727559015926,PASS,599999,0.005833343055571759,0.8,0.8,11723
