flow_id,cell,role,setrate_dispatch,setrate_noop,migration_dispatch,migration_noop,setrate_dispatch_win,migration_dispatch_win,owner_before_cbap,owner_before_dcqcn,owner_after_cbap,owner_after_dcqcn,side_new,side_old,side_none,first_cmd_s,last_cmd_s,applied_min_Gbps,applied_max_Gbps,size_bytes,role_matches_size,total_dispatch,total_noop,migration_enabled_cfg,queue_band_cfg
63,d3_capmig,incast,198,0,187,0,198,187,373,12,373,12,358,0,27,2.000005001,2.05849,0.1048,1.573542288,1048576.0,1,385,0,1,0
64,d3_capmig,incast,198,0,187,0,198,187,373,12,373,12,358,0,27,2.000005001,2.05849,0.1048,1.573542288,1048576.0,1,385,0,1,0
0,d4_capmigband,background,200,0,107,27,0,88,201,133,201,133,10,124,200,1.000005001,2.071455,0.1,8.0,4000000000.0,1,307,27,1,1
1,d4_capmigband,incast,198,0,235,0,198,219,373,60,373,60,406,0,27,2.000005001,2.062065,0.101562773,0.201561984,1048576.0,1,433,0,1,1
2,d4_capmigband,incast,198,0,270,0,198,220,373,95,373,95,441,0,27,2.000005001,2.07032,0.101529943,0.201561984,1048576.0,1,468,0,1,1
3,d4_capmigband,incast,198,0,216,0,198,216,373,41,373,41,387,0,27,2.000005001,2.0567,0.101519737,0.251467415,1048576.0,1,414,0,1,1
4,d4_capmigband,incast,198,0,218,0,198,217,373,43,373,43,389,0,27,2.000005001,2.058775,0.101561461,0.201561984,1048576.0,1,416,0,1,1
5,d4_capmigband,incast,198,0,226,0,198,215,373,51,373,51,397,0,27,2.000005001,2.061005,0.101525985,0.201561984,1048576.0,1,424,0,1,1
6,d4_capmigband,incast,198,0,230,0,198,213,373,55,373,55,401,0,27,2.000005001,2.06247,0.101553655,0.201561984,1048576.0,1,428,0,1,1
7,d4_capmigband,incast,198,0,251,0,198,220,373,76,373,76,422,0,27,2.000005001,2.06835,0.101544561,0.201561984,1048576.0,1,449,0,1,1
8,d4_capmigband,incast,198,0,231,0,198,223,373,56,373,56,402,0,27,2.000005001,2.06032,0.101550164,0.367614494,1048576.0,1,429,0,1,1
9,d4_capmigband,incast,198,0,228,0,198,216,373,53,373,53,399,0,27,2.000005001,2.06126,0.101548037,0.201561984,1048576.0,1,426,0,1,1
10,d4_capmigband,incast,198,0,214,0,198,214,373,39,373,39,385,0,27,2.000005001,2.05726,0.101542911,0.201561984,1048576.0,1,412,0,1,1
11,d4_capmigband,incast,198,0,249,0,198,222,373,74,373,74,420,0,27,2.000005001,2.06688,0.10154225,0.277697658,1048576.0,1,447,0,1,1
12,d4_capmigband,incast,198,0,256,0,198,218,373,81,373,81,427,0,27,2.000005001,2.068765,0.101555906,0.201561984,1048576.0,1,454,0,1,1
13,d4_capmigband,incast,198,0,195,0,198,195,373,20,373,20,366,0,27,2.000005001,2.050695,0.101541537,0.201561984,1048576.0,1,393,0,1,1
14,d4_capmigband,incast,198,0,217,0,198,217,373,42,373,42,388,0,27,2.000005001,2.057705,0.101546159,0.201561984,1048576.0,1,415,0,1,1
15,d4_capmigband,incast,198,0,235,0,198,221,373,60,373,60,406,0,27,2.000005001,2.0618,0.101554297,0.236318994,1048576.0,1,433,0,1,1
16,d4_capmigband,incast,198,0,253,0,198,212,373,78,373,78,424,0,27,2.000005001,2.06913,0.10153613,0.201561984,1048576.0,1,451,0,1,1
17,d4_capmigband,incast,198,0,223,0,198,217,373,48,373,48,394,0,27,2.000005001,2.059375,0.101543497,0.201561984,1048576.0,1,421,0,1,1
18,d4_capmigband,incast,198,0,200,0,198,200,373,25,373,25,371,0,27,2.000005001,2.051385,0.10152189,0.207635006,1048576.0,1,398,0,1,1
19,d4_capmigband,incast,198,0,240,0,198,220,373,65,373,65,411,0,27,2.000005001,2.06303,0.101547465,0.201561984,1048576.0,1,438,0,1,1
20,d4_capmigband,incast,198,0,231,0,198,221,373,56,373,56,402,0,27,2.000005001,2.06096,0.101559098,0.24233556,1048576.0,1,429,0,1,1
21,d4_capmigband,incast,198,0,200,0,198,200,373,25,373,25,371,0,27,2.000005001,2.05287,0.101537838,0.201561984,1048576.0,1,398,0,1,1
22,d4_capmigband,incast,198,0,193,0,198,193,373,18,373,18,364,0,27,2.000005001,2.05007,0.101598953,0.201561984,1048576.0,1,391,0,1,1
23,d4_capmigband,incast,198,0,201,0,198,201,373,26,373,26,372,0,27,2.000005001,2.051585,0.101543698,0.225944654,1048576.0,1,399,0,1,1
24,d4_capmigband,incast,198,0,223,0,198,218,373,48,373,48,394,0,27,2.000005001,2.059325,0.101529501,0.201561984,1048576.0,1,421,0,1,1
25,d4_capmigband,incast,198,0,239,0,198,218,373,64,373,64,410,0,27,2.000005001,2.06369,0.101529032,0.201561984,1048576.0,1,437,0,1,1
26,d4_capmigband,incast,198,0,205,0,198,205,373,30,373,30,376,0,27,2.000005001,2.053615,0.101524843,0.201561984,1048576.0,1,403,0,1,1
27,d4_capmigband,incast,198,0,231,0,198,222,373,56,373,56,402,0,27,2.000005001,2.060735,0.101553032,0.292068601,1048576.0,1,429,0,1,1
28,d4_capmigband,incast,198,0,252,0,198,207,373,77,373,77,423,0,27,2.000005001,2.069345,0.100406824,0.201561984,1048576.0,1,450,0,1,1
29,d4_capmigband,incast,198,0,240,0,198,215,373,65,373,65,411,0,27,2.000005001,2.06616,0.101560007,0.201561984,1048576.0,1,438,0,1,1
30,d4_capmigband,incast,198,0,201,0,198,201,373,26,373,26,372,0,27,2.000005001,2.053605,0.101523331,0.201561984,1048576.0,1,399,0,1,1
31,d4_capmigband,incast,198,0,211,0,198,211,373,36,373,36,382,0,27,2.000005001,2.05712,0.101553435,0.201561984,1048576.0,1,409,0,1,1
32,d4_capmigband,incast,198,0,179,0,198,179,373,4,373,4,350,0,27,2.000005001,2.00102,0.1048,0.201561984,1048576.0,1,377,0,1,1
33,d4_capmigband,incast,198,0,210,0,198,210,373,35,373,35,381,0,27,2.000005001,2.05594,0.101552263,0.201561984,1048576.0,1,408,0,1,1
34,d4_capmigband,incast,198,0,254,0,198,219,373,79,373,79,425,0,27,2.000005001,2.068505,0.101557767,0.201561984,1048576.0,1,452,0,1,1
35,d4_capmigband,incast,198,0,195,0,198,195,373,20,373,20,366,0,27,2.000005001,2.051295,0.101544238,0.201561984,1048576.0,1,393,0,1,1
36,d4_capmigband,incast,198,0,207,0,198,207,373,32,373,32,378,0,27,2.000005001,2.054935,0.10152194,0.201561984,1048576.0,1,405,0,1,1
37,d4_capmigband,incast,198,0,217,0,198,217,373,42,373,42,388,0,27,2.000005001,2.058255,0.101541912,0.201561984,1048576.0,1,415,0,1,1
38,d4_capmigband,incast,198,0,226,0,198,213,373,51,373,51,397,0,27,2.000005001,2.06172,0.10155443,0.201561984,1048576.0,1,424,0,1,1
39,d4_capmigband,incast,198,0,231,0,198,207,373,56,373,56,402,0,27,2.000005001,2.065645,0.10018867,0.201561984,1048576.0,1,429,0,1,1
40,d4_capmigband,incast,198,0,219,0,198,219,373,44,373,44,390,0,27,2.000005001,2.057915,0.101540845,0.201561984,1048576.0,1,417,0,1,1
41,d4_capmigband,incast,198,0,199,0,198,199,373,24,373,24,370,0,27,2.000005001,2.051715,0.101561391,0.201561984,1048576.0,1,397,0,1,1
42,d4_capmigband,incast,198,0,208,0,198,208,373,33,373,33,379,0,27,2.000005001,2.05611,0.101564309,0.201561984,1048576.0,1,406,0,1,1
43,d4_capmigband,incast,198,0,248,0,198,215,373,73,373,73,419,0,27,2.000005001,2.068445,0.10152786,0.201561984,1048576.0,1,446,0,1,1
44,d4_capmigband,incast,198,0,267,0,198,210,373,92,373,92,438,0,27,2.000005001,2.071235,0.101563972,0.201561984,1048576.0,1,465,0,1,1
45,d4_capmigband,incast,198,0,238,0,198,215,373,63,373,63,409,0,27,2.000005001,2.064195,0.101525766,0.201561984,1048576.0,1,436,0,1,1
46,d4_capmigband,incast,198,0,210,0,198,210,373,35,373,35,381,0,27,2.000005001,2.053735,0.10154979,0.366943631,1048576.0,1,408,0,1,1
