flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,387325,1,387325,0,0,0,0,0.010004092,0.078999989,0.918201324,0.836433213,2070344990.259,1885975620,35.753756041,0.895431272,200000000000,160000000000,17069,0.000000000,0.918201324
1,0,17624,3,17618,6,0,6,3,0.020012225,0.069434239,0.499033842,0.000000000,8372398.558,0,35.767503113,2.250646165,200000000000,4107220849,16665,0.000170222,0.499033842
2,0,17624,3,17618,6,0,6,6,0.020014241,0.069392437,0.499016031,0.000000000,8372099.734,0,35.796839605,2.254812668,200000000000,3846969855,16692,0.000340445,0.499016031
3,0,17624,3,17619,5,0,5,5,0.020016257,0.069166151,0.499016801,0.000000000,8372112.651,0,35.790114334,2.255036172,200000000000,3160233139,16723,0.000283704,0.499016801
4,0,17624,3,17617,7,0,7,1,0.020012267,0.069466322,0.498935625,0.000000000,8370750.755,0,35.765893072,2.518639578,200000000000,4235344407,16498,0.000056741,0.498935625
5,0,17624,3,17608,16,0,16,1,0.020012393,0.069798522,0.498972590,0.000000000,8371370.920,0,35.775836357,2.338334946,200000000000,11061456548,16434,0.000056741,0.498972590
6,0,17624,3,17613,11,0,11,1,0.020012309,0.069774239,0.498956416,0.000000000,8371099.571,0,35.826352148,2.438146309,200000000000,7059692382,16416,0.000056741,0.498956416
7,0,17624,3,17617,7,0,7,1,0.020014325,0.069590133,0.498932950,0.000000000,8370705.867,0,35.833953658,2.450440522,200000000000,4783347120,16541,0.000056741,0.498932950
8,0,17624,3,17613,11,0,11,1,0.020014409,0.069747684,0.498974128,0.000000000,8371396.720,0,35.823013917,2.340667925,200000000000,6956549319,16517,0.000056741,0.498974128
9,0,17624,3,17617,7,0,7,1,0.020012351,0.069592464,0.498980356,0.000000000,8371501.217,0,35.829378854,2.474945473,200000000000,4661694849,16512,0.000056741,0.498980356
10,0,17624,3,17606,18,0,18,1,0.020012435,0.069810044,0.498932955,0.000000000,8370705.954,0,35.831987823,2.518413487,200000000000,12185712967,16330,0.000056741,0.498932955
11,0,17624,3,17619,5,0,5,5,0.020012603,0.069258502,0.498975972,0.000000000,8371427.659,0,35.759304604,2.340307497,200000000000,3393551143,16663,0.000283704,0.498975972
12,0,17624,3,17615,9,0,9,1,0.020014619,0.069699907,0.498974489,0.000000000,8371402.783,0,35.820157097,2.340839982,200000000000,5968432445,16528,0.000056741,0.498974489
13,0,17624,3,17614,10,0,10,1,0.020012477,0.069657700,0.498973452,0.000000000,8371385.383,0,35.773808098,2.486451060,200000000000,6239162043,16475,0.000056741,0.498973452
14,0,17624,3,17619,5,0,5,5,0.020012813,0.069077886,0.498975779,0.000000000,8371424.418,0,35.759831279,2.340463309,200000000000,3103693515,16676,0.000283704,0.498975779
15,0,17624,3,17617,7,0,7,1,0.020012519,0.069516617,0.498980443,0.000000000,8371502.675,0,35.825912437,2.475380527,200000000000,4217247862,16539,0.000056741,0.498980443
16,0,17624,3,17618,6,0,6,1,0.020014829,0.069414285,0.498975717,0.000000000,8371423.384,0,35.812520268,2.341513660,200000000000,3682755659,16642,0.000056741,0.498975717
17,0,17624,3,17615,9,0,9,5,0.020012729,0.069730414,0.498945226,0.000000000,8370911.821,0,35.757525804,2.427163753,200000000000,7101078814,16475,0.000283704,0.498945226
18,0,17624,3,17613,11,0,11,1,0.020014955,0.069782491,0.498941010,0.000000000,8370841.099,0,35.816936635,2.430669269,200000000000,7567893475,16418,0.000056741,0.498941010
19,0,17624,3,17601,23,0,23,1,0.020012687,0.069841211,0.498944296,0.000000000,8370896.222,0,35.764241442,2.439138308,200000000000,15652716755,16345,0.000056741,0.498944296
20,0,17624,3,17617,7,0,7,1,0.020014703,0.069535558,0.498933198,0.000000000,8370710.026,0,35.829738900,2.450457773,200000000000,4155073569,16550,0.000056741,0.498933198
21,0,17624,3,17617,7,0,7,1,0.020013023,0.069523121,0.499022882,0.000000000,8372214.676,0,35.780894338,2.253535403,200000000000,4383065572,16627,0.000056741,0.499022882
22,0,17624,3,17613,11,0,11,1,0.020015039,0.069774447,0.499014445,0.000000000,8372073.124,0,35.792914432,2.253569682,200000000000,7364890584,16517,0.000056741,0.499014445
23,0,17624,3,17618,6,0,6,1,0.020012645,0.069482971,0.498936073,0.000000000,8370758.270,0,35.805706009,2.520691078,200000000000,4129510765,16517,0.000056741,0.498936073
24,0,17624,3,17613,11,0,11,1,0.020017055,0.069789532,0.499015861,0.000000000,8372096.892,0,35.808918100,2.253850094,200000000000,7096850914,16532,0.000056741,0.499015861
25,0,17624,3,17619,5,0,5,5,0.020012939,0.069290027,0.498942355,0.000000000,8370863.665,0,35.770776095,2.429986124,200000000000,3345929141,16612,0.000283704,0.498942355
26,0,17624,3,17615,9,0,9,1,0.020012897,0.069717802,0.498943880,0.000000000,8370889.241,0,35.757603377,2.443779205,200000000000,5763127382,16469,0.000056741,0.498943880
27,0,17624,3,17618,6,0,6,1,0.020015165,0.069456811,0.498942828,0.000000000,8370871.598,0,35.811450265,2.432042516,200000000000,3892954822,16597,0.000056741,0.498942828
28,0,17624,3,17618,6,0,6,1,0.020014913,0.069445393,0.498933523,0.000000000,8370715.488,0,35.826616968,2.450569562,200000000000,3799915260,16586,0.000056741,0.498933523
29,0,17624,3,17614,10,0,10,9,0.020013149,0.069704411,0.498978761,0.000000000,8371474.458,0,35.805749867,2.475738606,200000000000,7123716082,16451,0.000510667,0.498978761
30,0,17624,3,17615,9,0,9,1,0.020013233,0.069693604,0.499015115,0.000000000,8372084.373,0,35.834420496,2.403013868,200000000000,5654466145,16519,0.000056741,0.499015115
31,0,17624,3,17616,8,0,8,1,0.020013107,0.069626665,0.498975288,0.000000000,8371416.187,0,35.790540668,2.488114185,200000000000,4937100596,16505,0.000056741,0.498975288
32,0,17624,3,17619,5,0,5,5,0.020012855,0.069165384,0.498936350,0.000000000,8370762.922,0,35.800935446,2.521161638,200000000000,3064181336,16577,0.000283704,0.498936350
33,0,17624,3,17614,10,0,10,1,0.020013359,0.069727710,0.498979251,0.000000000,8371482.668,0,35.800071783,2.475851894,200000000000,6903977905,16473,0.000056741,0.498979251
