time_ns,node_id,if_index,q_index,event_type
20147561,85,17,3,1
20147581,87,17,3,1
20147581,86,17,3,1
20147581,88,17,3,1
20163923,88,17,3,0
20163943,85,17,3,0
20163963,87,17,3,0
20163983,86,17,3,0
20169324,88,17,3,1
20169364,87,17,3,1
20169364,85,17,3,1
20169384,86,17,3,1
20185683,87,17,3,0
20185703,86,17,3,0
20185723,88,17,3,0
20185743,85,17,3,0
20191084,87,17,3,1
20191104,86,17,3,1
20191124,88,17,3,1
20191144,85,17,3,1
20207503,87,17,3,0
20207523,86,17,3,0
20207543,88,17,3,0
20207563,85,17,3,0
20212904,87,17,3,1
20212924,86,17,3,1
20212944,88,17,3,1
20212964,85,17,3,1
20229323,87,17,3,0
20229343,86,17,3,0
20229363,88,17,3,0
20229383,85,17,3,0
20234744,87,17,3,1
20234764,88,17,3,1
20234764,86,17,3,1
20234784,85,17,3,1
20251103,88,17,3,0
20251123,85,17,3,0
20251143,87,17,3,0
20251163,86,17,3,0
20256504,88,17,3,1
20256524,85,17,3,1
20256544,87,17,3,1
20256564,86,17,3,1
20272903,88,17,3,0
20272923,85,17,3,0
20272943,87,17,3,0
20272963,86,17,3,0
20278304,88,17,3,1
20278324,85,17,3,1
20278344,87,17,3,1
20278364,86,17,3,1
20294723,88,17,3,0
20294743,85,17,3,0
20294763,87,17,3,0
20294783,86,17,3,0
20300144,88,17,3,1
20300164,87,17,3,1
20300164,85,17,3,1
20300184,86,17,3,1
20316523,86,17,3,0
20316543,88,17,3,0
20316563,85,17,3,0
20316583,87,17,3,0
20321924,86,17,3,1
20321944,88,17,3,1
20321964,85,17,3,1
20322004,87,17,3,1
20338343,86,17,3,0
20338363,88,17,3,0
20338383,85,17,3,0
20338403,87,17,3,0
20343744,86,17,3,1
20343764,88,17,3,1
20343784,85,17,3,1
20343804,87,17,3,1
20360143,86,17,3,0
20360163,88,17,3,0
20360183,85,17,3,0
20360203,87,17,3,0
20365564,88,17,3,1
20365564,86,17,3,1
20365584,85,17,3,1
20365604,87,17,3,1
20381923,85,17,3,0
20381943,87,17,3,0
20381963,86,17,3,0
20381983,88,17,3,0
20387324,85,17,3,1
20387344,87,17,3,1
20387364,86,17,3,1
20387404,88,17,3,1
20403743,85,17,3,0
20403763,87,17,3,0
20403783,86,17,3,0
20403803,88,17,3,0
20409144,85,17,3,1
20409164,87,17,3,1
20409184,86,17,3,1
20409204,88,17,3,1
20425543,85,17,3,0
20425563,87,17,3,0
20425583,86,17,3,0
20425603,88,17,3,0
20430964,87,17,3,1
20430964,85,17,3,1
20430984,86,17,3,1
20431004,88,17,3,1
20447343,88,17,3,0
20447363,85,17,3,0
20447383,87,17,3,0
20447403,86,17,3,0
20452744,88,17,3,1
20452764,85,17,3,1
20452804,87,17,3,1
20452824,86,17,3,1
20469163,88,17,3,0
20469183,85,17,3,0
20469203,87,17,3,0
20469223,86,17,3,0
20474564,88,17,3,1
20474584,85,17,3,1
20474604,87,17,3,1
20474624,86,17,3,1
20485663,86,17,3,0
20490903,88,17,3,0
20490923,85,17,3,0
20490943,87,17,3,0
20491104,86,17,3,1
20491843,86,17,3,0
20496364,85,17,3,1
20496364,88,17,3,1
20496384,87,17,3,1
20512323,85,17,3,0
20512343,87,17,3,0
20512383,88,17,3,0
20517904,85,17,3,1
20517924,87,17,3,1
20517964,88,17,3,1
20533903,85,17,3,0
20533923,87,17,3,0
20533963,88,17,3,0
20539504,85,17,3,1
20539524,87,17,3,1
20539564,88,17,3,1
20555483,85,17,3,0
20555503,87,17,3,0
20555543,88,17,3,0
20561064,85,17,3,1
20561084,87,17,3,1
20561104,88,17,3,1
20577023,88,17,3,0
20577043,85,17,3,0
20577063,87,17,3,0
20582584,88,17,3,1
20582604,85,17,3,1
20582624,87,17,3,1
20598523,88,17,3,0
20598543,85,17,3,0
20598563,87,17,3,0
20604064,85,17,3,1
20604084,87,17,3,1
20604084,88,17,3,1
20620043,85,17,3,0
20620063,88,17,3,0
20620103,87,17,3,0
20625564,88,17,3,1
20625584,85,17,3,1
20625664,87,17,3,1
20641543,88,17,3,0
20641583,87,17,3,0
20641603,85,17,3,0
20647064,88,17,3,1
20647104,87,17,3,1
20647124,85,17,3,1
20663023,88,17,3,0
20663063,87,17,3,0
20663103,85,17,3,0
20668584,87,17,3,1
20668584,88,17,3,1
20668644,85,17,3,1
20684483,87,17,3,0
20684583,85,17,3,0
20684603,88,17,3,0
20690004,87,17,3,1
20690144,85,17,3,1
20690164,88,17,3,1
20706063,87,17,3,0
20706163,85,17,3,0
20706183,88,17,3,0
20711624,87,17,3,1
20711684,85,17,3,1
20711704,88,17,3,1
20727583,85,17,3,0
20727603,88,17,3,0
20727723,87,17,3,0
20733104,85,17,3,1
20733124,88,17,3,1
20733284,87,17,3,1
20749083,85,17,3,0
20749103,88,17,3,0
20749303,87,17,3,0
20754624,85,17,3,1
20754644,88,17,3,1
20754804,87,17,3,1
20770603,85,17,3,0
20770623,88,17,3,0
20770743,87,17,3,0
20776144,85,17,3,1
20776164,88,17,3,1
20776284,87,17,3,1
20792203,85,17,3,0
20792223,88,17,3,0
20792263,87,17,3,0
20797764,85,17,3,1
20797784,88,17,3,1
20797824,87,17,3,1
20813763,85,17,3,0
20813783,88,17,3,0
20813823,87,17,3,0
20819284,88,17,3,1
20819324,85,17,3,1
20819384,87,17,3,1
20826523,88,17,3,0
20835323,85,17,3,0
20835383,87,17,3,0
20841024,85,17,3,1
20841084,87,17,3,1
20856903,87,17,3,0
20856923,85,17,3,0
20862724,87,17,3,1
20862764,85,17,3,1
20878643,87,17,3,0
20878663,85,17,3,0
20884484,85,17,3,1
20884484,87,17,3,1
20900403,85,17,3,0
20900543,87,17,3,0
20906244,85,17,3,1
20906384,87,17,3,1
20922183,85,17,3,0
20922243,87,17,3,0
20928164,85,17,3,1
20928204,87,17,3,1
20941843,87,17,3,0
20941863,85,17,3,0
20947584,85,17,3,1
20947584,87,17,3,1
20959343,85,17,3,0
20961103,87,17,3,0
20965544,85,17,3,1
20966924,87,17,3,1
20969883,85,17,3,0
20980543,87,17,3,0
20986704,87,17,3,1
21000443,87,17,3,0
21006624,87,17,3,1
21020403,87,17,3,0
21026564,87,17,3,1
21040123,87,17,3,0
21046244,87,17,3,1
21059823,87,17,3,0
21065964,87,17,3,1
21079443,87,17,3,0
21085544,87,17,3,1
21099083,87,17,3,0
21105184,87,17,3,1
21118543,87,17,3,0
21124644,87,17,3,1
21138223,87,17,3,0
21144364,87,17,3,1
21158323,87,17,3,0
21164504,87,17,3,1
21178223,87,17,3,0
21184324,87,17,3,1
21197803,87,17,3,0
21203924,87,17,3,1
21217303,87,17,3,0
21223444,87,17,3,1
21236143,87,17,3,0
21242224,87,17,3,1
21253523,87,17,3,0
21259644,87,17,3,1
21271163,87,17,3,0
21277424,87,17,3,1
21289123,87,17,3,0
21295424,87,17,3,1
21307323,87,17,3,0
21313624,87,17,3,1
21325263,87,17,3,0
21331644,87,17,3,1
21342863,87,17,3,0
21349044,87,17,3,1
21358543,87,17,3,0
21364664,87,17,3,1
21373223,87,17,3,0
21379604,87,17,3,1
21388323,87,17,3,0
21394744,87,17,3,1
21403523,87,17,3,0
21409924,87,17,3,1
21418523,87,17,3,0
21424864,87,17,3,1
21433483,87,17,3,0
21439884,87,17,3,1
21448523,87,17,3,0
21454844,87,17,3,1
21463503,87,17,3,0
21469844,87,17,3,1
21478423,87,17,3,0
21484744,87,17,3,1
21493363,87,17,3,0
21499744,87,17,3,1
21508563,87,17,3,0
21514984,87,17,3,1
21522303,87,17,3,0
22757647,86,17,3,1
22757667,88,17,3,1
22757667,85,17,3,1
22757667,87,17,3,1
22773987,87,17,3,0
22774007,86,17,3,0
22774027,88,17,3,0
22774047,85,17,3,0
22779388,87,17,3,1
22779428,86,17,3,1
22779448,85,17,3,1
22779448,88,17,3,1
22795787,85,17,3,0
22795807,87,17,3,0
22795827,86,17,3,0
22795847,88,17,3,0
22801188,85,17,3,1
22801208,87,17,3,1
22801228,86,17,3,1
22801248,88,17,3,1
22817587,85,17,3,0
22817607,87,17,3,0
22817627,86,17,3,0
22817647,88,17,3,0
22822988,85,17,3,1
22823008,87,17,3,1
22823028,86,17,3,1
22823048,88,17,3,1
22839407,85,17,3,0
22839427,87,17,3,0
22839447,86,17,3,0
22839467,88,17,3,0
22844828,85,17,3,1
22844848,86,17,3,1
22844848,87,17,3,1
22844868,88,17,3,1
22861187,86,17,3,0
22861207,88,17,3,0
22861227,85,17,3,0
22861247,87,17,3,0
22866588,86,17,3,1
22866608,88,17,3,1
22866628,85,17,3,1
22866648,87,17,3,1
22883007,86,17,3,0
22883027,88,17,3,0
22883047,85,17,3,0
22883067,87,17,3,0
22888408,86,17,3,1
22888428,88,17,3,1
22888448,85,17,3,1
22888468,87,17,3,1
22904807,86,17,3,0
22904827,88,17,3,0
22904847,85,17,3,0
22904867,87,17,3,0
22910228,88,17,3,1
22910228,86,17,3,1
22910248,85,17,3,1
22910268,87,17,3,1
22921647,86,17,3,0
22926407,88,17,3,0
22926427,85,17,3,0
22926447,87,17,3,0
22927148,86,17,3,1
22928307,86,17,3,0
22931808,85,17,3,1
22931808,88,17,3,1
22931828,87,17,3,1
22947787,87,17,3,0
22947847,85,17,3,0
22947907,88,17,3,0
22953368,87,17,3,1
22953428,85,17,3,1
22953488,88,17,3,1
22969387,88,17,3,0
22969407,85,17,3,0
22969427,87,17,3,0
22974948,88,17,3,1
22974988,85,17,3,1
22975008,87,17,3,1
22990967,88,17,3,0
22990987,85,17,3,0
22991007,87,17,3,0
22996548,88,17,3,1
22996568,85,17,3,1
22996588,87,17,3,1
23012547,88,17,3,0
23012567,85,17,3,0
23012587,87,17,3,0
23018128,88,17,3,1
23018148,85,17,3,1
23018168,87,17,3,1
23034107,88,17,3,0
23034127,85,17,3,0
23034147,87,17,3,0
23039688,88,17,3,1
23039708,85,17,3,1
23039728,87,17,3,1
23055687,88,17,3,0
23055707,85,17,3,0
23055727,87,17,3,0
23061268,88,17,3,1
23061288,85,17,3,1
23061308,87,17,3,1
23077267,88,17,3,0
23077287,85,17,3,0
23077307,87,17,3,0
23082848,88,17,3,1
23082868,85,17,3,1
23082888,87,17,3,1
23098827,88,17,3,0
23098847,85,17,3,0
23098867,87,17,3,0
23104408,88,17,3,1
23104428,85,17,3,1
23104448,87,17,3,1
23120407,88,17,3,0
23120427,85,17,3,0
23120447,87,17,3,0
23125988,88,17,3,1
23126008,85,17,3,1
23126028,87,17,3,1
23141987,88,17,3,0
23142007,85,17,3,0
23142027,87,17,3,0
23147568,88,17,3,1
23147588,85,17,3,1
23147608,87,17,3,1
23163567,88,17,3,0
23163587,85,17,3,0
23163607,87,17,3,0
23169148,88,17,3,1
23169168,85,17,3,1
23169188,87,17,3,1
23185127,88,17,3,0
23185147,85,17,3,0
23185167,87,17,3,0
23190708,88,17,3,1
23190728,85,17,3,1
23190748,87,17,3,1
23206707,88,17,3,0
23206727,85,17,3,0
23206747,87,17,3,0
23212248,85,17,3,1
23212248,88,17,3,1
23212308,87,17,3,1
23228207,87,17,3,0
23228307,85,17,3,0
23228327,88,17,3,0
23233728,87,17,3,1
23233868,88,17,3,1
23233908,85,17,3,1
23242787,88,17,3,0
23248288,88,17,3,1
23249447,88,17,3,0
23249807,87,17,3,0
23249907,85,17,3,0
23255448,87,17,3,1
23255548,85,17,3,1
23271287,87,17,3,0
23271387,85,17,3,0
23277088,87,17,3,1
23277188,85,17,3,1
23292947,87,17,3,0
23293047,85,17,3,0
23298748,87,17,3,1
23298808,85,17,3,1
23314547,85,17,3,0
23314607,87,17,3,0
23320348,85,17,3,1
23320408,87,17,3,1
23336207,85,17,3,0
23336267,87,17,3,0
23342008,85,17,3,1
23342068,87,17,3,1
23352327,85,17,3,0
23357807,87,17,3,0
23358108,85,17,3,1
23359247,85,17,3,0
23363628,87,17,3,1
23376667,87,17,3,0
23382608,87,17,3,1
23395687,87,17,3,0
23401828,87,17,3,1
23415647,87,17,3,0
23421828,87,17,3,1
23435467,87,17,3,0
23441628,87,17,3,1
23455267,87,17,3,0
23461448,87,17,3,1
23475087,87,17,3,0
23481248,87,17,3,1
23494907,87,17,3,0
23501068,87,17,3,1
23514747,87,17,3,0
23520928,87,17,3,1
23534587,87,17,3,0
23540748,87,17,3,1
23554367,87,17,3,0
23560528,87,17,3,1
23574167,87,17,3,0
23580348,87,17,3,1
23594007,87,17,3,0
23600188,87,17,3,1
23613847,87,17,3,0
23620008,87,17,3,1
23633647,87,17,3,0
23639808,87,17,3,1
23652927,87,17,3,0
23658988,87,17,3,1
23670247,87,17,3,0
23676328,87,17,3,1
23687827,87,17,3,0
23694068,87,17,3,1
23705667,87,17,3,0
23711908,87,17,3,1
23723667,87,17,3,0
23729928,87,17,3,1
23741627,87,17,3,0
23747888,87,17,3,1
23757507,87,17,3,0
23763628,87,17,3,1
23772027,87,17,3,0
23778188,87,17,3,1
23786487,87,17,3,0
23792848,87,17,3,1
23801587,87,17,3,0
23808008,87,17,3,1
23816707,87,17,3,0
23823088,87,17,3,1
23831787,87,17,3,0
23838208,87,17,3,1
23846967,87,17,3,0
23853368,87,17,3,1
23862087,87,17,3,0
23868488,87,17,3,1
23874067,87,17,3,0
