flow_id,qp_id,total_rounds,direct_hpcc_updates,gated_late_updates,gated_stale_updates,rate_total_variation,minimum_rate,maximum_rate,mean_round_start_rate
0,0b004101-0b004001-10000-3,1,26051,0,0,358939018902.000,100000000,10000000000,10000000000.000
1,0b000001-0b004001-10000-3,1,16674,0,0,369665513847.000,100000000,10000000000,10000000000.000
2,0b000101-0b004001-10000-3,1,16685,0,0,373930654006.000,100000000,10000000000,10000000000.000
3,0b000201-0b004001-10000-3,1,16726,0,0,375445179656.000,100000000,10000000000,10000000000.000
4,0b000301-0b004001-10000-3,1,16639,0,0,367987363582.000,100000000,10000000000,10000000000.000
5,0b000401-0b004001-10000-3,1,16666,0,0,370849543140.000,100000000,10000000000,10000000000.000
6,0b000501-0b004001-10000-3,1,16640,0,0,372815244996.000,100000000,10000000000,10000000000.000
7,0b000601-0b004001-10000-3,1,16645,0,0,370828272635.000,100000000,10000000000,10000000000.000
8,0b000701-0b004001-10000-3,1,16732,0,0,376739731119.000,100000000,10000000000,10000000000.000
9,0b000801-0b004001-10000-3,1,16725,0,0,373505977340.000,100000000,10000000000,10000000000.000
10,0b000901-0b004001-10000-3,1,16537,0,0,362543507198.000,100000000,10000000000,10000000000.000
11,0b000a01-0b004001-10000-3,1,16665,0,0,371692985392.000,100000000,10000000000,10000000000.000
12,0b000b01-0b004001-10000-3,1,16704,0,0,375746839598.000,100000000,10000000000,10000000000.000
13,0b000c01-0b004001-10000-3,1,16670,0,0,373363644293.000,100000000,10000000000,10000000000.000
14,0b000d01-0b004001-10000-3,1,16778,0,0,380639244867.000,100000000,10000000000,10000000000.000
15,0b000e01-0b004001-10000-3,1,16702,0,0,373299817880.000,100000000,10000000000,10000000000.000
16,0b000f01-0b004001-10000-3,1,16715,0,0,374841380012.000,100000000,10000000000,10000000000.000
17,0b001001-0b004001-10000-3,1,16683,0,0,374035853149.000,100000000,10000000000,10000000000.000
18,0b001101-0b004001-10000-3,1,16711,0,0,378011080758.000,100000000,10000000000,10000000000.000
19,0b001201-0b004001-10000-3,1,16678,0,0,372553955895.000,100000000,10000000000,10000000000.000
20,0b001301-0b004001-10000-3,1,16689,0,0,373519299460.000,100000000,10000000000,10000000000.000
21,0b001401-0b004001-10000-3,1,16637,0,0,369578392753.000,100000000,10000000000,10000000000.000
22,0b001501-0b004001-10000-3,1,16669,0,0,373104420781.000,100000000,10000000000,10000000000.000
23,0b001601-0b004001-10000-3,1,16585,0,0,367462445934.000,100000000,10000000000,10000000000.000
24,0b001701-0b004001-10000-3,1,16635,0,0,372602486621.000,100000000,10000000000,10000000000.000
25,0b001801-0b004001-10000-3,1,16603,0,0,367502245174.000,100000000,10000000000,10000000000.000
26,0b001901-0b004001-10000-3,1,16716,0,0,377667209152.000,100000000,10000000000,10000000000.000
27,0b001a01-0b004001-10000-3,1,16594,0,0,366642662134.000,100000000,10000000000,10000000000.000
28,0b001b01-0b004001-10000-3,1,16825,0,0,384420211171.000,100000000,10000000000,10000000000.000
