scenario,algorithm,seed,group_id,round_id,common_release_time,barrier_completion_time,group_rct,total_round_bytes,participant_count,residual_queue_bytes,bottleneck_capacity_bps,background_bps,T_line,T_link,T_star,theoretical_lower_bound,lower_bound_efficiency,group_queue_max_bytes,group_ecn_marks,group_pfc_events,fallback_reason
pv200g_4m_dcql,dcqcn,2,0,0,0.010000000,0.000000000,0.000000000,1290445819,1,0,0,0,0.051617833,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,not_bop
pv200g_4m_dcql,dcqcn,2,1,0,0.020000000,0.033181587,0.013181587,268435456,64,0,0,0,0.000167772,0.000000000,0.000000000,0.000000000,0.000000000,17793000,171238,0,not_bop
