plan_start_ns,plan_complete_ns,application_ready_ns,network_release_ns,batch_id,flow_id,base_rate_bps,admit_rate_bps,initial_rate_bps,credit_bytes,feedback_horizon_ns,observed_queue_bytes,packet_margin_bytes,effective_capacity_bps,floor_scale,independent_diagnostic,capacity_valid
2000000000,2000005000,2000000000,2000005000,1,55,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,56,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,57,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,58,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,59,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,60,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,61,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,62,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,63,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
2000000000,2000005000,2000000000,2000005000,1,64,3906250,3906250,3906250,0,0,0,0,10000000000,0,0,1
