flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,76286,1,76286,0,0,0,0,0.010005808,0.326999783,0.922121383,0.844253855,430012462.278,393700532,72.791362293,0.906129555,10000000000,8000000000,4436,0.000000000,0.922121383
1,0,4406,3,4405,1,0,1,1,0.020016274,0.260404269,0.499819332,0.000000000,2096394.222,0,73.082225201,2.143395936,10000000000,185970984,4352,0.000226963,0.499819332
2,0,4406,3,4405,1,0,1,1,0.020056306,0.261328078,0.499820723,0.000000000,2096400.056,0,72.791149199,2.144570658,10000000000,400932801,4355,0.000226963,0.499820723
3,0,4406,3,4404,2,0,2,2,0.020096338,0.261942526,0.499819961,0.000000000,2096396.862,0,72.558288398,2.145166310,10000000000,802589197,4352,0.000453926,0.499819961
4,0,4406,3,4405,1,0,1,1,0.020017108,0.261738516,0.499812892,0.000000000,2096367.214,0,73.553653248,2.257223554,10000000000,484240731,4341,0.000226963,0.499812892
5,0,4406,3,4405,1,0,1,1,0.020019610,0.259809556,0.499815159,0.000000000,2096376.721,0,73.552037698,2.196522395,10000000000,162592729,4351,0.000226963,0.499815159
6,0,4406,3,4405,1,0,1,1,0.020017942,0.261361462,0.499814747,0.000000000,2096374.992,0,73.495438047,2.222797856,10000000000,345573148,4347,0.000226963,0.499814747
7,0,4406,3,4405,1,0,1,1,0.020057974,0.261288718,0.499814953,0.000000000,2096375.857,0,73.081618608,2.219931757,10000000000,309134213,4352,0.000226963,0.499814953
8,0,4406,3,4405,1,0,1,1,0.020059642,0.259314764,0.499816344,0.000000000,2096381.690,0,73.141429412,2.193837304,10000000000,139785191,4351,0.000226963,0.499816344
9,0,4406,3,4405,1,0,1,1,0.020018776,0.259953088,0.499815468,0.000000000,2096378.017,0,73.668321231,2.226018762,10000000000,278483795,4351,0.000226963,0.499815468
