time_ns,node_id,if_index,q_index,event_type
100162141,65,1,3,1
100171169,65,1,3,0
100174909,65,1,3,1
100183968,65,1,3,0
100187716,65,1,3,1
100196769,65,1,3,0
100200512,65,1,3,1
100209568,65,1,3,0
100213315,65,1,3,1
100222369,65,1,3,0
100226112,65,1,3,1
100235168,65,1,3,0
100238916,65,1,3,1
100247969,65,1,3,0
100251711,65,1,3,1
100260768,65,1,3,0
100264516,65,1,3,1
100273569,65,1,3,0
100277312,65,1,3,1
100286368,65,1,3,0
100290115,65,1,3,1
100299188,65,1,3,0
100302939,65,1,3,1
100312008,65,1,3,0
100315767,65,1,3,1
100324860,65,1,3,0
100328614,65,1,3,1
100337660,65,1,3,0
100341399,65,1,3,1
100350457,65,1,3,0
100354208,65,1,3,1
100363300,65,1,3,0
100367238,65,1,3,1
100374536,65,1,3,0
100378249,65,1,3,1
100385573,65,1,3,0
100389291,65,1,3,1
100396612,65,1,3,0
100400330,65,1,3,1
100407652,65,1,3,0
100411759,65,1,3,1
100417320,65,1,3,0
100421187,65,1,3,1
100426043,65,1,3,0
100430988,65,1,3,1
100434762,65,1,3,0
100439515,65,1,3,1
100443282,65,1,3,0
100448053,65,1,3,1
100451834,65,1,3,0
100456587,65,1,3,1
100460354,65,1,3,0
100465107,65,1,3,1
100468802,65,1,3,0
