scenario,algorithm,seed,verdict,recovery_stage_moved_rounds,cc_mode,feedback_rounds,engagement_required,ecn_marks,queue_peak_bytes,rounds,rate_reduced_rounds,rate_increased_rounds,pfc_events,alpha_moved_rounds,cnp_count,queue_final_bytes,qmax_bytes,migration_replans,convergences,queue_drained,sba_events,migration_epochs,exceeded_qmax,oversub_verdict,admission_events,queue_borrowed_above_qmin
s2,dcqcn,2,ENGAGED,63,1,0,0,2271.0,1272272.0,64,64,0,0,64,2271,0.0,400000,,,,,,,,,
s2,dctcp,2,ENGAGED,0,8,0,0,2271.0,1272272.0,64,64,0,0,0,0,0.0,400000,,,,,,,,,
s2,timely,2,ENGAGED,0,7,0,1,2296.0,1280928.0,64,64,0,0,0,0,0.0,400000,,,,,,,,,
s2,hpcc,2,ENGAGED,0,3,64,1,274.0,1291650.0,64,64,0,0,0,0,0.0,400000,,,,,,,,,
s2,cbapsba,2,ENGAGED,1,30,0,1,1095.0,1263888.0,64,0,64,0,64,1095,0.0,400000,0,0,1,194,0,1,BOUNDED,65,1
