flow_id,qp_id,total_rounds,direct_hpcc_updates,gated_late_updates,gated_stale_updates,rate_total_variation,minimum_rate,maximum_rate,mean_round_start_rate
0,0b004101-0b004001-10000-3,1,480286,0,0,382377059156.000,2000000000,200000000000,200000000000.000
1,0b000001-0b004001-10000-3,1,1102,0,0,221545008194.000,2000000000,200000000000,200000000000.000
2,0b000101-0b004001-10000-3,1,1102,0,0,223259728722.000,2000000000,200000000000,200000000000.000
3,0b000201-0b004001-10000-3,1,1102,0,0,222856884660.000,2000000000,200000000000,200000000000.000
4,0b000301-0b004001-10000-3,1,1102,0,0,220621492808.000,2000000000,200000000000,200000000000.000
5,0b000401-0b004001-10000-3,1,1102,0,0,212937342052.000,2000000000,200000000000,200000000000.000
6,0b000501-0b004001-10000-3,1,1102,0,0,216055535466.000,2000000000,200000000000,200000000000.000
7,0b000601-0b004001-10000-3,1,1102,0,0,216279384200.000,2000000000,200000000000,200000000000.000
8,0b000701-0b004001-10000-3,1,1102,0,0,213489180952.000,2000000000,200000000000,200000000000.000
9,0b000801-0b004001-10000-3,1,1102,0,0,214680096372.000,2000000000,200000000000,200000000000.000
10,0b000901-0b004001-10000-3,1,1102,0,0,220616928474.000,2000000000,200000000000,200000000000.000
11,0b000a01-0b004001-10000-3,1,1102,0,0,212988573116.000,2000000000,200000000000,200000000000.000
12,0b000b01-0b004001-10000-3,1,1102,0,0,213480504766.000,2000000000,200000000000,200000000000.000
13,0b000c01-0b004001-10000-3,1,1102,0,0,215430311344.000,2000000000,200000000000,200000000000.000
14,0b000d01-0b004001-10000-3,1,1102,0,0,213059444182.000,2000000000,200000000000,200000000000.000
15,0b000e01-0b004001-10000-3,1,1102,0,0,214708773684.000,2000000000,200000000000,200000000000.000
16,0b000f01-0b004001-10000-3,1,1102,0,0,213469990094.000,2000000000,200000000000,200000000000.000
17,0b001001-0b004001-10000-3,1,1102,0,0,215494577318.000,2000000000,200000000000,200000000000.000
18,0b001101-0b004001-10000-3,1,1102,0,0,215668651416.000,2000000000,200000000000,200000000000.000
19,0b001201-0b004001-10000-3,1,1102,0,0,216086009168.000,2000000000,200000000000,200000000000.000
20,0b001301-0b004001-10000-3,1,1102,0,0,216273149826.000,2000000000,200000000000,200000000000.000
21,0b001401-0b004001-10000-3,1,1102,0,0,224381153500.000,2000000000,200000000000,200000000000.000
22,0b001501-0b004001-10000-3,1,1102,0,0,223069421264.000,2000000000,200000000000,200000000000.000
23,0b001601-0b004001-10000-3,1,1102,0,0,220626756142.000,2000000000,200000000000,200000000000.000
24,0b001701-0b004001-10000-3,1,1102,0,0,222251791086.000,2000000000,200000000000,200000000000.000
25,0b001801-0b004001-10000-3,1,1102,0,0,215627931808.000,2000000000,200000000000,200000000000.000
26,0b001901-0b004001-10000-3,1,1102,0,0,216132776864.000,2000000000,200000000000,200000000000.000
27,0b001a01-0b004001-10000-3,1,1102,0,0,215667036748.000,2000000000,200000000000,200000000000.000
28,0b001b01-0b004001-10000-3,1,1102,0,0,216269764424.000,2000000000,200000000000,200000000000.000
29,0b001c01-0b004001-10000-3,1,1102,0,0,214796053370.000,2000000000,200000000000,200000000000.000
30,0b001d01-0b004001-10000-3,1,1102,0,0,211453425764.000,2000000000,200000000000,200000000000.000
31,0b001e01-0b004001-10000-3,1,1102,0,0,215449603534.000,2000000000,200000000000,200000000000.000
32,0b001f01-0b004001-10000-3,1,1102,0,0,220635073624.000,2000000000,200000000000,200000000000.000
33,0b002001-0b004001-10000-3,1,1102,0,0,214800831376.000,2000000000,200000000000,200000000000.000
34,0b002101-0b004001-10000-3,1,1102,0,0,220636807636.000,2000000000,200000000000,200000000000.000
35,0b002201-0b004001-10000-3,1,1102,0,0,216176836660.000,2000000000,200000000000,200000000000.000
36,0b002301-0b004001-10000-3,1,1102,0,0,216259140782.000,2000000000,200000000000,200000000000.000
37,0b002401-0b004001-10000-3,1,1102,0,0,220664531000.000,2000000000,200000000000,200000000000.000
38,0b002501-0b004001-10000-3,1,1102,0,0,216201434446.000,2000000000,200000000000,200000000000.000
39,0b002601-0b004001-10000-3,1,1102,0,0,214814803336.000,2000000000,200000000000,200000000000.000
40,0b002701-0b004001-10000-3,1,1102,0,0,216255456046.000,2000000000,200000000000,200000000000.000
41,0b002801-0b004001-10000-3,1,1102,0,0,221174604224.000,2000000000,200000000000,200000000000.000
42,0b002901-0b004001-10000-3,1,1102,0,0,221235063732.000,2000000000,200000000000,200000000000.000
43,0b002a01-0b004001-10000-3,1,1102,0,0,215468927332.000,2000000000,200000000000,200000000000.000
44,0b002b01-0b004001-10000-3,1,1102,0,0,221203141524.000,2000000000,200000000000,200000000000.000
45,0b002c01-0b004001-10000-3,1,1102,0,0,220995014668.000,2000000000,200000000000,200000000000.000
46,0b002d01-0b004001-10000-3,1,1102,0,0,213274403432.000,2000000000,200000000000,200000000000.000
47,0b002e01-0b004001-10000-3,1,1102,0,0,213428682734.000,2000000000,200000000000,200000000000.000
48,0b002f01-0b004001-10000-3,1,1102,0,0,221037969192.000,2000000000,200000000000,200000000000.000
49,0b003001-0b004001-10000-3,1,1102,0,0,224073511280.000,2000000000,200000000000,200000000000.000
50,0b003101-0b004001-10000-3,1,1102,0,0,228817432139.000,2000000000,200000000000,200000000000.000
51,0b003201-0b004001-10000-3,1,1102,0,0,228507587243.000,2000000000,200000000000,200000000000.000
52,0b003301-0b004001-10000-3,1,1102,0,0,220654754208.000,2000000000,200000000000,200000000000.000
53,0b003401-0b004001-10000-3,1,1102,0,0,215664278954.000,2000000000,200000000000,200000000000.000
54,0b003501-0b004001-10000-3,1,1102,0,0,213265374028.000,2000000000,200000000000,200000000000.000
