flow_id,qp_id,total_rounds,direct_hpcc_updates,gated_late_updates,gated_stale_updates,rate_total_variation,minimum_rate,maximum_rate,mean_round_start_rate
0,0b004101-0b004001-10000-3,1,465425,0,0,356000000000.000,2000000000,200000000000,200000000000.000
1,0b000001-0b004001-10000-3,1,276,0,0,282255278602.000,5633495108,200000000000,200000000000.000
2,0b000101-0b004001-10000-3,1,276,0,0,282545498353.000,5656899351,200000000000,200000000000.000
3,0b000201-0b004001-10000-3,1,276,0,0,282516370776.000,5609931927,200000000000,200000000000.000
4,0b000301-0b004001-10000-3,1,276,0,0,233325232918.000,5649067252,200000000000,200000000000.000
5,0b000401-0b004001-10000-3,1,276,0,0,249075416837.000,5643647674,200000000000,200000000000.000
6,0b000501-0b004001-10000-3,1,276,0,0,239414697734.000,5647229924,200000000000,200000000000.000
7,0b000601-0b004001-10000-3,1,276,0,0,239375909132.000,5640698332,200000000000,200000000000.000
8,0b000701-0b004001-10000-3,1,276,0,0,249228823029.000,5641916161,200000000000,200000000000.000
9,0b000801-0b004001-10000-3,1,276,0,0,222490534157.000,5602651941,200000000000,200000000000.000
10,0b000901-0b004001-10000-3,1,276,0,0,233342370913.000,5641867020,200000000000,200000000000.000
11,0b000a01-0b004001-10000-3,1,276,0,0,249080081923.000,5636534673,200000000000,200000000000.000
12,0b000b01-0b004001-10000-3,1,276,0,0,249234710559.000,5644257419,200000000000,200000000000.000
13,0b000c01-0b004001-10000-3,1,276,0,0,223952827562.000,5640086919,200000000000,200000000000.000
14,0b000d01-0b004001-10000-3,1,276,0,0,249081182809.000,5629389092,200000000000,200000000000.000
15,0b000e01-0b004001-10000-3,1,276,0,0,222496971118.000,5595573213,200000000000,200000000000.000
16,0b000f01-0b004001-10000-3,1,276,0,0,249242001881.000,5646528228,200000000000,200000000000.000
17,0b001001-0b004001-10000-3,1,276,0,0,236414072697.000,5588445993,200000000000,200000000000.000
18,0b001101-0b004001-10000-3,1,276,0,0,236527417205.000,5667308372,200000000000,200000000000.000
19,0b001201-0b004001-10000-3,1,276,0,0,239456303167.000,5632911711,200000000000,200000000000.000
20,0b001301-0b004001-10000-3,1,276,0,0,239416125024.000,5645479596,200000000000,200000000000.000
21,0b001401-0b004001-10000-3,1,276,0,0,282264423145.000,5622256519,200000000000,200000000000.000
22,0b001501-0b004001-10000-3,1,276,0,0,282553512266.000,5666434940,200000000000,200000000000.000
23,0b001601-0b004001-10000-3,1,276,0,0,233359805825.000,5634772582,200000000000,200000000000.000
24,0b001701-0b004001-10000-3,1,276,0,0,282515884307.000,5619286858,200000000000,200000000000.000
25,0b001801-0b004001-10000-3,1,276,0,0,236806109348.000,5651585184,200000000000,200000000000.000
26,0b001901-0b004001-10000-3,1,276,0,0,239471078636.000,5625683726,200000000000,200000000000.000
27,0b001a01-0b004001-10000-3,1,276,0,0,236412837489.000,5625846340,200000000000,200000000000.000
28,0b001b01-0b004001-10000-3,1,276,0,0,239431321570.000,5647735090,200000000000,200000000000.000
29,0b001c01-0b004001-10000-3,1,276,0,0,222516370099.000,5652738726,200000000000,200000000000.000
30,0b001d01-0b004001-10000-3,1,276,0,0,213707392031.000,5615069011,200000000000,200000000000.000
31,0b001e01-0b004001-10000-3,1,276,0,0,223984607075.000,5618594236,200000000000,200000000000.000
32,0b001f01-0b004001-10000-3,1,276,0,0,233376946587.000,5627549186,200000000000,200000000000.000
33,0b002001-0b004001-10000-3,1,276,0,0,222467193953.000,5645453309,200000000000,200000000000.000
34,0b002101-0b004001-10000-3,1,276,0,0,233397038599.000,5620393226,200000000000,200000000000.000
35,0b002201-0b004001-10000-3,1,276,0,0,239494133558.000,5611468554,200000000000,200000000000.000
36,0b002301-0b004001-10000-3,1,276,0,0,239453324200.000,5652395369,200000000000,200000000000.000
37,0b002401-0b004001-10000-3,1,276,0,0,233414558900.000,5613320833,200000000000,200000000000.000
38,0b002501-0b004001-10000-3,1,276,0,0,239351427846.000,5604363892,200000000000,200000000000.000
39,0b002601-0b004001-10000-3,1,276,0,0,222473890294.000,5638308593,200000000000,200000000000.000
40,0b002701-0b004001-10000-3,1,276,0,0,239477330892.000,5654803991,200000000000,200000000000.000
41,0b002801-0b004001-10000-3,1,276,0,0,239947860683.000,5606262845,200000000000,200000000000.000
42,0b002901-0b004001-10000-3,1,276,0,0,239657946155.000,5601163791,200000000000,200000000000.000
43,0b002a01-0b004001-10000-3,1,276,0,0,223934483682.000,5597433366,200000000000,200000000000.000
44,0b002b01-0b004001-10000-3,1,276,0,0,239813291605.000,5624612988,200000000000,200000000000.000
45,0b002c01-0b004001-10000-3,1,276,0,0,236480344797.000,5599122719,200000000000,200000000000.000
46,0b002d01-0b004001-10000-3,1,276,0,0,249070891685.000,5607877080,200000000000,200000000000.000
47,0b002e01-0b004001-10000-3,1,276,0,0,249228358110.000,5653588123,200000000000,200000000000.000
48,0b002f01-0b004001-10000-3,1,276,0,0,236651677904.000,5656540234,200000000000,200000000000.000
49,0b003001-0b004001-10000-3,1,276,0,0,243766220605.000,5629571370,200000000000,200000000000.000
50,0b003101-0b004001-10000-3,1,276,0,0,243815304163.000,5655715378,200000000000,200000000000.000
51,0b003201-0b004001-10000-3,1,276,0,0,243653898353.000,5603815916,200000000000,200000000000.000
52,0b003301-0b004001-10000-3,1,276,0,0,233309362996.000,5592065210,200000000000,200000000000.000
53,0b003401-0b004001-10000-3,1,276,0,0,236496549030.000,5663530989,200000000000,200000000000.000
54,0b003501-0b004001-10000-3,1,276,0,0,249052676049.000,5600876908,200000000000,200000000000.000
55,0b003601-0b004001-10000-3,1,276,0,0,249236751539.000,5656014522,200000000000,200000000000.000
56,0b003701-0b004001-10000-3,1,276,0,0,236445153555.000,5623940628,200000000000,200000000000.000
57,0b003801-0b004001-10000-3,1,276,0,0,223944920232.000,5590327437,200000000000,200000000000.000
58,0b003901-0b004001-10000-3,1,276,0,0,222489911260.000,5616870436,200000000000,200000000000.000
59,0b003a01-0b004001-10000-3,1,276,0,0,233321328857.000,5656262287,200000000000,200000000000.000
60,0b003b01-0b004001-10000-3,1,276,0,0,213678002183.000,5593831204,200000000000,200000000000.000
61,0b003c01-0b004001-10000-3,1,276,0,0,249050128472.000,5586816215,200000000000,200000000000.000
62,0b003d01-0b004001-10000-3,1,276,0,0,249235489724.000,5657994797,200000000000,200000000000.000
63,0b003e01-0b004001-10000-3,1,276,0,0,223940673680.000,5654483329,200000000000,200000000000.000
64,0b003f01-0b004001-10000-3,1,276,0,0,222496856884.000,5609754008,200000000000,200000000000.000
