flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,465425,1,465425,0,0,0,0,0.010004092,0.034999964,0.777295581,0.554666792,773500413.747,551958616,36.688016494,0.899031317,200000000000,160000000000,290,0.000000000,0.777295581
1,0,276,3,0,276,0,276,275,0.020012225,0.020768556,0.000000000,0.000000000,0.000,0,35.819857653,12.859303889,200000000000,75597318836,275,0.996376812,0.000000000
2,0,276,3,0,276,0,276,275,0.020014241,0.020768590,0.000000000,0.000000000,0.000,0,35.670338894,12.777501385,200000000000,75686223299,275,0.996376812,0.000000000
3,0,276,3,0,276,0,276,275,0.020016257,0.020768624,0.000000000,0.000000000,0.000,0,35.971663430,12.864231351,200000000000,75774999104,275,0.996376812,0.000000000
4,0,276,3,0,276,0,276,275,0.020012267,0.020489253,0.000000000,0.000000000,0.000,0,35.720235350,18.949534203,200000000000,7290796834,275,0.996376812,0.000000000
5,0,276,3,0,276,0,276,275,0.020012393,0.020745042,0.000000000,0.000000000,0.000,0,35.754843998,17.492299240,200000000000,42384328447,275,0.996376812,0.000000000
6,0,276,3,0,276,0,276,275,0.020012309,0.020698183,0.000000000,0.000000000,0.000,0,35.731960755,18.631053581,200000000000,22543411600,275,0.996376812,0.000000000
7,0,276,3,0,276,0,276,275,0.020014325,0.020698462,0.000000000,0.000000000,0.000,0,35.773706270,18.650304646,200000000000,22601369384,275,0.996376812,0.000000000
8,0,276,3,0,276,0,276,275,0.020014409,0.020745144,0.000000000,0.000000000,0.000,0,35.765915337,17.500575997,200000000000,42460836975,275,0.996376812,0.000000000
9,0,276,3,0,276,0,276,275,0.020012351,0.020535523,0.000000000,0.000000000,0.000,0,36.018825256,20.664898419,200000000000,8578664457,275,0.996376812,0.000000000
10,0,276,3,0,276,0,276,275,0.020012435,0.020489304,0.000000000,0.000000000,0.000,0,35.766229648,18.957747244,200000000000,7291652719,275,0.996376812,0.000000000
11,0,276,3,0,276,0,276,275,0.020012603,0.020745059,0.000000000,0.000000000,0.000,0,35.800368511,17.491988802,200000000000,42398351757,275,0.996376812,0.000000000
12,0,276,3,0,276,0,276,275,0.020014619,0.020745161,0.000000000,0.000000000,0.000,0,35.750946911,17.500673135,200000000000,42470953799,275,0.996376812,0.000000000
13,0,276,3,0,276,0,276,275,0.020012477,0.020489270,0.000000000,0.000000000,0.000,0,35.777619006,19.797460640,200000000000,7290704076,275,0.996376812,0.000000000
14,0,276,3,0,276,0,276,275,0.020012813,0.020745076,0.000000000,0.000000000,0.000,0,35.846218408,17.491681119,200000000000,42408459441,275,0.996376812,0.000000000
15,0,276,3,0,276,0,276,275,0.020012519,0.020535582,0.000000000,0.000000000,0.000,0,36.064802014,20.671753719,200000000000,8580077534,275,0.996376812,0.000000000
16,0,276,3,0,276,0,276,275,0.020014829,0.020745178,0.000000000,0.000000000,0.000,0,35.736440852,17.499987994,200000000000,42486228457,275,0.996376812,0.000000000
17,0,276,3,0,276,0,276,275,0.020012729,0.020698301,0.000000000,0.000000000,0.000,0,36.111212465,18.146223969,200000000000,22513825735,275,0.996376812,0.000000000
18,0,276,3,0,276,0,276,275,0.020014955,0.020698445,0.000000000,0.000000000,0.000,0,35.604240810,18.061470771,200000000000,22542719881,275,0.996376812,0.000000000
19,0,276,3,0,276,0,276,275,0.020012687,0.020698284,0.000000000,0.000000000,0.000,0,35.823600719,18.633211689,200000000000,22566751809,275,0.996376812,0.000000000
20,0,276,3,0,276,0,276,275,0.020014703,0.020698538,0.000000000,0.000000000,0.000,0,35.743138108,18.652081244,200000000000,22618205426,275,0.996376812,0.000000000
21,0,276,3,0,276,0,276,275,0.020013023,0.020768573,0.000000000,0.000000000,0.000,0,35.892102116,12.856511344,200000000000,75640914401,275,0.996376812,0.000000000
22,0,276,3,0,276,0,276,275,0.020015039,0.020768607,0.000000000,0.000000000,0.000,0,35.609777755,12.774333981,200000000000,75729529182,275,0.996376812,0.000000000
23,0,276,3,0,276,0,276,275,0.020012645,0.020489380,0.000000000,0.000000000,0.000,0,35.811664138,18.966996868,200000000000,7293145861,275,0.996376812,0.000000000
24,0,276,3,0,276,0,276,275,0.020017055,0.020768641,0.000000000,0.000000000,0.000,0,35.911240541,12.861754939,200000000000,75805442751,275,0.996376812,0.000000000
25,0,276,3,0,276,0,276,275,0.020012939,0.020698335,0.000000000,0.000000000,0.000,0,35.704178979,18.047103618,200000000000,22519793252,275,0.996376812,0.000000000
26,0,276,3,0,276,0,276,275,0.020012897,0.020698318,0.000000000,0.000000000,0.000,0,35.870040302,18.630963457,200000000000,22572147956,275,0.996376812,0.000000000
27,0,276,3,0,276,0,276,275,0.020015165,0.020698521,0.000000000,0.000000000,0.000,0,35.868994189,18.160559094,200000000000,22559167569,275,0.996376812,0.000000000
28,0,276,3,0,276,0,276,275,0.020014913,0.020698572,0.000000000,0.000000000,0.000,0,35.728736133,18.649465128,200000000000,22625666574,275,0.996376812,0.000000000
29,0,276,3,0,276,0,276,275,0.020013149,0.020535641,0.000000000,0.000000000,0.000,0,35.696827886,20.698980900,200000000000,8580753903,275,0.996376812,0.000000000
30,0,276,3,0,276,0,276,275,0.020013233,0.020489236,0.000000000,0.000000000,0.000,0,35.938458190,21.768254663,200000000000,7289269245,275,0.996376812,0.000000000
31,0,276,3,0,276,0,276,275,0.020013107,0.020489321,0.000000000,0.000000000,0.000,0,35.915707183,19.824288152,200000000000,7291243231,275,0.996376812,0.000000000
32,0,276,3,0,276,0,276,275,0.020012855,0.020489414,0.000000000,0.000000000,0.000,0,35.858043257,18.976146064,200000000000,7293750585,275,0.996376812,0.000000000
33,0,276,3,0,276,0,276,275,0.020013359,0.020535700,0.000000000,0.000000000,0.000,0,35.743306030,20.705305174,200000000000,8582504623,275,0.996376812,0.000000000
34,0,276,3,0,276,0,276,275,0.020013065,0.020489532,0.000000000,0.000000000,0.000,0,35.904108001,18.985226709,200000000000,7296396565,275,0.996376812,0.000000000
35,0,276,3,0,276,0,276,275,0.020013317,0.020698352,0.000000000,0.000000000,0.000,0,35.961724502,18.633051875,200000000000,22578212220,275,0.996376812,0.000000000
36,0,276,3,0,276,0,276,275,0.020015333,0.020698589,0.000000000,0.000000000,0.000,0,35.699015652,18.651196236,200000000000,22628779800,275,0.996376812,0.000000000
37,0,276,3,0,276,0,276,275,0.020013275,0.020489566,0.000000000,0.000000000,0.000,0,35.949751235,18.994367396,200000000000,7296993256,275,0.996376812,0.000000000
38,0,276,3,0,276,0,276,275,0.020013485,0.020698428,0.000000000,0.000000000,0.000,0,36.007723632,18.737052751,200000000000,22595326462,275,0.996376812,0.000000000
39,0,276,3,0,276,0,276,275,0.020013527,0.020535801,0.000000000,0.000000000,0.000,0,35.789004250,20.711954847,200000000000,8585880564,275,0.996376812,0.000000000
40,0,276,3,0,276,0,276,275,0.020015501,0.020698648,0.000000000,0.000000000,0.000,0,35.683674271,18.648505230,200000000000,22643296804,275,0.996376812,0.000000000
41,0,276,3,0,276,0,276,275,0.020013443,0.020628832,0.000000000,0.000000000,0.000,0,35.995417344,19.865045691,200000000000,13218241075,275,0.996376812,0.000000000
