scenario,algorithm,seed,group_id,round_id,common_release_time,barrier_completion_time,group_rct,total_round_bytes,participant_count,residual_queue_bytes,bottleneck_capacity_bps,background_bps,T_line,T_link,T_star,theoretical_lower_bound,lower_bound_efficiency,group_queue_max_bytes,group_ecn_marks,group_pfc_events,fallback_reason
fx200g_s0_hpccx,hpcc,2,0,0,0.010000000,0.000000000,0.000000000,995117472,1,0,0,0,0.039804699,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,not_bop
fx200g_s0_hpccx,hpcc,2,1,0,0.020000000,0.020768641,0.000768641,16777216,64,0,0,0,0.000010486,0.000000000,0.000000000,0.000000000,0.000000000,13028290,16347,0,not_bop
