scenario,algorithm,seed,group_id,round_id,common_release_time,barrier_completion_time,group_rct,total_round_bytes,participant_count,residual_queue_bytes,bottleneck_capacity_bps,background_bps,T_line,T_link,T_star,theoretical_lower_bound,lower_bound_efficiency,group_queue_max_bytes,group_ecn_marks,group_pfc_events,fallback_reason
pv200g_256k_dcqn,dcqcn,2,0,0,0.010000000,0.000000000,0.000000000,989090363,1,0,0,0,0.039563615,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,not_bop
pv200g_256k_dcqn,dcqcn,2,1,0,0.020000000,0.020736602,0.000736602,16777216,64,0,0,0,0.000010486,0.000000000,0.000000000,0.000000000,0.000000000,12602736,16381,0,not_bop
