scenario,algorithm,seed,group_id,round_id,common_release_time,barrier_completion_time,group_rct,total_round_bytes,participant_count,residual_queue_bytes,bottleneck_capacity_bps,background_bps,T_line,T_link,T_star,theoretical_lower_bound,lower_bound_efficiency,group_queue_max_bytes,group_ecn_marks,group_pfc_events,fallback_reason
pv200g_1m_cbap,cbap_sba,2,0,0,0.010005000,0.000000000,0.000000000,1049361454,1,0,0,0,0.041974458,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,not_bop
pv200g_1m_cbap,cbap_sba,2,1,0,0.020005000,0.022927084,0.002922084,67108864,64,0,0,0,0.000041943,0.000000000,0.000000000,0.000000000,0.000000000,492000,79,0,not_bop
