time_ns,node_id,if_index,q_index,event_type
20147621,85,17,3,1
20147641,87,17,3,1
20147641,86,17,3,1
20147641,88,17,3,1
20164006,88,17,3,0
20164026,85,17,3,0
20164046,87,17,3,0
20164066,86,17,3,0
20169407,88,17,3,1
20169447,85,17,3,1
20169467,86,17,3,1
20169467,87,17,3,1
20185806,86,17,3,0
20185826,88,17,3,0
20185846,85,17,3,0
20185866,87,17,3,0
20191207,86,17,3,1
20191227,88,17,3,1
20191247,85,17,3,1
20191267,87,17,3,1
20207606,86,17,3,0
20207626,88,17,3,0
20207646,85,17,3,0
20207666,87,17,3,0
20213007,86,17,3,1
20213027,88,17,3,1
20213047,85,17,3,1
20213067,87,17,3,1
20229426,86,17,3,0
20229446,88,17,3,0
20229466,85,17,3,0
20229486,87,17,3,0
20234847,86,17,3,1
20234867,85,17,3,1
20234867,88,17,3,1
20234887,87,17,3,1
20251206,85,17,3,0
20251226,87,17,3,0
20251246,86,17,3,0
20251266,88,17,3,0
20256607,85,17,3,1
20256627,87,17,3,1
20256647,86,17,3,1
20256667,88,17,3,1
20273026,85,17,3,0
20273046,87,17,3,0
20273066,86,17,3,0
20273086,88,17,3,0
20278427,85,17,3,1
20278447,87,17,3,1
20278467,86,17,3,1
20278487,88,17,3,1
20294826,85,17,3,0
20294846,87,17,3,0
20294866,86,17,3,0
20294886,88,17,3,0
20300247,87,17,3,1
20300247,85,17,3,1
20300267,86,17,3,1
20300287,88,17,3,1
20316606,86,17,3,0
20316626,88,17,3,0
20316646,85,17,3,0
20316666,87,17,3,0
20322007,86,17,3,1
20322027,88,17,3,1
20322047,85,17,3,1
20322087,87,17,3,1
20338426,86,17,3,0
20338446,88,17,3,0
20338466,85,17,3,0
20338486,87,17,3,0
20343827,86,17,3,1
20343847,88,17,3,1
20343867,85,17,3,1
20343887,87,17,3,1
20360226,86,17,3,0
20360246,88,17,3,0
20360266,85,17,3,0
20360286,87,17,3,0
20365647,88,17,3,1
20365647,86,17,3,1
20365667,85,17,3,1
20365687,87,17,3,1
20382006,85,17,3,0
20382026,87,17,3,0
20382046,86,17,3,0
20382066,88,17,3,0
20387407,85,17,3,1
20387427,87,17,3,1
20387447,86,17,3,1
20387487,88,17,3,1
20403826,85,17,3,0
20403846,87,17,3,0
20403866,86,17,3,0
20403886,88,17,3,0
20409227,85,17,3,1
20409247,87,17,3,1
20409267,86,17,3,1
20409287,88,17,3,1
20425646,85,17,3,0
20425666,87,17,3,0
20425686,86,17,3,0
20425706,88,17,3,0
20431067,87,17,3,1
20431067,85,17,3,1
20431087,86,17,3,1
20431107,88,17,3,1
20447426,88,17,3,0
20447446,85,17,3,0
20447466,87,17,3,0
20447486,86,17,3,0
20452827,88,17,3,1
20452847,85,17,3,1
20452887,87,17,3,1
20452907,86,17,3,1
20469246,88,17,3,0
20469266,85,17,3,0
20469286,87,17,3,0
20469306,86,17,3,0
20474647,88,17,3,1
20474667,85,17,3,1
20474687,87,17,3,1
20474707,86,17,3,1
20487986,86,17,3,0
20490826,88,17,3,0
20490846,85,17,3,0
20490866,87,17,3,0
20493707,86,17,3,1
20494486,86,17,3,0
20495850,86,17,3,1
20496147,88,17,3,1
20496167,85,17,3,1
20496187,87,17,3,1
20497046,86,17,3,0
20512106,87,17,3,0
20512146,88,17,3,0
20512166,85,17,3,0
20517687,87,17,3,1
20517747,88,17,3,1
20517767,85,17,3,1
20533686,87,17,3,0
20533726,88,17,3,0
20533746,85,17,3,0
20539267,87,17,3,1
20539307,88,17,3,1
20539327,85,17,3,1
20555266,87,17,3,0
20555306,88,17,3,0
20555326,85,17,3,0
20560847,87,17,3,1
20560887,88,17,3,1
20560907,85,17,3,1
20576826,87,17,3,0
20576866,88,17,3,0
20576886,85,17,3,0
20582407,87,17,3,1
20582447,88,17,3,1
20582467,85,17,3,1
20598406,87,17,3,0
20598446,88,17,3,0
20598466,85,17,3,0
20603947,87,17,3,1
20604007,88,17,3,1
20604027,85,17,3,1
20619906,88,17,3,0
20619946,87,17,3,0
20620046,85,17,3,0
20625427,88,17,3,1
20625467,87,17,3,1
20625567,85,17,3,1
20641466,87,17,3,0
20641506,88,17,3,0
20641566,85,17,3,0
20647027,87,17,3,1
20647067,88,17,3,1
20647087,85,17,3,1
20662986,85,17,3,0
20663046,87,17,3,0
20663086,88,17,3,0
20668527,85,17,3,1
20668567,87,17,3,1
20668607,88,17,3,1
20684546,87,17,3,0
20684566,85,17,3,0
20684586,88,17,3,0
20690107,87,17,3,1
20690127,88,17,3,1
20690127,85,17,3,1
20706026,87,17,3,0
20706046,85,17,3,0
20706146,88,17,3,0
20711547,87,17,3,1
20711567,85,17,3,1
20711667,88,17,3,1
20727526,87,17,3,0
20727546,85,17,3,0
20727646,88,17,3,0
20733087,87,17,3,1
20733107,85,17,3,1
20733167,88,17,3,1
20749066,88,17,3,0
20749106,87,17,3,0
20749126,85,17,3,0
20754587,87,17,3,1
20754627,85,17,3,1
20754627,88,17,3,1
20770586,87,17,3,0
20770606,85,17,3,0
20770626,88,17,3,0
20776147,85,17,3,1
20776147,87,17,3,1
20776167,88,17,3,1
20792106,87,17,3,0
20792126,85,17,3,0
20792146,88,17,3,0
20797627,87,17,3,1
20797647,85,17,3,1
20797667,88,17,3,1
20813606,87,17,3,0
20813626,85,17,3,0
20813646,88,17,3,0
20819207,88,17,3,1
20819207,85,17,3,1
20819207,87,17,3,1
20828466,88,17,3,0
20833967,88,17,3,1
20835166,85,17,3,0
20835226,87,17,3,0
20835346,88,17,3,0
20840827,85,17,3,1
20840867,87,17,3,1
20856826,87,17,3,0
20856846,85,17,3,0
20862667,87,17,3,1
20862687,85,17,3,1
20878566,87,17,3,0
20878586,85,17,3,0
20884407,87,17,3,1
20884427,85,17,3,1
20900326,85,17,3,0
20900466,87,17,3,0
20906167,85,17,3,1
20906307,87,17,3,1
20922166,87,17,3,0
20922186,85,17,3,0
20928167,85,17,3,1
20928167,87,17,3,1
20942266,85,17,3,0
20942326,87,17,3,0
20947947,85,17,3,1
20948007,87,17,3,1
20961306,87,17,3,0
20961446,85,17,3,0
20967127,87,17,3,1
20967267,85,17,3,1
20972686,85,17,3,0
20980906,87,17,3,0
20986987,87,17,3,1
21000626,87,17,3,0
21006787,87,17,3,1
21020466,87,17,3,0
21026647,87,17,3,1
21040326,87,17,3,0
21046447,87,17,3,1
21059986,87,17,3,0
21066107,87,17,3,1
21079606,87,17,3,0
21085747,87,17,3,1
21099466,87,17,3,0
21105587,87,17,3,1
21119106,87,17,3,0
21125227,87,17,3,1
21138666,87,17,3,0
21144767,87,17,3,1
21158326,87,17,3,0
21164487,87,17,3,1
21178186,87,17,3,0
21184267,87,17,3,1
21197786,87,17,3,0
21203927,87,17,3,1
21217406,87,17,3,0
21223507,87,17,3,1
21236786,87,17,3,0
21242947,87,17,3,1
21254326,87,17,3,0
21260407,87,17,3,1
21271886,87,17,3,0
21278167,87,17,3,1
21289806,87,17,3,0
21296087,87,17,3,1
21307966,87,17,3,0
21314267,87,17,3,1
21325826,87,17,3,0
21332247,87,17,3,1
21343806,87,17,3,0
21349947,87,17,3,1
21359806,87,17,3,0
21365967,87,17,3,1
21374626,87,17,3,0
21380927,87,17,3,1
21389566,87,17,3,0
21395967,87,17,3,1
21404666,87,17,3,0
21411067,87,17,3,1
21419746,87,17,3,0
21426107,87,17,3,1
21434706,87,17,3,0
21441067,87,17,3,1
21449726,87,17,3,0
21456107,87,17,3,1
21464826,87,17,3,0
21471167,87,17,3,1
21479826,87,17,3,0
21486187,87,17,3,1
21494806,87,17,3,0
21501147,87,17,3,1
21509726,87,17,3,0
21516107,87,17,3,1
21524466,87,17,3,0
21533210,87,17,3,1
21534146,87,17,3,0
