run,scenario,algorithm,flow_id,role,src,dst,link,size_bytes,app_start_ns,application_ready_ns,network_release_ns,first_data_tx_ns,last_ack_ns,FCT_us,BCT_ms,CCT_ms,goodput_gbps,completed
mx_s1_dctcp,S1,dctcp,9,incast,8,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003627355,3627.4,3.6274,3.6274,0.5781,1
mx_s1_dctcp,S1,dctcp,10,incast,9,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003630022,3630.0,3.63,3.63,0.5777,1
mx_s1_dctcp,S1,dctcp,13,incast,12,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003632689,3632.7,3.6327,3.6327,0.5773,1
mx_s1_dctcp,S1,dctcp,15,incast,14,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003633680,3633.7,3.6337,3.6337,0.5771,1
mx_s1_dctcp,S1,dctcp,6,incast,5,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003696683,3696.7,3.6967,3.6967,0.5673,1
mx_s1_dctcp,S1,dctcp,7,incast,6,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003697674,3697.7,3.6977,3.6977,0.5672,1
mx_s1_dctcp,S1,dctcp,5,incast,4,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003759839,3759.8,3.7598,3.7598,0.5578,1
mx_s1_dctcp,S1,dctcp,11,incast,10,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003760830,3760.8,3.7608,3.7608,0.5576,1
mx_s1_dctcp,S1,dctcp,14,incast,13,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003760983,3761.0,3.761,3.761,0.5576,1
mx_s1_dctcp,S1,dctcp,8,incast,7,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003761136,3761.1,3.7611,3.7611,0.5576,1
mx_s1_dctcp,S1,dctcp,12,incast,11,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003762965,3763.0,3.763,3.763,0.5573,1
mx_s1_dctcp,S1,dctcp,16,incast,15,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003763118,3763.1,3.7631,3.7631,0.5573,1
mx_s1_dctcp,S1,dctcp,1,incast,0,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003777517,3777.5,3.7775,3.7775,0.5552,1
mx_s1_dctcp,S1,dctcp,2,incast,1,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003777670,3777.7,3.7777,3.7777,0.5551,1
mx_s1_dctcp,S1,dctcp,3,incast,2,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003777823,3777.8,3.7778,3.7778,0.5551,1
mx_s1_dctcp,S1,dctcp,0,background,65,64,0,4000000000,NA,NA,NA,NA,NA,NA,NA,NA,7.617,0
mx_s1_timely,S1,timely,13,incast,12,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004766795,4766.8,4.7668,4.7668,0.44,1
mx_s1_timely,S1,timely,14,incast,13,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004871269,4871.3,4.8713,4.8713,0.4305,1
mx_s1_timely,S1,timely,7,incast,6,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004897592,4897.6,4.8976,4.8976,0.4282,1
mx_s1_timely,S1,timely,2,incast,1,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004972023,4972.0,4.972,4.972,0.4218,1
mx_s1_timely,S1,timely,8,incast,7,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004978934,4978.9,4.9789,4.9789,0.4212,1
mx_s1_timely,S1,timely,3,incast,2,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004982469,4982.5,4.9825,4.9825,0.4209,1
mx_s1_timely,S1,timely,12,incast,11,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004996976,4997.0,4.997,4.997,0.4197,1
mx_s1_timely,S1,timely,9,incast,8,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005019923,5019.9,5.0199,5.0199,0.4178,1
mx_s1_timely,S1,timely,1,incast,0,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005021770,5021.8,5.0218,5.0218,0.4176,1
mx_s1_timely,S1,timely,15,incast,14,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005052313,5052.3,5.0523,5.0523,0.4151,1
mx_s1_timely,S1,timely,4,incast,3,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005053316,5053.3,5.0533,5.0533,0.415,1
mx_s1_timely,S1,timely,5,incast,4,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005071199,5071.2,5.0712,5.0712,0.4135,1
mx_s1_timely,S1,timely,6,incast,5,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005116232,5116.2,5.1162,5.1162,0.4099,1
mx_s1_timely,S1,timely,10,incast,9,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005167562,5167.6,5.1676,5.1676,0.4058,1
mx_s1_timely,S1,timely,16,incast,15,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005172681,5172.7,5.1727,5.1727,0.4054,1
mx_s1_timely,S1,timely,11,incast,10,64,0,262144,1899999999,2000000000,2000000000,2000000000,2005207907,5207.9,5.2079,5.2079,0.4027,1
mx_s1_timely,S1,timely,0,background,65,64,0,4000000000,NA,NA,NA,NA,NA,NA,NA,NA,7.5488,0
mx_s1_hpcc,S1,hpcc,2,incast,1,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003747697,3747.7,3.7477,3.7477,0.5596,1
mx_s1_hpcc,S1,hpcc,16,incast,15,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003765009,3765.0,3.765,3.765,0.557,1
mx_s1_hpcc,S1,hpcc,11,incast,10,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003769981,3770.0,3.77,3.77,0.5563,1
mx_s1_hpcc,S1,hpcc,1,incast,0,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003771542,3771.5,3.7715,3.7715,0.556,1
mx_s1_hpcc,S1,hpcc,8,incast,7,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003776462,3776.5,3.7765,3.7765,0.5553,1
mx_s1_hpcc,S1,hpcc,3,incast,2,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003815494,3815.5,3.8155,3.8155,0.5496,1
mx_s1_hpcc,S1,hpcc,14,incast,13,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003825107,3825.1,3.8251,3.8251,0.5483,1
mx_s1_hpcc,S1,hpcc,5,incast,4,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003875556,3875.6,3.8756,3.8756,0.5411,1
mx_s1_hpcc,S1,hpcc,12,incast,11,64,0,262144,1899999999,2000000000,2000000000,2000000000,2003949138,3949.1,3.9491,3.9491,0.531,1
mx_s1_hpcc,S1,hpcc,6,incast,5,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004035223,4035.2,4.0352,4.0352,0.5197,1
mx_s1_hpcc,S1,hpcc,7,incast,6,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004065871,4065.9,4.0659,4.0659,0.5158,1
mx_s1_hpcc,S1,hpcc,13,incast,12,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004066929,4066.9,4.0669,4.0669,0.5157,1
mx_s1_hpcc,S1,hpcc,9,incast,8,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004093472,4093.5,4.0935,4.0935,0.5123,1
mx_s1_hpcc,S1,hpcc,4,incast,3,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004096546,4096.5,4.0965,4.0965,0.5119,1
mx_s1_hpcc,S1,hpcc,15,incast,14,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004118649,4118.6,4.1186,4.1186,0.5092,1
mx_s1_hpcc,S1,hpcc,10,incast,9,64,0,262144,1899999999,2000000000,2000000000,2000000000,2004136218,4136.2,4.1362,4.1362,0.507,1
mx_s1_hpcc,S1,hpcc,0,background,65,64,0,4000000000,NA,NA,NA,NA,NA,NA,NA,NA,7.3207,0
mx_s1_cbapsba,S1,cbapsba,1,incast,0,64,0,262144,1899999999,2000000000,2000005000,2000005000,2003581625,3576.6,3.5766,3.5816,0.5863,1
mx_s1_cbapsba,S1,cbapsba,16,incast,15,64,0,262144,1899999999,2000000000,2000005000,2000005000,2003581778,3576.8,3.5768,3.5818,0.5863,1
mx_s1_cbapsba,S1,cbapsba,2,incast,1,64,0,262144,1899999999,2000000000,2000005000,2000005959,2003581931,3576.0,3.5769,3.5819,0.5865,1
mx_s1_cbapsba,S1,cbapsba,3,incast,2,64,0,262144,1899999999,2000000000,2000005000,2000006918,2003582084,3575.2,3.5771,3.5821,0.5866,1
mx_s1_cbapsba,S1,cbapsba,4,incast,3,64,0,262144,1899999999,2000000000,2000005000,2000007877,2003582237,3574.4,3.5772,3.5822,0.5867,1
mx_s1_cbapsba,S1,cbapsba,5,incast,4,64,0,262144,1899999999,2000000000,2000005000,2000008836,2003582390,3573.6,3.5774,3.5824,0.5869,1
mx_s1_cbapsba,S1,cbapsba,6,incast,5,64,0,262144,1899999999,2000000000,2000005000,2000009795,2003582543,3572.7,3.5775,3.5825,0.587,1
mx_s1_cbapsba,S1,cbapsba,7,incast,6,64,0,262144,1899999999,2000000000,2000005000,2000010754,2003582696,3571.9,3.5777,3.5827,0.5871,1
mx_s1_cbapsba,S1,cbapsba,8,incast,7,64,0,262144,1899999999,2000000000,2000005000,2000011713,2003582849,3571.1,3.5778,3.5828,0.5873,1
mx_s1_cbapsba,S1,cbapsba,9,incast,8,64,0,262144,1899999999,2000000000,2000005000,2000012672,2003583002,3570.3,3.578,3.583,0.5874,1
mx_s1_cbapsba,S1,cbapsba,10,incast,9,64,0,262144,1899999999,2000000000,2000005000,2000013631,2003583155,3569.5,3.5782,3.5832,0.5875,1
mx_s1_cbapsba,S1,cbapsba,11,incast,10,64,0,262144,1899999999,2000000000,2000005000,2000014590,2003583308,3568.7,3.5783,3.5833,0.5876,1
mx_s1_cbapsba,S1,cbapsba,12,incast,11,64,0,262144,1899999999,2000000000,2000005000,2000015549,2003583461,3567.9,3.5785,3.5835,0.5878,1
mx_s1_cbapsba,S1,cbapsba,13,incast,12,64,0,262144,1899999999,2000000000,2000005000,2000016508,2003583614,3567.1,3.5786,3.5836,0.5879,1
mx_s1_cbapsba,S1,cbapsba,14,incast,13,64,0,262144,1899999999,2000000000,2000005000,2000017467,2003583767,3566.3,3.5788,3.5838,0.588,1
mx_s1_cbapsba,S1,cbapsba,15,incast,14,64,0,262144,1899999999,2000000000,2000005000,2000018426,2003583920,3565.5,3.5789,3.5839,0.5882,1
mx_s1_cbapsba,S1,cbapsba,0,background,65,64,0,4000000000,NA,NA,NA,NA,NA,NA,NA,NA,7.61,0
mx_s2_dcqcn,S2,dcqcn,4,incast,3,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013804712,13804.7,13.8047,13.8047,0.1519,1
mx_s2_dcqcn,S2,dcqcn,10,incast,9,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013807379,13807.4,13.8074,13.8074,0.1519,1
mx_s2_dcqcn,S2,dcqcn,13,incast,12,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013808370,13808.4,13.8084,13.8084,0.1519,1
mx_s2_dcqcn,S2,dcqcn,32,incast,31,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013814389,13814.4,13.8144,13.8144,0.1518,1
mx_s2_dcqcn,S2,dcqcn,31,incast,30,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013814542,13814.5,13.8145,13.8145,0.1518,1
mx_s2_dcqcn,S2,dcqcn,30,incast,29,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013815533,13815.5,13.8155,13.8155,0.1518,1
mx_s2_dcqcn,S2,dcqcn,37,incast,36,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013815686,13815.7,13.8157,13.8157,0.1518,1
mx_s2_dcqcn,S2,dcqcn,60,incast,59,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013825895,13825.9,13.8259,13.8259,0.1517,1
mx_s2_dcqcn,S2,dcqcn,57,incast,56,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013826048,13826.0,13.826,13.826,0.1517,1
mx_s2_dcqcn,S2,dcqcn,59,incast,58,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013827039,13827.0,13.827,13.827,0.1517,1
mx_s2_dcqcn,S2,dcqcn,43,incast,42,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013828030,13828.0,13.828,13.828,0.1517,1
mx_s2_dcqcn,S2,dcqcn,63,incast,62,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013828183,13828.2,13.8282,13.8282,0.1517,1
mx_s2_dcqcn,S2,dcqcn,15,incast,14,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013848448,13848.4,13.8484,13.8484,0.1514,1
mx_s2_dcqcn,S2,dcqcn,39,incast,38,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013853629,13853.6,13.8536,13.8536,0.1514,1
mx_s2_dcqcn,S2,dcqcn,9,incast,8,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013858810,13858.8,13.8588,13.8588,0.1513,1
mx_s2_dcqcn,S2,dcqcn,58,incast,57,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013859801,13859.8,13.8598,13.8598,0.1513,1
mx_s2_dcqcn,S2,dcqcn,34,incast,33,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013869172,13869.2,13.8692,13.8692,0.1512,1
mx_s2_dcqcn,S2,dcqcn,45,incast,44,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013963181,13963.2,13.9632,13.9632,0.1502,1
mx_s2_dcqcn,S2,dcqcn,41,incast,40,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014024508,14024.5,14.0245,14.0245,0.1495,1
mx_s2_dcqcn,S2,dcqcn,48,incast,47,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014030527,14030.5,14.0305,14.0305,0.1495,1
mx_s2_dcqcn,S2,dcqcn,26,incast,25,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014047440,14047.4,14.0474,14.0474,0.1493,1
mx_s2_dcqcn,S2,dcqcn,38,incast,37,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014052621,14052.6,14.0526,14.0526,0.1492,1
mx_s2_dcqcn,S2,dcqcn,36,incast,35,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014054450,14054.5,14.0544,14.0544,0.1492,1
mx_s2_dcqcn,S2,dcqcn,40,incast,39,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014063821,14063.8,14.0638,14.0638,0.1491,1
mx_s2_dcqcn,S2,dcqcn,56,incast,55,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014069002,14069.0,14.069,14.069,0.1491,1
mx_s2_dcqcn,S2,dcqcn,7,incast,6,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014069155,14069.2,14.0692,14.0692,0.1491,1
mx_s2_dcqcn,S2,dcqcn,6,incast,5,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014094448,14094.4,14.0944,14.0944,0.1488,1
mx_s2_dcqcn,S2,dcqcn,5,incast,4,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014099629,14099.6,14.0996,14.0996,0.1487,1
mx_s2_dcqcn,S2,dcqcn,11,incast,10,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014099782,14099.8,14.0998,14.0998,0.1487,1
mx_s2_dcqcn,S2,dcqcn,14,incast,13,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014099935,14099.9,14.0999,14.0999,0.1487,1
mx_s2_dcqcn,S2,dcqcn,52,incast,51,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014105116,14105.1,14.1051,14.1051,0.1487,1
mx_s2_dcqcn,S2,dcqcn,8,incast,7,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014109459,14109.5,14.1095,14.1095,0.1486,1
mx_s2_dcqcn,S2,dcqcn,12,incast,11,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014110450,14110.5,14.1105,14.1105,0.1486,1
mx_s2_dcqcn,S2,dcqcn,44,incast,43,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014110603,14110.6,14.1106,14.1106,0.1486,1
mx_s2_dcqcn,S2,dcqcn,17,incast,16,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014112432,14112.4,14.1124,14.1124,0.1486,1
mx_s2_dcqcn,S2,dcqcn,62,incast,61,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014116775,14116.8,14.1168,14.1168,0.1486,1
mx_s2_dcqcn,S2,dcqcn,49,incast,48,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014134526,14134.5,14.1345,14.1345,0.1484,1
mx_s2_dcqcn,S2,dcqcn,50,incast,49,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014134679,14134.7,14.1347,14.1347,0.1484,1
mx_s2_dcqcn,S2,dcqcn,64,incast,63,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014134832,14134.8,14.1348,14.1348,0.1484,1
mx_s2_dcqcn,S2,dcqcn,47,incast,46,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014139175,14139.2,14.1392,14.1392,0.1483,1
mx_s2_dcqcn,S2,dcqcn,35,incast,34,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014151060,14151.1,14.1511,14.1511,0.1482,1
mx_s2_dcqcn,S2,dcqcn,16,incast,15,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014183057,14183.1,14.1831,14.1831,0.1479,1
mx_s2_dcqcn,S2,dcqcn,54,incast,53,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014185724,14185.7,14.1857,14.1857,0.1478,1
mx_s2_dcqcn,S2,dcqcn,22,incast,21,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014188391,14188.4,14.1884,14.1884,0.1478,1
mx_s2_dcqcn,S2,dcqcn,3,incast,2,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014198600,14198.6,14.1986,14.1986,0.1477,1
mx_s2_dcqcn,S2,dcqcn,55,incast,54,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014202105,14202.1,14.2021,14.2021,0.1477,1
mx_s2_dcqcn,S2,dcqcn,24,incast,23,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014209800,14209.8,14.2098,14.2098,0.1476,1
mx_s2_dcqcn,S2,dcqcn,18,incast,17,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014214143,14214.1,14.2141,14.2141,0.1475,1
mx_s2_dcqcn,S2,dcqcn,61,incast,60,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014221838,14221.8,14.2218,14.2218,0.1475,1
mx_s2_dcqcn,S2,dcqcn,29,incast,28,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014229533,14229.5,14.2295,14.2295,0.1474,1
mx_s2_dcqcn,S2,dcqcn,42,incast,41,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014229686,14229.7,14.2297,14.2297,0.1474,1
mx_s2_dcqcn,S2,dcqcn,23,incast,22,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014234029,14234.0,14.234,14.234,0.1473,1
mx_s2_dcqcn,S2,dcqcn,19,incast,18,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014255970,14256.0,14.256,14.256,0.1471,1
mx_s2_dcqcn,S2,dcqcn,33,incast,32,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014256123,14256.1,14.2561,14.2561,0.1471,1
mx_s2_dcqcn,S2,dcqcn,28,incast,27,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014260466,14260.5,14.2605,14.2605,0.1471,1
mx_s2_dcqcn,S2,dcqcn,1,incast,0,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014281569,14281.6,14.2816,14.2816,0.1468,1
mx_s2_dcqcn,S2,dcqcn,2,incast,1,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014285074,14285.1,14.2851,14.2851,0.1468,1
mx_s2_dcqcn,S2,dcqcn,53,incast,52,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014287741,14287.7,14.2877,14.2877,0.1468,1
mx_s2_dcqcn,S2,dcqcn,27,incast,26,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014291246,14291.2,14.2912,14.2912,0.1467,1
mx_s2_dcqcn,S2,dcqcn,21,incast,20,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014298103,14298.1,14.2981,14.2981,0.1467,1
mx_s2_dcqcn,S2,dcqcn,51,incast,50,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014707564,14707.6,14.7076,14.7076,0.1426,1
mx_s2_dcqcn,S2,dcqcn,25,incast,24,64,0,262144,1899999999,2000000000,2000000000,2000000000,2015007111,15007.1,15.0071,15.0071,0.1397,1
mx_s2_dcqcn,S2,dcqcn,20,incast,19,64,0,262144,1899999999,2000000000,2000000000,2000000000,2015133757,15133.8,15.1338,15.1338,0.1386,1
mx_s2_dcqcn,S2,dcqcn,46,incast,45,64,0,262144,1899999999,2000000000,2000000000,2000000000,2015642236,15642.2,15.6422,15.6422,0.1341,1
mx_s2_dcqcn,S2,dcqcn,0,background,65,64,0,4000000000,NA,NA,NA,NA,NA,NA,NA,NA,7.5261,0
mx_s2_dctcp,S2,dctcp,10,incast,9,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013818958,13819.0,13.819,13.819,0.1518,1
mx_s2_dctcp,S2,dctcp,32,incast,31,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013824977,13825.0,13.825,13.825,0.1517,1
mx_s2_dctcp,S2,dctcp,52,incast,51,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013838538,13838.5,13.8385,13.8385,0.1515,1
mx_s2_dctcp,S2,dctcp,34,incast,33,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013850423,13850.4,13.8504,13.8504,0.1514,1
mx_s2_dctcp,S2,dctcp,4,incast,3,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013864822,13864.8,13.8648,13.8648,0.1513,1
mx_s2_dctcp,S2,dctcp,39,incast,38,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013868327,13868.3,13.8683,13.8683,0.1512,1
mx_s2_dctcp,S2,dctcp,15,incast,14,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013893620,13893.6,13.8936,13.8936,0.1509,1
mx_s2_dctcp,S2,dctcp,59,incast,58,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013916399,13916.4,13.9164,13.9164,0.1507,1
mx_s2_dctcp,S2,dctcp,29,incast,28,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013919066,13919.1,13.9191,13.9191,0.1507,1
mx_s2_dctcp,S2,dctcp,57,incast,56,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013972013,13972.0,13.972,13.972,0.1501,1
mx_s2_dctcp,S2,dctcp,45,incast,44,64,0,262144,1899999999,2000000000,2000000000,2000000000,2013978032,13978.0,13.978,13.978,0.15,1
mx_s2_dctcp,S2,dctcp,43,incast,42,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014041873,14041.9,14.0419,14.0419,0.1493,1
mx_s2_dctcp,S2,dctcp,38,incast,37,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014046216,14046.2,14.0462,14.0462,0.1493,1
mx_s2_dctcp,S2,dctcp,40,incast,39,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014059777,14059.8,14.0598,14.0598,0.1492,1
mx_s2_dctcp,S2,dctcp,60,incast,59,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014069986,14070.0,14.07,14.07,0.1491,1
mx_s2_dctcp,S2,dctcp,28,incast,27,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014073491,14073.5,14.0735,14.0735,0.149,1
mx_s2_dctcp,S2,dctcp,13,incast,12,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014073644,14073.6,14.0736,14.0736,0.149,1
mx_s2_dctcp,S2,dctcp,19,incast,18,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014074635,14074.6,14.0746,14.0746,0.149,1
mx_s2_dctcp,S2,dctcp,9,incast,8,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014088196,14088.2,14.0882,14.0882,0.1489,1
mx_s2_dctcp,S2,dctcp,48,incast,47,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014097567,14097.6,14.0976,14.0976,0.1488,1
mx_s2_dctcp,S2,dctcp,37,incast,36,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014101072,14101.1,14.1011,14.1011,0.1487,1
mx_s2_dctcp,S2,dctcp,35,incast,34,64,0,262144,1899999999,2000000000,2000000000,2000000000,2014101225,14101.2,14.1012,14.1012,0.1487,1
