run,scenario,algorithm,flow_id,role,src,dst,link,size_bytes,app_start_ns,application_ready_ns,network_release_ns,first_data_tx_ns,last_ack_ns,FCT_us,BCT_ms,CCT_ms,goodput_gbps,completed
mx_s2_cbapsba,S2,cbapsba,0,background,65,64,0,4000000000,NA,NA,NA,NA,NA,NA,NA,NA,7.5459,0
mx_s3_dcqcn,S3,dcqcn,60,incast,59,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2047764170,47764.2,47.7642,47.7642,0.1756,1
mx_s3_dcqcn,S3,dcqcn,34,incast,33,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2048046237,48046.2,48.0462,48.0462,0.1746,1
mx_s3_dcqcn,S3,dcqcn,7,incast,6,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2048453166,48453.2,48.4532,48.4532,0.1731,1
mx_s3_dcqcn,S3,dcqcn,62,incast,61,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2049262335,49262.3,49.2623,49.2623,0.1703,1
mx_s3_dcqcn,S3,dcqcn,45,incast,44,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2049995246,49995.2,49.9952,49.9952,0.1678,1
mx_s3_dcqcn,S3,dcqcn,8,incast,7,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2050370331,50370.3,50.3703,50.3703,0.1665,1
mx_s3_dcqcn,S3,dcqcn,44,incast,43,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2050482284,50482.3,50.4823,50.4823,0.1662,1
mx_s3_dcqcn,S3,dcqcn,6,incast,5,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2050721613,50721.6,50.7216,50.7216,0.1654,1
mx_s3_dcqcn,S3,dcqcn,56,incast,55,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2051053122,51053.1,51.0531,51.0531,0.1643,1
mx_s3_dcqcn,S3,dcqcn,4,incast,3,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2052085199,52085.2,52.0852,52.0852,0.1611,1
mx_s3_dcqcn,S3,dcqcn,48,incast,47,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2052119218,52119.2,52.1192,52.1192,0.161,1
mx_s3_dcqcn,S3,dcqcn,41,incast,40,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2052142343,52142.3,52.1423,52.1423,0.1609,1
mx_s3_dcqcn,S3,dcqcn,50,incast,49,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2052393404,52393.4,52.3934,52.3934,0.1601,1
mx_s3_dcqcn,S3,dcqcn,23,incast,22,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2052484407,52484.4,52.4844,52.4844,0.1598,1
mx_s3_dcqcn,S3,dcqcn,64,incast,63,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2052838542,52838.5,52.8385,52.8385,0.1588,1
mx_s3_dcqcn,S3,dcqcn,30,incast,29,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2052888483,52888.5,52.8885,52.8885,0.1586,1
mx_s3_dcqcn,S3,dcqcn,24,incast,23,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053080046,53080.0,53.08,53.08,0.158,1
mx_s3_dcqcn,S3,dcqcn,33,incast,32,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053371331,53371.3,53.3713,53.3713,0.1572,1
mx_s3_dcqcn,S3,dcqcn,42,incast,41,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053437194,53437.2,53.4372,53.4372,0.157,1
mx_s3_dcqcn,S3,dcqcn,43,incast,42,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053451101,53451.1,53.4511,53.4511,0.1569,1
mx_s3_dcqcn,S3,dcqcn,5,incast,4,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053526182,53526.2,53.5262,53.5262,0.1567,1
mx_s3_dcqcn,S3,dcqcn,47,incast,46,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053631431,53631.4,53.6314,53.6314,0.1564,1
mx_s3_dcqcn,S3,dcqcn,29,incast,28,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053669640,53669.6,53.6696,53.6696,0.1563,1
mx_s3_dcqcn,S3,dcqcn,19,incast,18,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053820141,53820.1,53.8201,53.8201,0.1559,1
mx_s3_dcqcn,S3,dcqcn,57,incast,56,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053878462,53878.5,53.8785,53.8785,0.1557,1
mx_s3_dcqcn,S3,dcqcn,3,incast,2,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2053922537,53922.5,53.9225,53.9225,0.1556,1
mx_s3_dcqcn,S3,dcqcn,18,incast,17,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054080580,54080.6,54.0806,54.0806,0.1551,1
mx_s3_dcqcn,S3,dcqcn,15,incast,14,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054082755,54082.8,54.0828,54.0828,0.1551,1
mx_s3_dcqcn,S3,dcqcn,35,incast,34,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054195546,54195.5,54.1955,54.1955,0.1548,1
mx_s3_dcqcn,S3,dcqcn,40,incast,39,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054236269,54236.3,54.2363,54.2363,0.1547,1
mx_s3_dcqcn,S3,dcqcn,39,incast,38,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054278668,54278.7,54.2787,54.2787,0.1545,1
mx_s3_dcqcn,S3,dcqcn,58,incast,57,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054301793,54301.8,54.3018,54.3018,0.1545,1
mx_s3_dcqcn,S3,dcqcn,31,incast,30,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054427992,54428.0,54.428,54.428,0.1541,1
mx_s3_dcqcn,S3,dcqcn,10,incast,9,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054543297,54543.3,54.5433,54.5433,0.1538,1
mx_s3_dcqcn,S3,dcqcn,38,incast,37,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054713910,54713.9,54.7139,54.7139,0.1533,1
mx_s3_dcqcn,S3,dcqcn,53,incast,52,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054885361,54885.4,54.8854,54.8854,0.1528,1
mx_s3_dcqcn,S3,dcqcn,26,incast,25,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054975526,54975.5,54.9755,54.9755,0.1526,1
mx_s3_dcqcn,S3,dcqcn,49,incast,48,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055020439,55020.4,55.0204,55.0204,0.1525,1
mx_s3_dcqcn,S3,dcqcn,12,incast,11,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055106414,55106.4,55.1064,55.1064,0.1522,1
mx_s3_dcqcn,S3,dcqcn,11,incast,10,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055258591,55258.6,55.2586,55.2586,0.1518,1
mx_s3_dcqcn,S3,dcqcn,36,incast,35,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055305180,55305.2,55.3052,55.3052,0.1517,1
mx_s3_dcqcn,S3,dcqcn,17,incast,16,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055471603,55471.6,55.4716,55.4716,0.1512,1
mx_s3_dcqcn,S3,dcqcn,22,incast,21,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055588584,55588.6,55.5886,55.5886,0.1509,1
mx_s3_dcqcn,S3,dcqcn,51,incast,50,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055750817,55750.8,55.7508,55.7508,0.1505,1
mx_s3_dcqcn,S3,dcqcn,55,incast,54,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055996012,55996.0,55.996,55.996,0.1498,1
mx_s3_dcqcn,S3,dcqcn,59,incast,58,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056036735,56036.7,56.0367,56.0367,0.1497,1
mx_s3_dcqcn,S3,dcqcn,27,incast,26,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056166286,56166.3,56.1663,56.1663,0.1494,1
mx_s3_dcqcn,S3,dcqcn,2,incast,1,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056201143,56201.1,56.2011,56.2011,0.1493,1
mx_s3_dcqcn,S3,dcqcn,14,incast,13,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056248570,56248.6,56.2486,56.2486,0.1491,1
mx_s3_dcqcn,S3,dcqcn,25,incast,24,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056298511,56298.5,56.2985,56.2985,0.149,1
mx_s3_dcqcn,S3,dcqcn,32,incast,31,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056526946,56526.9,56.5269,56.5269,0.1484,1
mx_s3_dcqcn,S3,dcqcn,37,incast,36,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056565155,56565.2,56.5652,56.5652,0.1483,1
mx_s3_dcqcn,S3,dcqcn,1,incast,0,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056624314,56624.3,56.6243,56.6243,0.1481,1
mx_s3_dcqcn,S3,dcqcn,52,incast,51,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056633193,56633.2,56.6332,56.6332,0.1481,1
mx_s3_dcqcn,S3,dcqcn,46,incast,45,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056720006,56720.0,56.72,56.72,0.1479,1
mx_s3_dcqcn,S3,dcqcn,21,incast,20,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057025362,57025.4,57.0254,57.0254,0.1471,1
mx_s3_dcqcn,S3,dcqcn,28,incast,27,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057130128,57130.1,57.1301,57.1301,0.1468,1
mx_s3_dcqcn,S3,dcqcn,13,incast,12,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057217709,57217.7,57.2177,57.2177,0.1466,1
mx_s3_dcqcn,S3,dcqcn,9,incast,8,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057400499,57400.5,57.4005,57.4005,0.1461,1
mx_s3_dcqcn,S3,dcqcn,16,incast,15,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057669607,57669.6,57.6696,57.6696,0.1455,1
mx_s3_dcqcn,S3,dcqcn,20,incast,19,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057753871,57753.9,57.7539,57.7539,0.1452,1
mx_s3_dcqcn,S3,dcqcn,61,incast,60,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057929956,57930.0,57.93,57.93,0.1448,1
mx_s3_dcqcn,S3,dcqcn,63,incast,62,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2058192546,58192.5,58.1925,58.1925,0.1442,1
mx_s3_dcqcn,S3,dcqcn,54,incast,53,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2058372997,58373.0,58.373,58.373,0.1437,1
mx_s3_dcqcn,S3,dcqcn,0,background,65,64,0,4000000000,NA,NA,NA,NA,NA,NA,NA,NA,7.398,0
mx_s3_dctcp,S3,dctcp,43,incast,42,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2054877114,54877.1,54.8771,54.8771,0.1529,1
mx_s3_dctcp,S3,dctcp,28,incast,27,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055190187,55190.2,55.1902,55.1902,0.152,1
mx_s3_dctcp,S3,dctcp,21,incast,20,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055593764,55593.8,55.5938,55.5938,0.1509,1
mx_s3_dctcp,S3,dctcp,19,incast,18,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055610185,55610.2,55.6102,55.6102,0.1508,1
mx_s3_dctcp,S3,dctcp,1,incast,0,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055683590,55683.6,55.6836,55.6836,0.1506,1
mx_s3_dctcp,S3,dctcp,45,incast,44,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055721799,55721.8,55.7218,55.7218,0.1505,1
mx_s3_dctcp,S3,dctcp,29,incast,28,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055735706,55735.7,55.7357,55.7357,0.1505,1
mx_s3_dctcp,S3,dctcp,48,incast,47,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055772239,55772.2,55.7722,55.7722,0.1504,1
mx_s3_dctcp,S3,dctcp,38,incast,37,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055780280,55780.3,55.7803,55.7803,0.1504,1
mx_s3_dctcp,S3,dctcp,57,incast,56,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055789159,55789.2,55.7892,55.7892,0.1504,1
mx_s3_dctcp,S3,dctcp,44,incast,43,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055849994,55850.0,55.85,55.85,0.1502,1
mx_s3_dctcp,S3,dctcp,46,incast,45,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055885689,55885.7,55.8857,55.8857,0.1501,1
mx_s3_dctcp,S3,dctcp,5,incast,4,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055928088,55928.1,55.9281,55.9281,0.15,1
mx_s3_dctcp,S3,dctcp,9,incast,8,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056070209,56070.2,56.0702,56.0702,0.1496,1
mx_s3_dctcp,S3,dctcp,11,incast,10,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056078250,56078.2,56.0782,56.0782,0.1496,1
mx_s3_dctcp,S3,dctcp,61,incast,60,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056181823,56181.8,56.1818,56.1818,0.1493,1
mx_s3_dctcp,S3,dctcp,39,incast,38,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056289586,56289.6,56.2896,56.2896,0.149,1
mx_s3_dctcp,S3,dctcp,6,incast,5,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056391483,56391.5,56.3915,56.3915,0.1488,1
mx_s3_dctcp,S3,dctcp,47,incast,46,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056417960,56418.0,56.418,56.418,0.1487,1
mx_s3_dctcp,S3,dctcp,14,incast,13,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056432705,56432.7,56.4327,56.4327,0.1486,1
mx_s3_dctcp,S3,dctcp,10,incast,9,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056449126,56449.1,56.4491,56.4491,0.1486,1
mx_s3_dctcp,S3,dctcp,20,incast,19,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056457167,56457.2,56.4572,56.4572,0.1486,1
mx_s3_dctcp,S3,dctcp,60,incast,59,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056461018,56461.0,56.461,56.461,0.1486,1
mx_s3_dctcp,S3,dctcp,34,incast,33,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056502579,56502.6,56.5026,56.5026,0.1485,1
mx_s3_dctcp,S3,dctcp,31,incast,30,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056533246,56533.2,56.5332,56.5332,0.1484,1
mx_s3_dctcp,S3,dctcp,54,incast,53,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056547153,56547.2,56.5472,56.5472,0.1483,1
mx_s3_dctcp,S3,dctcp,24,incast,23,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056556870,56556.9,56.5569,56.5569,0.1483,1
mx_s3_dctcp,S3,dctcp,37,incast,36,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056607649,56607.6,56.6076,56.6076,0.1482,1
mx_s3_dctcp,S3,dctcp,55,incast,54,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056624070,56624.1,56.6241,56.6241,0.1481,1
mx_s3_dctcp,S3,dctcp,42,incast,41,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056702503,56702.5,56.7025,56.7025,0.1479,1
mx_s3_dctcp,S3,dctcp,15,incast,14,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056708030,56708.0,56.708,56.708,0.1479,1
mx_s3_dctcp,S3,dctcp,30,incast,29,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056768865,56768.9,56.7689,56.7689,0.1478,1
mx_s3_dctcp,S3,dctcp,26,incast,25,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056777744,56777.7,56.7777,56.7777,0.1477,1
mx_s3_dctcp,S3,dctcp,8,incast,7,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056805897,56805.9,56.8059,56.8059,0.1477,1
mx_s3_dctcp,S3,dctcp,2,incast,1,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056811424,56811.4,56.8114,56.8114,0.1477,1
mx_s3_dctcp,S3,dctcp,4,incast,3,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056847957,56848.0,56.848,56.848,0.1476,1
mx_s3_dctcp,S3,dctcp,18,incast,17,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056851808,56851.8,56.8518,56.8518,0.1476,1
mx_s3_dctcp,S3,dctcp,52,incast,51,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056901749,56901.7,56.9017,56.9017,0.1474,1
mx_s3_dctcp,S3,dctcp,53,incast,52,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056912304,56912.3,56.9123,56.9123,0.1474,1
mx_s3_dctcp,S3,dctcp,62,incast,61,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056915317,56915.3,56.9153,56.9153,0.1474,1
mx_s3_dctcp,S3,dctcp,50,incast,49,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056922520,56922.5,56.9225,56.9225,0.1474,1
mx_s3_dctcp,S3,dctcp,40,incast,39,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056929723,56929.7,56.9297,56.9297,0.1474,1
mx_s3_dctcp,S3,dctcp,59,incast,58,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056934412,56934.4,56.9344,56.9344,0.1473,1
mx_s3_dctcp,S3,dctcp,35,incast,34,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056953347,56953.3,56.9533,56.9533,0.1473,1
mx_s3_dctcp,S3,dctcp,58,incast,57,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056971444,56971.4,56.9714,56.9714,0.1472,1
mx_s3_dctcp,S3,dctcp,22,incast,21,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057007139,57007.1,57.0071,57.0071,0.1472,1
mx_s3_dctcp,S3,dctcp,13,incast,12,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057031940,57031.9,57.0319,57.0319,0.1471,1
mx_s3_dctcp,S3,dctcp,17,incast,16,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057039143,57039.1,57.0391,57.0391,0.1471,1
mx_s3_dctcp,S3,dctcp,51,incast,50,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057084056,57084.1,57.0841,57.0841,0.147,1
mx_s3_dctcp,S3,dctcp,41,incast,40,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057096287,57096.3,57.0963,57.0963,0.1469,1
mx_s3_dctcp,S3,dctcp,36,incast,35,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057098462,57098.5,57.0985,57.0985,0.1469,1
mx_s3_dctcp,S3,dctcp,63,incast,62,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057127453,57127.5,57.1275,57.1275,0.1468,1
mx_s3_dctcp,S3,dctcp,23,incast,22,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057130466,57130.5,57.1305,57.1305,0.1468,1
mx_s3_dctcp,S3,dctcp,27,incast,26,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057135155,57135.2,57.1352,57.1352,0.1468,1
mx_s3_dctcp,S3,dctcp,16,incast,15,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057135654,57135.7,57.1357,57.1357,0.1468,1
mx_s3_dctcp,S3,dctcp,3,incast,2,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057136991,57137.0,57.137,57.137,0.1468,1
mx_s3_dctcp,S3,dctcp,25,incast,24,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057148384,57148.4,57.1484,57.1484,0.1468,1
mx_s3_dctcp,S3,dctcp,7,incast,6,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057180727,57180.7,57.1807,57.1807,0.1467,1
mx_s3_dctcp,S3,dctcp,33,incast,32,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057182902,57182.9,57.1829,57.1829,0.1467,1
mx_s3_dctcp,S3,dctcp,64,incast,63,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057183401,57183.4,57.1834,57.1834,0.1467,1
mx_s3_dctcp,S3,dctcp,32,incast,31,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057203174,57203.2,57.2032,57.2032,0.1466,1
mx_s3_dctcp,S3,dctcp,56,incast,55,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057218757,57218.8,57.2188,57.2188,0.1466,1
mx_s3_dctcp,S3,dctcp,12,incast,11,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057240206,57240.2,57.2402,57.2402,0.1466,1
mx_s3_dctcp,S3,dctcp,49,incast,48,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057247409,57247.4,57.2474,57.2474,0.1465,1
mx_s3_dctcp,S3,dctcp,0,background,65,64,0,4000000000,NA,NA,NA,NA,NA,NA,NA,NA,7.427,0
mx_s3_timely,S3,timely,10,incast,9,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2055545477,55545.5,55.5455,55.5455,0.151,1
mx_s3_timely,S3,timely,31,incast,30,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056068418,56068.4,56.0684,56.0684,0.1496,1
mx_s3_timely,S3,timely,37,incast,36,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056089179,56089.2,56.0892,56.0892,0.1496,1
mx_s3_timely,S3,timely,15,incast,14,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056339508,56339.5,56.3395,56.3395,0.1489,1
mx_s3_timely,S3,timely,32,incast,31,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056578614,56578.6,56.5786,56.5786,0.1483,1
mx_s3_timely,S3,timely,9,incast,8,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056747075,56747.1,56.7471,56.7471,0.1478,1
mx_s3_timely,S3,timely,4,incast,3,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056799908,56799.9,56.7999,56.7999,0.1477,1
mx_s3_timely,S3,timely,39,incast,38,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056803789,56803.8,56.8038,56.8038,0.1477,1
mx_s3_timely,S3,timely,20,incast,19,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056832146,56832.1,56.8321,56.8321,0.1476,1
mx_s3_timely,S3,timely,30,incast,29,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056860503,56860.5,56.8605,56.8605,0.1475,1
mx_s3_timely,S3,timely,59,incast,58,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056877044,56877.0,56.877,56.877,0.1475,1
mx_s3_timely,S3,timely,34,incast,33,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056884301,56884.3,56.8843,56.8843,0.1475,1
mx_s3_timely,S3,timely,27,incast,26,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056912658,56912.7,56.9127,56.9127,0.1474,1
mx_s3_timely,S3,timely,33,incast,32,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056933419,56933.4,56.9334,56.9334,0.1473,1
mx_s3_timely,S3,timely,42,incast,41,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056947428,56947.4,56.9474,56.9474,0.1473,1
mx_s3_timely,S3,timely,1,incast,0,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2056958905,56958.9,56.9589,56.9589,0.1473,1
mx_s3_timely,S3,timely,46,incast,45,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057020782,57020.8,57.0208,57.0208,0.1471,1
mx_s3_timely,S3,timely,36,incast,35,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057042107,57042.1,57.0421,57.0421,0.1471,1
mx_s3_timely,S3,timely,56,incast,55,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057055272,57055.3,57.0553,57.0553,0.147,1
mx_s3_timely,S3,timely,12,incast,11,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057062529,57062.5,57.0625,57.0625,0.147,1
mx_s3_timely,S3,timely,22,incast,21,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057066410,57066.4,57.0664,57.0664,0.147,1
mx_s3_timely,S3,timely,53,incast,52,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057120931,57120.9,57.1209,57.1209,0.1469,1
mx_s3_timely,S3,timely,63,incast,62,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057121436,57121.4,57.1214,57.1214,0.1469,1
mx_s3_timely,S3,timely,40,incast,39,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057171737,57171.7,57.1717,57.1717,0.1467,1
mx_s3_timely,S3,timely,50,incast,49,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057173086,57173.1,57.1731,57.1731,0.1467,1
mx_s3_timely,S3,timely,21,incast,20,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057182031,57182.0,57.182,57.182,0.1467,1
mx_s3_timely,S3,timely,17,incast,16,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057199416,57199.4,57.1994,57.1994,0.1467,1
mx_s3_timely,S3,timely,54,incast,53,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057200765,57200.8,57.2008,57.2008,0.1467,1
mx_s3_timely,S3,timely,26,incast,25,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057215618,57215.6,57.2156,57.2156,0.1466,1
mx_s3_timely,S3,timely,57,incast,56,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057265075,57265.1,57.2651,57.2651,0.1465,1
mx_s3_timely,S3,timely,51,incast,50,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057294276,57294.3,57.2943,57.2943,0.1464,1
mx_s3_timely,S3,timely,38,incast,37,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057342045,57342.0,57.342,57.342,0.1463,1
mx_s3_timely,S3,timely,61,incast,60,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057363650,57363.7,57.3636,57.3636,0.1462,1
mx_s3_timely,S3,timely,19,incast,18,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057387787,57387.8,57.3878,57.3878,0.1462,1
mx_s3_timely,S3,timely,60,incast,59,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057391668,57391.7,57.3917,57.3917,0.1462,1
mx_s3_timely,S3,timely,43,incast,42,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057400767,57400.8,57.4008,57.4008,0.1461,1
mx_s3_timely,S3,timely,6,incast,5,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057401272,57401.3,57.4013,57.4013,0.1461,1
mx_s3_timely,S3,timely,48,incast,47,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057422865,57422.9,57.4229,57.4229,0.1461,1
mx_s3_timely,S3,timely,7,incast,6,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057472931,57472.9,57.4729,57.4729,0.146,1
mx_s3_timely,S3,timely,45,incast,44,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057530095,57530.1,57.5301,57.5301,0.1458,1
mx_s3_timely,S3,timely,52,incast,51,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057534820,57534.8,57.5348,57.5348,0.1458,1
mx_s3_timely,S3,timely,13,incast,12,64,0,1048576,1899999999,2000000000,2000000000,2000000000,2057557043,57557.0,57.557,57.557,0.1457,1
