time_ns,event,entity,role_or_zone_or_state,requested_or_target_bps,commanded_or_aggreq_bps,applied_bps,owner,queue_B_or_phase,Q_pred_B,boost_bps,drain_bps
2000195000,migration_dispatch,52,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,53,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,54,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,55,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,56,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,57,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,58,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,59,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,60,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,61,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,62,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,63,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,migration_dispatch,64,incast,148934656,157327710,157327710,CBAP,11,,,
2000195000,epoch,link0,GREEN,373650541,10299182986,10399999990,,9432,18040,400000000,0
2000195001,setrate_dispatch,1,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,2,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,3,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,4,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,5,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,6,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,7,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,8,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,9,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,10,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,11,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,12,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,13,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,14,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,15,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,16,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,17,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,18,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,19,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,20,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,21,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,22,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,23,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,24,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,25,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,26,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,27,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,28,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,29,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,30,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,31,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,32,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,33,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,34,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,35,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,36,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,37,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,38,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,39,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,40,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,41,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,42,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,43,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,44,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,45,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,46,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,47,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,48,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,49,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,50,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,51,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,52,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,53,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,54,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,55,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,56,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,57,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,58,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,59,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,60,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,61,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,62,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,63,incast,160924734,160924734,160924734,CBAP,11,,,
2000195001,setrate_dispatch,64,incast,160924734,160924734,160924734,CBAP,11,,,
2000200000,migration_dispatch,1,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,2,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,3,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,4,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,5,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,6,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,7,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,8,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,9,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,10,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,11,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,12,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,13,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,14,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,15,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,16,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,17,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,18,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,19,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,20,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,21,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,22,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,23,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,24,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,25,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,26,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,27,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,28,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,29,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,30,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,31,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,32,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,33,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,34,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,35,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,36,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,37,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,38,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,39,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,40,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,41,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,42,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,43,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,44,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,45,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,46,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,47,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,48,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,49,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,50,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,51,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,52,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,53,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,54,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,55,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,56,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,57,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,58,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,59,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,60,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,61,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,62,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,63,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,migration_dispatch,64,incast,148934656,157327710,157327710,CBAP,11,,,
2000200000,epoch,link0,GREEN,277833398,10299182986,10399999990,,11528,20136,400000000,0
2000200001,setrate_dispatch,1,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,2,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,3,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,4,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,5,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,6,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,7,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,8,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,9,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,10,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,11,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,12,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,13,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,14,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,15,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,16,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,17,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,18,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,19,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,20,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,21,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,22,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,23,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,24,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,25,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,26,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,27,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,28,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,29,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,30,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,31,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,32,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,33,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,34,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,35,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,36,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,37,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,38,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,39,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,40,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,41,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,42,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,43,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,44,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,45,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,46,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,47,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,48,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,49,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,50,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,51,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,52,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,53,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,54,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,55,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,56,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,57,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,58,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,59,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,60,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,61,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,62,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,63,incast,160924734,160924734,160924734,CBAP,11,,,
2000200001,setrate_dispatch,64,incast,160924734,160924734,160924734,CBAP,11,,,
2000205000,migration_dispatch,1,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,2,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,3,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,4,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,5,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,6,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,7,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,8,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,9,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,10,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,11,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,12,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,13,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,14,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,15,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,16,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,17,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,18,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,19,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,20,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,21,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,22,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,23,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,24,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,25,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,26,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,27,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,28,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,29,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,30,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,31,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,32,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,33,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,34,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,35,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,36,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,37,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,38,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,39,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,40,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,41,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,42,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,43,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,44,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,45,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,46,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,47,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,48,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,49,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,50,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,51,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,52,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,53,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,54,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,55,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,56,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,57,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,58,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,59,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,60,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,61,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,62,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,63,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,migration_dispatch,64,incast,148934656,157327710,157327710,CBAP,11,,,
2000205000,epoch,link0,GREEN,325741970,10299182986,10399999990,,10480,19088,400000000,0
2000205001,setrate_dispatch,1,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,2,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,3,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,4,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,5,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,6,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,7,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,8,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,9,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,10,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,11,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,12,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,13,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,14,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,15,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,16,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,17,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,18,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,19,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,20,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,21,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,22,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,23,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,24,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,25,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,26,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,27,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,28,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,29,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,30,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,31,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,32,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,33,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,34,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,35,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,36,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,37,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,38,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,39,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,40,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,41,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,42,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,43,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,44,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,45,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,46,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,47,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,48,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,49,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,50,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,51,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,52,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,53,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,54,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,55,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,56,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,57,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,58,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,59,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,60,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,61,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,62,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,63,incast,160924734,160924734,160924734,CBAP,11,,,
2000205001,setrate_dispatch,64,incast,160924734,160924734,160924734,CBAP,11,,,
2000210000,migration_dispatch,1,incast,148934656,157327710,157327710,CBAP,11,,,
2000210000,migration_dispatch,2,incast,148934656,157327710,157327710,CBAP,11,,,
2000210000,migration_dispatch,3,incast,148934656,157327710,157327710,CBAP,11,,,
2000210000,migration_dispatch,4,incast,148934656,157327710,157327710,CBAP,11,,,
2000210000,migration_dispatch,5,incast,148934656,157327710,157327710,CBAP,11,,,
2000210000,migration_dispatch,6,incast,148934656,157327710,157327710,CBAP,11,,,
