time_ns,event,entity,role_or_zone_or_state,requested_or_target_bps,commanded_or_aggreq_bps,applied_bps,owner,queue_B_or_phase,Q_pred_B,boost_bps,drain_bps
2019895000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2019900000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2019905000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2019910000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2019915000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2019920000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2019925000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2019930000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2019935000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2019940000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2019945000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2019950000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2019955000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2019960000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2019965000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2019970000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2019975000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2019980000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2019985000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2019990000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2019995000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020000000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020005000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020010000,epoch,link0,GREEN,0,0,10005672848,,18864,28310,0,0
2020015000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020020000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020025000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020030000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020035000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020040000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020045000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020050000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020055000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020060000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020065000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020070000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020075000,epoch,link0,GREEN,0,0,10005672848,,22008,30336,0,0
2020080000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020085000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020090000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020095000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020100000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020105000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020110000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020115000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020120000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020125000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020130000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020135000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020140000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020145000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020150000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020155000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020160000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020165000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020170000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020175000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020180000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020185000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020190000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020195000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020200000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020205000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020210000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020215000,epoch,link0,GREEN,45,0,10005672848,,16768,26214,0,0
2020220000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020225000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020230000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020235000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020240000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020245000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020250000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020255000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020260000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020265000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020270000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020275000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020280000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020285000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020290000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020295000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020300000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020305000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020310000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020315000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020320000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020325000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020330000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020335000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020340000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020345000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020350000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020355000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020360000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020365000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020370000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020375000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020380000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020385000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020390000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020395000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020400000,epoch,link0,GREEN,0,0,10005672848,,22008,30336,45,0
2020405000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,45,0
2020410000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020415000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,45,0
2020420000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020425000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020430000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020435000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020440000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020445000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020450000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020455000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020460000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020465000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020470000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020475000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020480000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020485000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020490000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020495000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020500000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020505000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020510000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020515000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020520000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020525000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020530000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,45,0
2020535000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020540000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020545000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,45,0
2020550000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020555000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,45,0
2020560000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,45,0
2020565000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,45,0
2020570000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020575000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020580000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020585000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020590000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020595000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020600000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020605000,epoch,link0,GREEN,0,0,10005672848,,18864,28310,0,0
2020610000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020615000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020620000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020625000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020630000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020635000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020640000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020645000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020650000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020655000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020660000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020665000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020670000,epoch,link0,GREEN,0,0,10005672848,,22008,30336,0,0
2020675000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020680000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020685000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020690000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020695000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020700000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020705000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020710000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020715000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020720000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020725000,epoch,link0,GREEN,0,0,10005672848,,22008,30336,0,0
2020730000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020735000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020740000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020745000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020750000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020755000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020760000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020765000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020770000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020775000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020780000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020785000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020790000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020795000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020800000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020805000,epoch,link0,GREEN,0,0,10005672848,,18864,28310,0,0
2020810000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020815000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020820000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020825000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020830000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020835000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020840000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020845000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020850000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020855000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020860000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020865000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020870000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020875000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020880000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020885000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020890000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2020895000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020900000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020905000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020910000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020915000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020920000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020925000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020930000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020935000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020940000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020945000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020950000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020955000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020960000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2020965000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020970000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020975000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2020980000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2020985000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020990000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2020995000,epoch,link0,GREEN,0,0,10005672848,,22008,30336,0,0
2021000000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021005000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021010000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021015000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021020000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021025000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021030000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021035000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2021040000,epoch,link0,GREEN,0,0,10005672848,,18864,28310,0,0
2021045000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021050000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021055000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021060000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021065000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021070000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021075000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021080000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021085000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021090000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021095000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021100000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021105000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021110000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021115000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021120000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021125000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021130000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021135000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021140000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021145000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021150000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021155000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021160000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021165000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021170000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021175000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021180000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021185000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021190000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021195000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021200000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021205000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021210000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021215000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021220000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021225000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021230000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021235000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021240000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021245000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021250000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2021255000,epoch,link0,GREEN,0,0,10005672848,,18864,28310,0,0
2021260000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021265000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021270000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021275000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021280000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021285000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021290000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021295000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021300000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021305000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021310000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021315000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021320000,epoch,link0,GREEN,0,0,10005672848,,22008,30336,0,0
2021325000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021330000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021335000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021340000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021345000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021350000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021355000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021360000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2021365000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021370000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021375000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021380000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021385000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021390000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021395000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021400000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021405000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021410000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021415000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021420000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021425000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021430000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021435000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021440000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021445000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021450000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021455000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021460000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021465000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021470000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021475000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021480000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021485000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021490000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021495000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021500000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021505000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021510000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021515000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021520000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021525000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021530000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021535000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021540000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021545000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021550000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021555000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021560000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021565000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021570000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021575000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021580000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021585000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021590000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021595000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021600000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021605000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021610000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021615000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021620000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021625000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021630000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2021635000,epoch,link0,GREEN,0,0,10005672848,,18864,28310,0,0
2021640000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021645000,epoch,link0,GREEN,0,0,10005672848,,22008,30336,0,0
2021650000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021655000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021660000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021665000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021670000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021675000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021680000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021685000,epoch,link0,GREEN,51108717,0,10005672848,,16768,25096,0,0
2021690000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021695000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021700000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021705000,epoch,link0,GREEN,0,0,10005672848,,19912,28240,0,0
2021710000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021715000,epoch,link0,GREEN,0,0,10005672848,,20960,29288,0,0
2021720000,epoch,link0,GREEN,3200146,0,10005672848,,17816,26144,0,0
2021725000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
2021730000,epoch,link0,GREEN,0,0,10005672848,,18864,27192,0,0
