run,scenario,algorithm,seed,config_path,result_path,exit_code,duration_s,config_sha,topology_sha,flow_sha,link_sha,path_sha,binary_sha,status,note
scr7_b080,S3,cbapsba-screen,2,simulation/experiment/scheme1_sba/scr7_b080.txt,simulation/experiment/scheme1_sba/scr7_b080_out/,0,1056,9ecdd66d5a5d12c369e88063d615771213ad690376ce80ec750b6e7ba58e656d,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,INVALID_LEDGER_GHOST_BIAS,pre-fix evidence for B080_ROOT_CAUSE.md; superseded by scr8_*
s4v_d1,S4,dcqcn,2,simulation/experiment/scheme1_sba/s4v_d1.txt,simulation/experiment/scheme1_sba/s4v_d1_out/,0,3315,447b476775c485405745a1aa458539ceb77a053796b6286101ecf68cc664ac08,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,held-out validation; twin of matrix cell where applicable
s4v_d3,S4,cbapsba-d3,2,simulation/experiment/scheme1_sba/s4v_d3.txt,simulation/experiment/scheme1_sba/s4v_d3_out/,0,3534,8752b66da61785ae770263f404f5cfb08a2138c37d2893f8ef28dc85ad612a21,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,held-out validation; twin of matrix cell where applicable
s4v_b040,S4,cbapsba,2,simulation/experiment/scheme1_sba/s4v_b040.txt,simulation/experiment/scheme1_sba/s4v_b040_out/,0,3384,2675ea6ed4bd7a8fae1e75ed7eb871e6c8ba4288102928c1a77424fed929767b,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,held-out validation; twin of matrix cell where applicable
s5v_d1,S5,dcqcn,2,simulation/experiment/scheme1_sba/s5v_d1.txt,simulation/experiment/scheme1_sba/s5v_d1_out/,0,3742,ff3844c5da0d8762e9d3ae8a26be6513aa687c99e7b60270fa521fdedb96e38d,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,a444b15858560d4dfcd666dc3c9875b36d87f5b988ae4ab1ee039d1ad2aedc9a,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,held-out validation; twin of matrix cell where applicable
s5v_d3,S5,cbapsba-d3,2,simulation/experiment/scheme1_sba/s5v_d3.txt,simulation/experiment/scheme1_sba/s5v_d3_out/,0,3878,a529893972a19bf525dc97690757afae16316b5efd2a8c694eb41302099dc55d,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,a444b15858560d4dfcd666dc3c9875b36d87f5b988ae4ab1ee039d1ad2aedc9a,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,held-out validation; twin of matrix cell where applicable
s5v_b040,S5,cbapsba,2,simulation/experiment/scheme1_sba/s5v_b040.txt,simulation/experiment/scheme1_sba/s5v_b040_out/,0,4024,19bb773b9c94637f03bb7508f453e14883668f4b90626496dce4c645e26af518,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,a444b15858560d4dfcd666dc3c9875b36d87f5b988ae4ab1ee039d1ad2aedc9a,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,held-out validation; twin of matrix cell where applicable
hp_s3,S3,hpcc,2,simulation/experiment/scheme1_sba/hp_s3.txt,simulation/experiment/scheme1_sba/hp_s3_out/,0,1002,d6257d8989155d27164b8944703a763f97e544a591e14e754086b47b9df6a622,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,HPCC round; twin of mx_s3_hpcc; reproduces frozen au-round 60.33ms
d1_dcqcn,S3,d1,2,simulation/experiment/scheme1_sba/d1_dcqcn.txt,simulation/experiment/scheme1_sba/d1_dcqcn_out/,0,1507,a644d2ce0e74ff66c23f53333fde752507fa48b6262faee798b188d6fe2cf713,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,D-round baseline
d2_caponly,S3,d2,2,simulation/experiment/scheme1_sba/d2_caponly.txt,simulation/experiment/scheme1_sba/d2_caponly_out/,0,1571,9860b1046b6f2427026273e6c499668cc9ccebb8d3d2c57faa9f6d5e53e6cd1e,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,"ablation: static cap, no migration"
d3_capmig,S3,d3,2,simulation/experiment/scheme1_sba/d3_capmig.txt,simulation/experiment/scheme1_sba/d3_capmig_out/,0,1593,eed8f1cc180981257e1444ad5723fb2ffa4b3af2fecfb6ed90a002f5ec22b793,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,"ablation: cap+migration, boost=0"
d4_capmigband,S3,d4,2,simulation/experiment/scheme1_sba/d4_capmigband.txt,simulation/experiment/scheme1_sba/d4_capmigband_out/,0,1596,5b3db2b9912814fdcdeea882e4c4e8457a2c59ba31e39c8c492a6048055129cd,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,INVALID_OVERBOOST_POLICY,"INVALID_OVERBOOST_POLICY (v1 band, +0.30C); evidence kept"
st_2560,S3-stress,cbapsba,2,simulation/experiment/scheme1_sba/st_2560.txt,simulation/experiment/scheme1_sba/st_2560_out/,0,1199,1aa216dc15d2135c4da2d098b098358d5f7f92958ec641bb3655ee8f9260a1f3,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,c5907446965bbc91130f398ab66b47f3ece32dbfa89c8e56e50e3a6b61984c60,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,92abbdb24fec2840b6fedf738dde959fb397e4a74a9af4945c001632cf8e3156,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,"zone stress PASS: full GREEN..RED arc, Q_abs held at 97.5%"
st_2555,S3-stress,cbapsba,2,simulation/experiment/scheme1_sba/st_2555.txt,simulation/experiment/scheme1_sba/st_2555_out/,0,1159,ed98d3eb18402e671c643768e32572b2095150b5a569d541d91a65bafcc78e06,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,c5907446965bbc91130f398ab66b47f3ece32dbfa89c8e56e50e3a6b61984c60,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,92abbdb24fec2840b6fedf738dde959fb397e4a74a9af4945c001632cf8e3156,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,"BOUNDARY_EXCEEDED: infeasible-floor overlap 3.2ms, Q_abs 140.6%"
st_2550,S3-stress,cbapsba,2,simulation/experiment/scheme1_sba/st_2550.txt,simulation/experiment/scheme1_sba/st_2550_out/,0,1141,45890b01cb23e20d1688c12c269cf1e5d952ad2e4c09a9eebd5e987dd097aace,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,c5907446965bbc91130f398ab66b47f3ece32dbfa89c8e56e50e3a6b61984c60,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,92abbdb24fec2840b6fedf738dde959fb397e4a74a9af4945c001632cf8e3156,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,"BOUNDARY_PROBE: 153.3% Q_abs, PFC=0"
sh_s1_d1,S1,dcqcn,2,simulation/experiment/scheme1_sba/sh_s1_d1.txt,simulation/experiment/scheme1_sba/sh_s1_d1_out/,0,256,a9ce8bc95e8505f4ef489d5a3b1504aadc82644a840315c0b5743850d76d332e,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,ff0d9e73a5675b541754c3ca05a59047afe714657820efb81442c7f9d0e8e45b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,5c3c0e78ee654bf3a46ce945f1aa563dcf6cc6b620dd37e552ef1c7d29f91d15,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID_TWIN_DUPLICATE,shakedown; twin of matrix cell
sh_s1_b040,S1,cbapsba,2,simulation/experiment/scheme1_sba/sh_s1_b040.txt,simulation/experiment/scheme1_sba/sh_s1_b040_out/,0,285,7be73bf03e7570cc3beec1a8f608dbf06c2ae9fce30656ecaf9e69616d1ecd16,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,ff0d9e73a5675b541754c3ca05a59047afe714657820efb81442c7f9d0e8e45b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,5c3c0e78ee654bf3a46ce945f1aa563dcf6cc6b620dd37e552ef1c7d29f91d15,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID_TWIN_DUPLICATE,shakedown; twin of matrix cell
sh_s2_d1,S2,dcqcn,2,simulation/experiment/scheme1_sba/sh_s2_d1.txt,simulation/experiment/scheme1_sba/sh_s2_d1_out/,0,549,883423e0bd564bd748ffe2fdc002b810147544f3110fd189e0f665e78c8f1e82,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,be55378ea356a520b22823307b1c4b60d8bbd1719a1e18a94040b633f6155a0e,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID_TWIN_DUPLICATE,shakedown; twin of matrix cell
sh_s2_b040,S2,cbapsba,2,simulation/experiment/scheme1_sba/sh_s2_b040.txt,simulation/experiment/scheme1_sba/sh_s2_b040_out/,0,569,14c911d4894dcacb01d6eff4640225149094a42c80e8329031155d239cb0c1d7,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,be55378ea356a520b22823307b1c4b60d8bbd1719a1e18a94040b633f6155a0e,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID_TWIN_DUPLICATE,shakedown; twin of matrix cell
sh_s6_d1,S6,dcqcn,2,simulation/experiment/scheme1_sba/sh_s6_d1.txt,simulation/experiment/scheme1_sba/sh_s6_d1_out/,0,599,b16b747ad97123ff762586f7ed00c7b373c990587cd9e4d4de3febb88dfa55e0,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,4f924144e69b7687c76b054996fd60c46bc2a2f77ea8c0f8a7f8f438de956ad0,a0ae61dc3f0ab793087227b74bdc1a44c4b93208ffafe9e2d99810368edb2598,f0877a2e4eaba0c1869a668549291f34ed787985bef436d0e1b7448cb4c09237,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID_TWIN_DUPLICATE,shakedown; twin of matrix cell
sh_s6_b040,S6,cbapsba,2,simulation/experiment/scheme1_sba/sh_s6_b040.txt,simulation/experiment/scheme1_sba/sh_s6_b040_out/,0,682,5a2f4392b962f35897f18b3566b27c217634d13791328733bb987c4ce53cdb19,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,4f924144e69b7687c76b054996fd60c46bc2a2f77ea8c0f8a7f8f438de956ad0,a0ae61dc3f0ab793087227b74bdc1a44c4b93208ffafe9e2d99810368edb2598,f0877a2e4eaba0c1869a668549291f34ed787985bef436d0e1b7448cb4c09237,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID_TWIN_DUPLICATE,shakedown; twin of matrix cell
sm_s1_dctcp,S1,dctcp,2,simulation/experiment/scheme1_sba/sm_s1_dctcp.txt,simulation/experiment/scheme1_sba/sm_s1_dctcp_out/,0,231,e3b1de56fa48077155f3761da351b69128f93fa8681d8db97e1aa1382ab209a2,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,ff0d9e73a5675b541754c3ca05a59047afe714657820efb81442c7f9d0e8e45b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,5c3c0e78ee654bf3a46ce945f1aa563dcf6cc6b620dd37e552ef1c7d29f91d15,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,"engagement smoke: NOT_ENGAGED on S1 (queue below KMIN) -- scenario property, resolved by sm_s2_dctcp"
sm_s2_dctcp,S2,dctcp,2,simulation/experiment/scheme1_sba/sm_s2_dctcp.txt,simulation/experiment/scheme1_sba/sm_s2_dctcp_out/,0,0,ec334f4153644dd31a20e061f8604100a85768efc99c66d09bf85fe000e354f3,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,be55378ea356a520b22823307b1c4b60d8bbd1719a1e18a94040b633f6155a0e,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ENGAGED (2237 marks)
sm_s1_timely,S1,timely,2,simulation/experiment/scheme1_sba/sm_s1_timely.txt,simulation/experiment/scheme1_sba/sm_s1_timely_out/,0,264,1efd017bd688cf02453d556763313aec56118a3d2b5cbc9dee0c86cf63380e75,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,ff0d9e73a5675b541754c3ca05a59047afe714657820efb81442c7f9d0e8e45b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,5c3c0e78ee654bf3a46ce945f1aa563dcf6cc6b620dd37e552ef1c7d29f91d15,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ENGAGED (rate varies)
sx_a_dcqcn,S3-sens,dcqcn,2,simulation/experiment/scheme1_sba/sx_a_dcqcn.txt,simulation/experiment/scheme1_sba/sx_a_dcqcn_out/,0,960,1c2bb86c4ca112f04e5936000d27d11f31c7445b276c2d1506d88e64f506750a,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ENV_SENSITIVITY buffer 8->2MB
sx_a_dctcp,S3-sens,dctcp,2,simulation/experiment/scheme1_sba/sx_a_dctcp.txt,simulation/experiment/scheme1_sba/sx_a_dctcp_out/,0,977,82ccca1f7d296d86863f2b6d73c880ec8280164b550953f628553157fdc6bd3f,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ENV_SENSITIVITY buffer 8->2MB
sx_a_timely,S3-sens,timely,2,simulation/experiment/scheme1_sba/sx_a_timely.txt,simulation/experiment/scheme1_sba/sx_a_timely_out/,0,973,64fbe4c0e6f84d9031f2a382219facfb5e94c838d91fb6873decad5bc465dade,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ENV_SENSITIVITY buffer 8->2MB
sx_a_hpcc,S3-sens,hpcc,2,simulation/experiment/scheme1_sba/sx_a_hpcc.txt,simulation/experiment/scheme1_sba/sx_a_hpcc_out/,0,1042,1f740d52ac387ba535f023b3ddf32ceb4e400aff8656a3ffadfe639b936fc36f,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ENV_SENSITIVITY buffer 8->2MB
sx_a_cbapsba,S3-sens,cbapsba,2,simulation/experiment/scheme1_sba/sx_a_cbapsba.txt,simulation/experiment/scheme1_sba/sx_a_cbapsba_out/,0,1084,a8b444ca9bf72fa77ea3aec607cca4b0f02c040da75db4d177b4b6ef4436c875,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ENV_SENSITIVITY buffer 8->2MB
sx_b_dcqcn,S3-sens,dcqcn,2,simulation/experiment/scheme1_sba/sx_b_dcqcn.txt,simulation/experiment/scheme1_sba/sx_b_dcqcn_out/,0,962,400406db1a534d8974cf9099037249249c50bed68d7f842d9554baa448effc0c,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ECN_SENSITIVITY KMIN100/KMAX400
sx_b_dctcp,S3-sens,dctcp,2,simulation/experiment/scheme1_sba/sx_b_dctcp.txt,simulation/experiment/scheme1_sba/sx_b_dctcp_out/,0,1025,eeca0fec8416dac7015b6cb8d2502714d50686fc321321feebbf68aab2dada6b,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ECN_SENSITIVITY KMIN100/KMAX400
sx_b_cbapsba,S3-sens,cbapsba,2,simulation/experiment/scheme1_sba/sx_b_cbapsba.txt,simulation/experiment/scheme1_sba/sx_b_cbapsba_out/,0,1050,6162fe9ba265c782778388f78732bcd8ad3ae016adf36184380fc6a62122dacf,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,ECN_SENSITIVITY KMIN100/KMAX400
pw_dcqcn_k200,S3-sweep,dcqcn,2,simulation/experiment/scheme1_sba/pw_dcqcn_k200.txt,simulation/experiment/scheme1_sba/pw_dcqcn_k200_out/,0,982,ad57ad6d91f592650d1312ed90a1954de036ea338ff2c2836b3af99009f34cd6,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_dcqcn_k800,S3-sweep,dcqcn,2,simulation/experiment/scheme1_sba/pw_dcqcn_k800.txt,simulation/experiment/scheme1_sba/pw_dcqcn_k800_out/,0,990,912920126f944b97e19e6a725c6050d56a8ad81cf076598e50d365c8736737b6,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_dcqcn_k1600,S3-sweep,dcqcn,2,simulation/experiment/scheme1_sba/pw_dcqcn_k1600.txt,simulation/experiment/scheme1_sba/pw_dcqcn_k1600_out/,0,1051,607f2e77bf294cb741156b773cc8ab2690401f66026a22eae9e8e0b940d1b30c,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_dcqcn_pmax10,S3-sweep,dcqcn,2,simulation/experiment/scheme1_sba/pw_dcqcn_pmax10.txt,simulation/experiment/scheme1_sba/pw_dcqcn_pmax10_out/,0,1025,590110c2bfca75914efce6184a975c57cedea4673dc624ae06d8680a6d679c39,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_dctcp_k200,S3-sweep,dctcp,2,simulation/experiment/scheme1_sba/pw_dctcp_k200.txt,simulation/experiment/scheme1_sba/pw_dctcp_k200_out/,0,1028,6933337b6dea446002fde7866e2cea803ff072182c30cdc093791ed3ec5a1819,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
