scenario,algorithm,seed,flow_id,qp_id,src,dst,total_size_bytes,start_time,finish_time,fct,acked_bytes,completed,flow_goodput,retx_bytes,retx_events
fm200g_s0_cbap,cbap_sba,2,1,0b000001-0b004001-10000-3,0,64,262144,0.020000000,0.020743114,0.000743114,262144,1,2822113430.779,0,0
fm200g_s0_cbap,cbap_sba,2,4,0b000301-0b004001-10000-3,3,64,262144,0.020000000,0.020743130,0.000743130,262144,1,2822052669.116,0,0
fm200g_s0_cbap,cbap_sba,2,6,0b000501-0b004001-10000-3,5,64,262144,0.020000000,0.020743146,0.000743146,262144,1,2821991910.069,0,0
fm200g_s0_cbap,cbap_sba,2,5,0b000401-0b004001-10000-3,4,64,262144,0.020000000,0.020743162,0.000743162,262144,1,2821931153.638,0,0
fm200g_s0_cbap,cbap_sba,2,2,0b000101-0b004001-10000-3,1,64,262144,0.020000000,0.020743178,0.000743178,262144,1,2821870399.823,0,0
fm200g_s0_cbap,cbap_sba,2,3,0b000201-0b004001-10000-3,2,64,262144,0.020000000,0.020743194,0.000743194,262144,1,2821809648.625,0,0
fm200g_s0_cbap,cbap_sba,2,7,0b000601-0b004001-10000-3,6,64,262144,0.020000000,0.020743210,0.000743210,262144,1,2821748900.042,0,0
fm200g_s0_cbap,cbap_sba,2,8,0b000701-0b004001-10000-3,7,64,262144,0.020000000,0.020743226,0.000743226,262144,1,2821688154.074,0,0
fm200g_s0_cbap,cbap_sba,2,9,0b000801-0b004001-10000-3,8,64,262144,0.020000000,0.020743242,0.000743242,262144,1,2821627410.722,0,0
fm200g_s0_cbap,cbap_sba,2,10,0b000901-0b004001-10000-3,9,64,262144,0.020000000,0.020743258,0.000743258,262144,1,2821566669.985,0,0
fm200g_s0_cbap,cbap_sba,2,11,0b000a01-0b004001-10000-3,10,64,262144,0.020000000,0.020743274,0.000743274,262144,1,2821505931.864,0,0
fm200g_s0_cbap,cbap_sba,2,12,0b000b01-0b004001-10000-3,11,64,262144,0.020000000,0.020743290,0.000743290,262144,1,2821445196.357,0,0
fm200g_s0_cbap,cbap_sba,2,13,0b000c01-0b004001-10000-3,12,64,262144,0.020000000,0.020743306,0.000743306,262144,1,2821384463.465,0,0
fm200g_s0_cbap,cbap_sba,2,14,0b000d01-0b004001-10000-3,13,64,262144,0.020000000,0.020743322,0.000743322,262144,1,2821323733.187,0,0
fm200g_s0_cbap,cbap_sba,2,15,0b000e01-0b004001-10000-3,14,64,262144,0.020000000,0.020743338,0.000743338,262144,1,2821263005.524,0,0
fm200g_s0_cbap,cbap_sba,2,16,0b000f01-0b004001-10000-3,15,64,262144,0.020000000,0.020743354,0.000743354,262144,1,2821202280.475,0,0
fm200g_s0_cbap,cbap_sba,2,17,0b001001-0b004001-10000-3,16,64,262144,0.020000000,0.020743370,0.000743370,262144,1,2821141558.040,0,0
fm200g_s0_cbap,cbap_sba,2,18,0b001101-0b004001-10000-3,17,64,262144,0.020000000,0.020743386,0.000743386,262144,1,2821080838.219,0,0
fm200g_s0_cbap,cbap_sba,2,19,0b001201-0b004001-10000-3,18,64,262144,0.020000000,0.020743402,0.000743402,262144,1,2821020121.011,0,0
fm200g_s0_cbap,cbap_sba,2,20,0b001301-0b004001-10000-3,19,64,262144,0.020000000,0.020743418,0.000743418,262144,1,2820959406.417,0,0
fm200g_s0_cbap,cbap_sba,2,21,0b001401-0b004001-10000-3,20,64,262144,0.020000000,0.020743434,0.000743434,262144,1,2820898694.437,0,0
fm200g_s0_cbap,cbap_sba,2,22,0b001501-0b004001-10000-3,21,64,262144,0.020000000,0.020743450,0.000743450,262144,1,2820837985.070,0,0
fm200g_s0_cbap,cbap_sba,2,23,0b001601-0b004001-10000-3,22,64,262144,0.020000000,0.020743466,0.000743466,262144,1,2820777278.315,0,0
fm200g_s0_cbap,cbap_sba,2,25,0b001801-0b004001-10000-3,24,64,262144,0.020000000,0.020743482,0.000743482,262144,1,2820716574.174,0,0
fm200g_s0_cbap,cbap_sba,2,26,0b001901-0b004001-10000-3,25,64,262144,0.020000000,0.020743498,0.000743498,262144,1,2820655872.645,0,0
fm200g_s0_cbap,cbap_sba,2,30,0b001d01-0b004001-10000-3,29,64,262144,0.020000000,0.020743514,0.000743514,262144,1,2820595173.729,0,0
fm200g_s0_cbap,cbap_sba,2,32,0b001f01-0b004001-10000-3,31,64,262144,0.020000000,0.020743530,0.000743530,262144,1,2820534477.425,0,0
fm200g_s0_cbap,cbap_sba,2,29,0b001c01-0b004001-10000-3,28,64,262144,0.020000000,0.020743546,0.000743546,262144,1,2820473783.734,0,0
fm200g_s0_cbap,cbap_sba,2,31,0b001e01-0b004001-10000-3,30,64,262144,0.020000000,0.020743562,0.000743562,262144,1,2820413092.654,0,0
fm200g_s0_cbap,cbap_sba,2,24,0b001701-0b004001-10000-3,23,64,262144,0.020000000,0.020743578,0.000743578,262144,1,2820352404.186,0,0
fm200g_s0_cbap,cbap_sba,2,34,0b002101-0b004001-10000-3,33,64,262144,0.020000000,0.020743594,0.000743594,262144,1,2820291718.330,0,0
fm200g_s0_cbap,cbap_sba,2,33,0b002001-0b004001-10000-3,32,64,262144,0.020000000,0.020743610,0.000743610,262144,1,2820231035.086,0,0
fm200g_s0_cbap,cbap_sba,2,35,0b002201-0b004001-10000-3,34,64,262144,0.020000000,0.020743626,0.000743626,262144,1,2820170354.452,0,0
fm200g_s0_cbap,cbap_sba,2,37,0b002401-0b004001-10000-3,36,64,262144,0.020000000,0.020743642,0.000743642,262144,1,2820109676.430,0,0
fm200g_s0_cbap,cbap_sba,2,39,0b002601-0b004001-10000-3,38,64,262144,0.020000000,0.020743658,0.000743658,262144,1,2820049001.019,0,0
fm200g_s0_cbap,cbap_sba,2,38,0b002501-0b004001-10000-3,37,64,262144,0.020000000,0.020743674,0.000743674,262144,1,2819988328.219,0,0
fm200g_s0_cbap,cbap_sba,2,27,0b001a01-0b004001-10000-3,26,64,262144,0.020000000,0.020743690,0.000743690,262144,1,2819927658.030,0,0
fm200g_s0_cbap,cbap_sba,2,28,0b001b01-0b004001-10000-3,27,64,262144,0.020000000,0.020743706,0.000743706,262144,1,2819866990.451,0,0
fm200g_s0_cbap,cbap_sba,2,36,0b002301-0b004001-10000-3,35,64,262144,0.020000000,0.020743722,0.000743722,262144,1,2819806325.482,0,0
fm200g_s0_cbap,cbap_sba,2,40,0b002701-0b004001-10000-3,39,64,262144,0.020000000,0.020743738,0.000743738,262144,1,2819745663.123,0,0
fm200g_s0_cbap,cbap_sba,2,41,0b002801-0b004001-10000-3,40,64,262144,0.020000000,0.020743754,0.000743754,262144,1,2819685003.375,0,0
fm200g_s0_cbap,cbap_sba,2,42,0b002901-0b004001-10000-3,41,64,262144,0.020000000,0.020743770,0.000743770,262144,1,2819624346.236,0,0
fm200g_s0_cbap,cbap_sba,2,43,0b002a01-0b004001-10000-3,42,64,262144,0.020000000,0.020743786,0.000743786,262144,1,2819563691.707,0,0
fm200g_s0_cbap,cbap_sba,2,44,0b002b01-0b004001-10000-3,43,64,262144,0.020000000,0.020743802,0.000743802,262144,1,2819503039.787,0,0
fm200g_s0_cbap,cbap_sba,2,46,0b002d01-0b004001-10000-3,45,64,262144,0.020000000,0.020743818,0.000743818,262144,1,2819442390.477,0,0
fm200g_s0_cbap,cbap_sba,2,45,0b002c01-0b004001-10000-3,44,64,262144,0.020000000,0.020743834,0.000743834,262144,1,2819381743.776,0,0
fm200g_s0_cbap,cbap_sba,2,47,0b002e01-0b004001-10000-3,46,64,262144,0.020000000,0.020743850,0.000743850,262144,1,2819321099.684,0,0
fm200g_s0_cbap,cbap_sba,2,49,0b003001-0b004001-10000-3,48,64,262144,0.020000000,0.020743866,0.000743866,262144,1,2819260458.201,0,0
fm200g_s0_cbap,cbap_sba,2,48,0b002f01-0b004001-10000-3,47,64,262144,0.020000000,0.020743882,0.000743882,262144,1,2819199819.326,0,0
fm200g_s0_cbap,cbap_sba,2,50,0b003101-0b004001-10000-3,49,64,262144,0.020000000,0.020743898,0.000743898,262144,1,2819139183.060,0,0
fm200g_s0_cbap,cbap_sba,2,51,0b003201-0b004001-10000-3,50,64,262144,0.020000000,0.020743914,0.000743914,262144,1,2819078549.402,0,0
fm200g_s0_cbap,cbap_sba,2,52,0b003301-0b004001-10000-3,51,64,262144,0.020000000,0.020743930,0.000743930,262144,1,2819017918.353,0,0
fm200g_s0_cbap,cbap_sba,2,53,0b003401-0b004001-10000-3,52,64,262144,0.020000000,0.020743946,0.000743946,262144,1,2818957289.911,0,0
