flow_id,qp_id,total_rounds,direct_hpcc_updates,gated_late_updates,gated_stale_updates,rate_total_variation,minimum_rate,maximum_rate,mean_round_start_rate
0,0b004101-0b004001-10000-3,1,465441,0,0,356765942466.000,2000000000,200000000000,200000000000.000
1,0b000001-0b004001-10000-3,1,276,0,0,286862511715.000,5938995656,200000000000,200000000000.000
2,0b000101-0b004001-10000-3,1,276,0,0,287184238578.000,5967771189,200000000000,200000000000.000
3,0b000201-0b004001-10000-3,1,276,0,0,287140433967.000,5918177920,200000000000,200000000000.000
4,0b000301-0b004001-10000-3,1,276,0,0,235225324485.000,5937197358,200000000000,200000000000.000
5,0b000401-0b004001-10000-3,1,276,0,0,251813021238.000,5931507540,200000000000,200000000000.000
6,0b000501-0b004001-10000-3,1,276,0,0,241644069875.000,5935229699,200000000000,200000000000.000
7,0b000601-0b004001-10000-3,1,276,0,0,241607416766.000,5950626635,200000000000,200000000000.000
8,0b000701-0b004001-10000-3,1,276,0,0,251976497306.000,5951718224,200000000000,200000000000.000
9,0b000801-0b004001-10000-3,1,276,0,0,223909595823.000,5971309729,200000000000,200000000000.000
10,0b000901-0b004001-10000-3,1,276,0,0,235243271889.000,5929635927,200000000000,200000000000.000
11,0b000a01-0b004001-10000-3,1,276,0,0,251817488178.000,5924031319,200000000000,200000000000.000
12,0b000b01-0b004001-10000-3,1,276,0,0,251984072909.000,5954248122,200000000000,200000000000.000
13,0b000c01-0b004001-10000-3,1,276,0,0,225332011611.000,5927774139,200000000000,200000000000.000
14,0b000d01-0b004001-10000-3,1,276,0,0,251822253945.000,5916545092,200000000000,200000000000.000
15,0b000e01-0b004001-10000-3,1,276,0,0,223816091840.000,5963656720,200000000000,200000000000.000
16,0b000f01-0b004001-10000-3,1,276,0,0,251986895519.000,5956733368,200000000000,200000000000.000
17,0b001001-0b004001-10000-3,1,276,0,0,238607424375.000,5959685321,200000000000,200000000000.000
18,0b001101-0b004001-10000-3,1,276,0,0,238595376532.000,5956136191,200000000000,200000000000.000
19,0b001201-0b004001-10000-3,1,276,0,0,241686306224.000,5920244659,200000000000,200000000000.000
20,0b001301-0b004001-10000-3,1,276,0,0,241646124971.000,5955440153,200000000000,200000000000.000
21,0b001401-0b004001-10000-3,1,276,0,0,286874426791.000,5908892361,200000000000,200000000000.000
22,0b001501-0b004001-10000-3,1,276,0,0,287177680602.000,5977795046,200000000000,200000000000.000
23,0b001601-0b004001-10000-3,1,276,0,0,235262082415.000,5922111609,200000000000,200000000000.000
24,0b001701-0b004001-10000-3,1,276,0,0,287134775303.000,5928029680,200000000000,200000000000.000
25,0b001801-0b004001-10000-3,1,276,0,0,238523435788.000,5962155517,200000000000,200000000000.000
26,0b001901-0b004001-10000-3,1,276,0,0,241701487327.000,5912763660,200000000000,200000000000.000
27,0b001a01-0b004001-10000-3,1,276,0,0,238474920449.000,5934938337,200000000000,200000000000.000
28,0b001b01-0b004001-10000-3,1,276,0,0,241661420407.000,5958014601,200000000000,200000000000.000
29,0b001c01-0b004001-10000-3,1,276,0,0,223758633151.000,5940986109,200000000000,200000000000.000
30,0b001d01-0b004001-10000-3,1,276,0,0,214516917822.000,5901539525,200000000000,200000000000.000
31,0b001e01-0b004001-10000-3,1,276,0,0,225365406160.000,5905237334,200000000000,200000000000.000
32,0b001f01-0b004001-10000-3,1,276,0,0,235279542084.000,5914628655,200000000000,200000000000.000
33,0b002001-0b004001-10000-3,1,276,0,0,223765236900.000,5933389084,200000000000,200000000000.000
34,0b002101-0b004001-10000-3,1,276,0,0,235300914177.000,5907098167,200000000000,200000000000.000
35,0b002201-0b004001-10000-3,1,276,0,0,241725666966.000,5897895619,200000000000,200000000000.000
36,0b002301-0b004001-10000-3,1,276,0,0,241685576529.000,5963045060,200000000000,200000000000.000
37,0b002401-0b004001-10000-3,1,276,0,0,235318941430.000,5899697644,200000000000,200000000000.000
38,0b002501-0b004001-10000-3,1,276,0,0,241559555016.000,5940656489,200000000000,200000000000.000
39,0b002601-0b004001-10000-3,1,276,0,0,223772196570.000,5925856462,200000000000,200000000000.000
40,0b002701-0b004001-10000-3,1,276,0,0,241709475142.000,5965516923,200000000000,200000000000.000
41,0b002801-0b004001-10000-3,1,276,0,0,242262588910.000,5958292972,200000000000,200000000000.000
42,0b002901-0b004001-10000-3,1,276,0,0,242428370100.000,5983500495,200000000000,200000000000.000
43,0b002a01-0b004001-10000-3,1,276,0,0,225293588099.000,5957995908,200000000000,200000000000.000
44,0b002b01-0b004001-10000-3,1,276,0,0,242074968966.000,5933637997,200000000000,200000000000.000
45,0b002c01-0b004001-10000-3,1,276,0,0,238568128395.000,5942433537,200000000000,200000000000.000
46,0b002d01-0b004001-10000-3,1,276,0,0,252004653093.000,5989453033,200000000000,200000000000.000
47,0b002e01-0b004001-10000-3,1,276,0,0,251977585697.000,5964240288,200000000000,200000000000.000
48,0b002f01-0b004001-10000-3,1,276,0,0,238738274600.000,5959796873,200000000000,200000000000.000
49,0b003001-0b004001-10000-3,1,276,0,0,246248154749.000,5938905123,200000000000,200000000000.000
50,0b003101-0b004001-10000-3,1,276,0,0,246303093615.000,5966037739,200000000000,200000000000.000
51,0b003201-0b004001-10000-3,1,276,0,0,246127042550.000,5911743981,200000000000,200000000000.000
52,0b003301-0b004001-10000-3,1,276,0,0,235202056343.000,5952240841,200000000000,200000000000.000
53,0b003401-0b004001-10000-3,1,276,0,0,238564146462.000,5974734162,200000000000,200000000000.000
