flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,906703,1,906703,0,0,0,0,0.010004046,0.033999999,0.779510316,0.559096540,1526351636.958,1094761547,16.392715747,0.849057698,400000000000,320000000000,499,0.000000000,0.779510316
1,0,276,3,0,276,0,276,275,0.020012097,0.020397600,0.000000000,0.000000000,0.000,0,16.461673419,6.623591889,400000000000,174629914430,275,0.996376812,0.000000000
2,0,276,3,0,276,0,276,275,0.020013105,0.020397618,0.000000000,0.000000000,0.000,0,16.387902758,6.628315951,400000000000,174779793670,275,0.996376812,0.000000000
3,0,276,3,0,276,0,276,275,0.020014113,0.020397636,0.000000000,0.000000000,0.000,0,16.314062345,6.632697344,400000000000,174889755474,275,0.996376812,0.000000000
4,0,276,3,0,276,0,276,275,0.020012118,0.020257563,0.000000000,0.000000000,0.000,0,16.381292998,8.975429404,400000000000,28223353865,275,0.996376812,0.000000000
5,0,276,3,0,276,0,276,275,0.020012202,0.020385816,0.000000000,0.000000000,0.000,0,16.413033955,8.597943908,400000000000,121722238485,275,0.996376812,0.000000000
6,0,276,3,0,276,0,276,275,0.020012139,0.020362377,0.000000000,0.000000000,0.000,0,16.416690473,9.247573730,400000000000,75754774325,275,0.996376812,0.000000000
7,0,276,3,0,276,0,276,275,0.020013147,0.020362521,0.000000000,0.000000000,0.000,0,16.343069327,9.263757875,400000000000,75931971340,275,0.996376812,0.000000000
8,0,276,3,0,276,0,276,275,0.020013210,0.020385870,0.000000000,0.000000000,0.000,0,16.339407641,8.607805538,400000000000,121893706093,275,0.996376812,0.000000000
9,0,276,3,0,276,0,276,275,0.020012160,0.020280873,0.000000000,0.000000000,0.000,0,16.343796849,9.598032329,400000000000,32751042525,275,0.996376812,0.000000000
10,0,276,3,0,276,0,276,275,0.020012223,0.020257590,0.000000000,0.000000000,0.000,0,16.374277587,8.982358109,400000000000,28228066322,275,0.996376812,0.000000000
11,0,276,3,0,276,0,276,275,0.020012307,0.020385825,0.000000000,0.000000000,0.000,0,16.406175544,8.598730558,400000000000,121751846447,275,0.996376812,0.000000000
12,0,276,3,0,276,0,276,275,0.020013315,0.020385879,0.000000000,0.000000000,0.000,0,16.332481396,8.608076895,400000000000,121917874120,275,0.996376812,0.000000000
13,0,276,3,0,276,0,276,275,0.020012244,0.020257572,0.000000000,0.000000000,0.000,0,16.372437094,9.166667233,400000000000,28224995655,275,0.996376812,0.000000000
14,0,276,3,0,276,0,276,275,0.020012412,0.020385834,0.000000000,0.000000000,0.000,0,16.397039376,8.598308729,400000000000,121774873574,275,0.996376812,0.000000000
15,0,276,3,0,276,0,276,275,0.020012265,0.020280903,0.000000000,0.000000000,0.000,0,16.336665738,9.602637157,400000000000,32757484671,275,0.996376812,0.000000000
16,0,276,3,0,276,0,276,275,0.020013420,0.020385888,0.000000000,0.000000000,0.000,0,16.325088093,8.608906205,400000000000,121950726551,275,0.996376812,0.000000000
17,0,276,3,0,276,0,276,275,0.020012370,0.020362437,0.000000000,0.000000000,0.000,0,16.291212816,8.982029209,400000000000,75675018531,275,0.996376812,0.000000000
