time_ns,node_id,if_index,q_index,event_type
20310998,87,17,3,1
20327797,87,17,3,0
20333269,87,17,3,1
20349931,87,17,3,0
20355403,87,17,3,1
20372191,87,17,3,0
20377705,87,17,3,1
20394451,87,17,3,0
20399923,87,17,3,1
20416669,87,17,3,0
20422183,87,17,3,1
20438887,87,17,3,0
20444401,87,17,3,1
20461147,87,17,3,0
20466619,87,17,3,1
20483365,87,17,3,0
20488879,87,17,3,1
20505583,87,17,3,0
20511055,87,17,3,1
20527843,87,17,3,0
20533357,87,17,3,1
20549725,87,17,3,0
20555323,87,17,3,1
20571607,87,17,3,0
20577163,87,17,3,1
20593531,87,17,3,0
20599045,87,17,3,1
20615245,87,17,3,0
20620843,87,17,3,1
20637127,87,17,3,0
20642641,87,17,3,1
20658883,87,17,3,0
20664397,87,17,3,1
20680597,87,17,3,0
20686195,87,17,3,1
20702311,87,17,3,0
20707867,87,17,3,1
20723899,87,17,3,0
20729539,87,17,3,1
20745613,87,17,3,0
20751253,87,17,3,1
20767327,87,17,3,0
20772967,87,17,3,1
20789041,87,17,3,0
20794723,87,17,3,1
20810797,87,17,3,0
20816437,87,17,3,1
20832343,87,17,3,0
20838109,87,17,3,1
20853889,87,17,3,0
20859865,87,17,3,1
20875477,87,17,3,0
20881621,87,17,3,1
20897359,87,17,3,0
20903503,87,17,3,1
20919073,87,17,3,0
20925553,87,17,3,1
20938351,87,17,3,0
20944789,87,17,3,1
20957587,87,17,3,0
20963899,87,17,3,1
20976739,87,17,3,0
20983135,87,17,3,1
20995933,87,17,3,0
21002287,87,17,3,1
21015085,87,17,3,0
21021439,87,17,3,1
21034279,87,17,3,0
21041263,87,17,3,1
21051331,87,17,3,0
21058357,87,17,3,1
21068425,87,17,3,0
21075535,87,17,3,1
21084427,87,17,3,0
21093973,87,17,3,1
21101269,87,17,3,0
21110773,87,17,3,1
21117229,87,17,3,0
