flow_id,qp_id,total_rounds,direct_hpcc_updates,gated_late_updates,gated_stale_updates,rate_total_variation,minimum_rate,maximum_rate,mean_round_start_rate
0,0b004101-0b004001-10000-3,1,461155,0,0,384547471158.000,2000000000,200000000000,200000000000.000
1,0b000001-0b004001-10000-3,1,1102,0,0,222734331880.000,2000000000,200000000000,200000000000.000
2,0b000101-0b004001-10000-3,1,1102,0,0,221138900574.000,2000000000,200000000000,200000000000.000
3,0b000201-0b004001-10000-3,1,1102,0,0,224469749506.000,2000000000,200000000000,200000000000.000
4,0b000301-0b004001-10000-3,1,1102,0,0,221923781112.000,2000000000,200000000000,200000000000.000
5,0b000401-0b004001-10000-3,1,1102,0,0,213764232438.000,2000000000,200000000000,200000000000.000
6,0b000501-0b004001-10000-3,1,1102,0,0,217053310368.000,2000000000,200000000000,200000000000.000
7,0b000601-0b004001-10000-3,1,1102,0,0,217285416434.000,2000000000,200000000000,200000000000.000
8,0b000701-0b004001-10000-3,1,1102,0,0,214350104010.000,2000000000,200000000000,200000000000.000
9,0b000801-0b004001-10000-3,1,1102,0,0,215711833776.000,2000000000,200000000000,200000000000.000
10,0b000901-0b004001-10000-3,1,1102,0,0,221918767012.000,2000000000,200000000000,200000000000.000
11,0b000a01-0b004001-10000-3,1,1102,0,0,213821929430.000,2000000000,200000000000,200000000000.000
12,0b000b01-0b004001-10000-3,1,1102,0,0,214336098626.000,2000000000,200000000000,200000000000.000
13,0b000c01-0b004001-10000-3,1,1102,0,0,216445236822.000,2000000000,200000000000,200000000000.000
14,0b000d01-0b004001-10000-3,1,1102,0,0,213895935356.000,2000000000,200000000000,200000000000.000
15,0b000e01-0b004001-10000-3,1,1102,0,0,215745221396.000,2000000000,200000000000,200000000000.000
16,0b000f01-0b004001-10000-3,1,1102,0,0,214324217094.000,2000000000,200000000000,200000000000.000
17,0b001001-0b004001-10000-3,1,1102,0,0,216568905190.000,2000000000,200000000000,200000000000.000
18,0b001101-0b004001-10000-3,1,1102,0,0,216658925234.000,2000000000,200000000000,200000000000.000
19,0b001201-0b004001-10000-3,1,1102,0,0,217079498832.000,2000000000,200000000000,200000000000.000
20,0b001301-0b004001-10000-3,1,1102,0,0,217273831036.000,2000000000,200000000000,200000000000.000
21,0b001401-0b004001-10000-3,1,1102,0,0,222989813881.000,2000000000,200000000000,200000000000.000
22,0b001501-0b004001-10000-3,1,1102,0,0,224680157351.000,2000000000,200000000000,200000000000.000
23,0b001601-0b004001-10000-3,1,1102,0,0,221932099850.000,2000000000,200000000000,200000000000.000
24,0b001701-0b004001-10000-3,1,1102,0,0,221193657248.000,2000000000,200000000000,200000000000.000
25,0b001801-0b004001-10000-3,1,1102,0,0,216575140756.000,2000000000,200000000000,200000000000.000
