scenario,algorithm,seed,flow_id,qp_id,src,dst,total_size_bytes,start_time,finish_time,fct,acked_bytes,completed,flow_goodput,retx_bytes,retx_events
heff_200g,cbap_sba,2,1,0b000001-0b004001-10000-3,0,64,262144,0.100000000,0.100727598,0.000727598,262144,1,2882294893.609,0,0
heff_200g,cbap_sba,2,4,0b000301-0b004001-10000-3,3,64,262144,0.100000000,0.100727613,0.000727613,262144,1,2882235474.078,0,0
heff_200g,cbap_sba,2,6,0b000501-0b004001-10000-3,5,64,262144,0.100000000,0.100727628,0.000727628,262144,1,2882176056.996,0,0
heff_200g,cbap_sba,2,5,0b000401-0b004001-10000-3,4,64,262144,0.100000000,0.100727643,0.000727643,262144,1,2882116642.364,0,0
heff_200g,cbap_sba,2,2,0b000101-0b004001-10000-3,1,64,262144,0.100000000,0.100727658,0.000727658,262144,1,2882057230.182,0,0
heff_200g,cbap_sba,2,3,0b000201-0b004001-10000-3,2,64,262144,0.100000000,0.100727673,0.000727673,262144,1,2881997820.450,0,0
heff_200g,cbap_sba,2,7,0b000601-0b004001-10000-3,6,64,262144,0.100000000,0.100727688,0.000727688,262144,1,2881938413.166,0,0
heff_200g,cbap_sba,2,8,0b000701-0b004001-10000-3,7,64,262144,0.100000000,0.100727703,0.000727703,262144,1,2881879008.332,0,0
heff_200g,cbap_sba,2,9,0b000801-0b004001-10000-3,8,64,262144,0.100000000,0.100727718,0.000727718,262144,1,2881819605.946,0,0
heff_200g,cbap_sba,2,10,0b000901-0b004001-10000-3,9,64,262144,0.100000000,0.100727733,0.000727733,262144,1,2881760206.010,0,0
heff_200g,cbap_sba,2,11,0b000a01-0b004001-10000-3,10,64,262144,0.100000000,0.100727748,0.000727748,262144,1,2881700808.522,0,0
heff_200g,cbap_sba,2,12,0b000b01-0b004001-10000-3,11,64,262144,0.100000000,0.100727763,0.000727763,262144,1,2881641413.482,0,0
heff_200g,cbap_sba,2,13,0b000c01-0b004001-10000-3,12,64,262144,0.100000000,0.100727778,0.000727778,262144,1,2881582020.891,0,0
heff_200g,cbap_sba,2,14,0b000d01-0b004001-10000-3,13,64,262144,0.100000000,0.100727793,0.000727793,262144,1,2881522630.748,0,0
heff_200g,cbap_sba,2,15,0b000e01-0b004001-10000-3,14,64,262144,0.100000000,0.100727808,0.000727808,262144,1,2881463243.053,0,0
heff_200g,cbap_sba,2,16,0b000f01-0b004001-10000-3,15,64,262144,0.100000000,0.100727823,0.000727823,262144,1,2881403857.806,0,0
heff_200g,cbap_sba,2,17,0b001001-0b004001-10000-3,16,64,262144,0.100000000,0.100727838,0.000727838,262144,1,2881344475.007,0,0
heff_200g,cbap_sba,2,18,0b001101-0b004001-10000-3,17,64,262144,0.100000000,0.100727853,0.000727853,262144,1,2881285094.655,0,0
heff_200g,cbap_sba,2,19,0b001201-0b004001-10000-3,18,64,262144,0.100000000,0.100727868,0.000727868,262144,1,2881225716.751,0,0
heff_200g,cbap_sba,2,20,0b001301-0b004001-10000-3,19,64,262144,0.100000000,0.100727883,0.000727883,262144,1,2881166341.294,0,0
heff_200g,cbap_sba,2,21,0b001401-0b004001-10000-3,20,64,262144,0.100000000,0.100727898,0.000727898,262144,1,2881106968.284,0,0
heff_200g,cbap_sba,2,22,0b001501-0b004001-10000-3,21,64,262144,0.100000000,0.100727913,0.000727913,262144,1,2881047597.721,0,0
heff_200g,cbap_sba,2,23,0b001601-0b004001-10000-3,22,64,262144,0.100000000,0.100727956,0.000727956,262144,1,2880877415.668,0,0
heff_200g,cbap_sba,2,24,0b001701-0b004001-10000-3,23,64,262144,0.100000000,0.100727971,0.000727971,262144,1,2880818054.565,0,0
heff_200g,cbap_sba,2,25,0b001801-0b004001-10000-3,24,64,262144,0.100000000,0.100727986,0.000727986,262144,1,2880758695.909,0,0
heff_200g,cbap_sba,2,26,0b001901-0b004001-10000-3,25,64,262144,0.100000000,0.100728001,0.000728001,262144,1,2880699339.699,0,0
heff_200g,cbap_sba,2,32,0b001f01-0b004001-10000-3,31,64,262144,0.100000000,0.100728016,0.000728016,262144,1,2880639985.934,0,0
heff_200g,cbap_sba,2,30,0b001d01-0b004001-10000-3,29,64,262144,0.100000000,0.100728031,0.000728031,262144,1,2880580634.616,0,0
heff_200g,cbap_sba,2,29,0b001c01-0b004001-10000-3,28,64,262144,0.100000000,0.100728046,0.000728046,262144,1,2880521285.743,0,0
heff_200g,cbap_sba,2,31,0b001e01-0b004001-10000-3,30,64,262144,0.100000000,0.100728061,0.000728061,262144,1,2880461939.316,0,0
heff_200g,cbap_sba,2,34,0b002101-0b004001-10000-3,33,64,262144,0.100000000,0.100728076,0.000728076,262144,1,2880402595.333,0,0
heff_200g,cbap_sba,2,33,0b002001-0b004001-10000-3,32,64,262144,0.100000000,0.100728091,0.000728091,262144,1,2880343253.797,0,0
heff_200g,cbap_sba,2,35,0b002201-0b004001-10000-3,34,64,262144,0.100000000,0.100728106,0.000728106,262144,1,2880283914.705,0,0
heff_200g,cbap_sba,2,37,0b002401-0b004001-10000-3,36,64,262144,0.100000000,0.100728121,0.000728121,262144,1,2880224578.058,0,0
heff_200g,cbap_sba,2,39,0b002601-0b004001-10000-3,38,64,262144,0.100000000,0.100728136,0.000728136,262144,1,2880165243.856,0,0
heff_200g,cbap_sba,2,38,0b002501-0b004001-10000-3,37,64,262144,0.100000000,0.100728151,0.000728151,262144,1,2880105912.098,0,0
heff_200g,cbap_sba,2,27,0b001a01-0b004001-10000-3,26,64,262144,0.100000000,0.100728166,0.000728166,262144,1,2880046582.785,0,0
heff_200g,cbap_sba,2,28,0b001b01-0b004001-10000-3,27,64,262144,0.100000000,0.100728181,0.000728181,262144,1,2879987255.916,0,0
heff_200g,cbap_sba,2,36,0b002301-0b004001-10000-3,35,64,262144,0.100000000,0.100728196,0.000728196,262144,1,2879927931.491,0,0
heff_200g,cbap_sba,2,40,0b002701-0b004001-10000-3,39,64,262144,0.100000000,0.100728211,0.000728211,262144,1,2879868609.510,0,0
heff_200g,cbap_sba,2,41,0b002801-0b004001-10000-3,40,64,262144,0.100000000,0.100728226,0.000728226,262144,1,2879809289.973,0,0
heff_200g,cbap_sba,2,42,0b002901-0b004001-10000-3,41,64,262144,0.100000000,0.100728241,0.000728241,262144,1,2879749972.880,0,0
heff_200g,cbap_sba,2,43,0b002a01-0b004001-10000-3,42,64,262144,0.100000000,0.100728256,0.000728256,262144,1,2879690658.230,0,0
heff_200g,cbap_sba,2,44,0b002b01-0b004001-10000-3,43,64,262144,0.100000000,0.100728347,0.000728347,262144,1,2879330868.391,0,0
