timestamp_ns,link_id,epoch,phase,queue_bytes,q_target_bytes,q_hard_bytes,q_sync_floor_bytes,q_predicted_bytes,capacity_bps,credit_bps,drain_bps,total_budget_bps,old_share_bps,new_share_bps,sum_target_bps,new_flow_count,credit_truncated,oversubscribed,queue_delay_us,budget_over_capacity
2000010000,0,400002,1,0,9499,18999,67072,3749,10000000000,2000000000,0,12000000000,3600000000,8400000000,12000000000,64,0,1,0.0000,1.2000
2067455000,0,413491,1,50040,9499,18999,62880,50040,10000000000,0,0,10000000000,1814005306,8185994694,10000000000,60,0,0,40.0320,1.0000
2067460000,0,413492,1,45896,9499,18999,52400,45896,10000000000,0,0,10000000000,1541904510,8458095490,10000000000,50,0,0,36.7168,1.0000
2067465000,0,413493,1,41328,9499,18999,41920,41328,10000000000,0,0,10000000000,1310618833,8689381167,10000000000,40,0,0,33.0624,1.0000
2067470000,0,413494,1,36136,9499,18999,33536,36136,10000000000,0,0,10000000000,1114026008,8885973992,10000000000,32,0,0,28.9088,1.0000
2067475000,0,413495,1,30096,9499,18999,23056,30096,10000000000,0,0,10000000000,946922106,9053077894,10000000000,22,0,0,24.0768,1.0000
2067480000,0,413496,1,24904,9499,18999,13624,24904,10000000000,0,0,10000000000,804883790,9195116210,10000000000,13,0,0,19.9232,1.0000
2067485000,0,413497,1,17816,9499,18999,5240,17816,10000000000,0,0,10000000000,684151221,9315848779,10000000000,5,0,0,14.2528,1.0000
