flow_id,qp_id,total_rounds,direct_hpcc_updates,gated_late_updates,gated_stale_updates,rate_total_variation,minimum_rate,maximum_rate,mean_round_start_rate
0,0b004101-0b004001-10000-3,1,1096074,0,0,934963642476.000,4000000000,400000000000,400000000000.000
1,0b000001-0b004001-10000-3,1,17624,0,0,931932653121.000,4000000000,400000000000,400000000000.000
2,0b000101-0b004001-10000-3,1,17624,0,0,945142478621.000,4000000000,400000000000,400000000000.000
3,0b000201-0b004001-10000-3,1,17624,0,0,942579132971.000,4000000000,400000000000,400000000000.000
4,0b000301-0b004001-10000-3,1,17624,0,0,683336139529.000,4000000000,400000000000,400000000000.000
5,0b000401-0b004001-10000-3,1,17624,0,0,933846464523.000,4000000000,400000000000,400000000000.000
6,0b000501-0b004001-10000-3,1,17624,0,0,735969044695.000,4000000000,400000000000,400000000000.000
7,0b000601-0b004001-10000-3,1,17624,0,0,745279993376.000,4000000000,400000000000,400000000000.000
8,0b000701-0b004001-10000-3,1,17624,0,0,924745285169.000,4000000000,400000000000,400000000000.000
9,0b000801-0b004001-10000-3,1,17624,0,0,624425608595.000,4000000000,400000000000,400000000000.000
10,0b000901-0b004001-10000-3,1,17624,0,0,685860899012.000,4000000000,400000000000,400000000000.000
11,0b000a01-0b004001-10000-3,1,17624,0,0,917642240668.000,4000000000,400000000000,400000000000.000
12,0b000b01-0b004001-10000-3,1,17624,0,0,929681927647.000,4000000000,400000000000,400000000000.000
13,0b000c01-0b004001-10000-3,1,17624,0,0,633433253697.000,4000000000,400000000000,400000000000.000
14,0b000d01-0b004001-10000-3,1,17624,0,0,915617289098.000,4000000000,400000000000,400000000000.000
15,0b000e01-0b004001-10000-3,1,17624,0,0,627322058964.000,4000000000,400000000000,400000000000.000
16,0b000f01-0b004001-10000-3,1,17624,0,0,936474320837.000,4000000000,400000000000,400000000000.000
17,0b001001-0b004001-10000-3,1,17624,0,0,693253588720.000,4000000000,400000000000,400000000000.000
