algorithm,seed,scenario,cc_mode,cbap_enable,stop_time_s,app_rate_cap_bps,sample_us,base_rtt_us,config_sha256,incast_n,incast_done,completion_rate_pct,fct_mean_ms,fct_p50_ms,fct_p95_ms,fct_p99_ms,fct_min_ms,fct_max_ms,cct_ms,incast_agg_gbps,incast_fairness_jain,bg_completed,bg_fct_ms,bg_before_gbps,bg_during_gbps,bg_after_gbps,bg_min_gbps,bg_drop_pct,bg_retention_pct,bg_recovery90_ms,bg_recovery90_ms_never_dipped,bg_recovery95_ms,bg_recovery95_ms_never_dipped,bg_service_debt_bytes,bg_slowdown,bg_retx_bytes,bg_retx_events,bg_n_flows,bg_service_debt_window_s,bg0_observation_end_s,bg0_bg_completed_before_end,total_acked_bytes,util_mean,queue_mean_bytes,queue_p95_bytes,queue_p99_bytes,queue_peak_bytes,over_qmin_pct,over_qmax_pct,queue_recovery_ms,queue_final_bytes,queue_drained,ecn_marks,pfc_events,pfc_paused_samples,pfc_pause_total_ns,drops,retx_bytes_total,retx_events_total,oversub_peak_bytes,oversub_peak_ratio,oversub_duration_ms,oversub_longest_run_ms,qmax_exceed_ratio,recovery_rtts,qmax_bytes,qmin_bytes,n_links,link_84_1_ecn_marks,link_84_1_over_qmax_pct,link_84_1_over_qmin_pct,link_84_1_oversub_duration_ms,link_84_1_oversub_longest_run_ms,link_84_1_oversub_peak_bytes,link_84_1_oversub_peak_ratio,link_84_1_pfc_events,link_84_1_pfc_pause_total_ns,link_84_1_pfc_paused_samples,link_84_1_qmax_exceed_ratio,link_84_1_queue_drained,link_84_1_queue_final_bytes,link_84_1_queue_mean_bytes,link_84_1_queue_p95_bytes,link_84_1_queue_p99_bytes,link_84_1_queue_peak_bytes,link_84_1_queue_recovery_ms,link_84_1_util_mean
dcqcn,2,s3_fan64_1m_bg80,1,0,3.0,8000000000.0,10.0,15.2,f19e80c68f700c10,64,64,100.0,281.56431668749997,281.6258835,281.73476605,281.74068281,281.287116,281.742581,381.74258100000014,1.9055369979733376,0.9999997209679906,0,nan,7.640881635265409,7.64086551055692,7.640878839352843,7.636363636363279,0.05912928792508598,99.99978896795868,0.0,1,0.0,1,2089804000.0,nan,0,0,1,3.0,2.99998,0,1977323864.0,0.9481510223962991,928932.4345252129,1271224.0,1272272.0,1272272.0,73.57956777996071,73.35690897184021,280.56000000000034,0.0,1,9542.0,0,0,0,0,0,0,872272.0,3.18068,280.04,280.04,3.18068,18457.89473684213,400000,200000.0,1,9542.0,73.35690897184021,73.57956777996071,280.04,280.04,872272.0,3.18068,0,0,0,3.18068,1,0.0,928932.4345252129,1271224.0,1272272.0,1272272.0,280.56000000000034,0.9481510223962991
dctcp,2,s3_fan64_1m_bg80,8,0,3.0,8000000000.0,10.0,15.2,6f3ae85eb6a5a8c6,64,64,100.0,281.5613705937499,281.6258835,281.73476605,281.74068281,281.253596,281.742581,381.74258100000014,1.9055369979733376,0.9999997020259677,0,nan,7.640881635265409,7.64086551055692,7.640878839352843,7.636363636363279,0.05912928792508598,99.99978896795868,0.0,1,0.0,1,2089804000.0,nan,0,0,1,3.0,2.99998,0,1977323864.0,0.9481510223962988,928886.2103470858,1271224.0,1272272.0,1272272.0,73.57956777996071,73.35690897184021,280.56000000000034,0.0,1,9542.0,0,0,0,0,0,0,872272.0,3.18068,280.04,280.04,3.18068,18457.89473684213,400000,200000.0,1,9542.0,73.35690897184021,73.57956777996071,280.04,280.04,872272.0,3.18068,0,0,0,3.18068,1,0.0,928886.2103470858,1271224.0,1272272.0,1272272.0,280.56000000000034,0.9481510223962988
timely,2,s3_fan64_1m_bg80,7,0,3.0,8000000000.0,10.0,15.2,129835f8b7f71b37,64,64,100.0,283.03127962499997,283.10040849999996,283.20984405,283.21621441,282.704701,283.217596,383.2175960000002,1.8956128417953235,0.9999996759732831,0,nan,7.582943317732708,7.582922755741128,7.58294547686813,7.5797979797976245,0.04147911705640883,99.9997288389123,0.0,1,0.0,1,2104289000.0,nan,0,0,1,3.0,2.99998,0,1962838864.0,0.9486999133663676,937202.0470747873,1280928.0,1280928.0,1280928.0,73.68352382443506,73.46171911695632,282.07000000000005,0.0,1,9655.0,0,0,0,0,0,0,880928.0,3.20232,281.52,281.52,3.20232,18557.236842105267,400000,200000.0,1,9655.0,73.46171911695632,73.68352382443506,281.52,281.52,880928.0,3.20232,0,0,0,3.20232,1,0.0,937202.0470747873,1280928.0,1280928.0,1280928.0,282.07000000000005,0.9486999133663676
hpcc,2,s3_fan64_1m_bg80,3,0,3.0,8000000000.0,10.0,15.2,0d7b645bb6c62551,64,64,100.0,59.5885604375,59.758093,60.10895325,60.13094515,57.770199,60.134218000000004,160.13421800000006,8.927877169700624,0.9999237866586987,0,nan,7.346197847913916,4.636472645515862,7.346041879468848,0.09292929292928859,98.7350014952881,63.11390928345976,159.9999999999935,0,161.99999999999326,0,2217741000.0,nan,0,0,1,3.0,2.99998,0,1849385864.0,0.870797172473921,22616.085550143624,23980.0,900721.5000000043,1291650.0,2.1168977144998125,1.8046709129511678,3.009999999999735,0.0,1,274.0,0,0,0,0,0,0,891650.0,3.229125,2.89,2.89,3.229125,198.02631578945628,400000,200000.0,1,274.0,1.8046709129511678,2.1168977144998125,2.89,2.89,891650.0,3.229125,0,0,0,3.229125,1,0.0,22616.085550143624,23980.0,900721.5000000043,1291650.0,3.009999999999735,0.870797172473921
cbapsba,2,s3_fan64_1m_bg80,30,1,3.0,8000000000.0,10.0,15.2,20eb86ba4f0c41fb,64,64,100.0,93.33508690625001,93.5142225,93.53297815,93.53423563,92.086893,93.53455,193.5345500000003,5.739813919027768,0.9999889503929584,0,nan,7.640881635265409,5.787887556841673,7.568536251709987,2.258585858585753,70.44076892695774,75.74894931140531,193.99999999998974,0,193.99999999998974,0,2142849000.0,nan,0,0,1,3.0,2.99998,0,1924278864.0,0.897249610416085,548016.2732251731,1263888.0,1263888.0,1263888.0,46.65702180427819,44.67293582721918,76.23000000000025,0.0,1,8253.0,0,0,0,0,0,0,863888.0,3.15972,86.46000000000001,85.98,3.15972,5015.131578947385,400000,200000.0,1,8253.0,44.67293582721918,46.65702180427819,86.46000000000001,85.98,863888.0,3.15972,0,0,0,3.15972,1,0.0,548016.2732251731,1263888.0,1263888.0,1263888.0,76.23000000000025,0.897249610416085
