flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,233815,1,233815,0,0,0,0,0.010005808,1.206999892,0.935289029,0.870580961,1608667443.348,1497371619,76.097934327,0.945700615,10000000000,8000000000,17800,0.000000000,0.935289029
1,0,17624,3,17623,1,0,1,1,0.020016274,0.991025490,0.499944260,0.000000000,8387672.833,0,76.773812280,1.693392721,10000000000,376091876,17553,0.000056741,0.499944260
2,0,17624,3,17623,1,0,1,1,0.020056306,0.989088706,0.499944250,0.000000000,8387672.671,0,76.528014767,1.691721582,10000000000,213853257,17565,0.000056741,0.499944250
3,0,17624,3,17623,1,0,1,1,0.020096338,0.988947846,0.499944273,0.000000000,8387673.049,0,76.282057530,1.691623542,10000000000,244167091,17560,0.000056741,0.499944273
4,0,17624,3,17621,3,0,3,3,0.020017108,0.991578744,0.499943615,0.000000000,8387662.016,0,77.517068561,1.723899341,10000000000,1102080075,17537,0.000170222,0.499943615
5,0,17624,3,17623,1,0,1,1,0.020019610,0.989472010,0.499943912,0.000000000,8387667.000,0,77.264838871,1.707594715,10000000000,267022032,17555,0.000056741,0.499943912
6,0,17624,3,17623,1,0,1,1,0.020017942,0.983178793,0.499943938,0.000000000,8387667.432,0,77.266544173,1.706058277,10000000000,100094131,17539,0.000056741,0.499943938
7,0,17624,3,17623,1,0,1,1,0.020057974,0.990727894,0.499943886,0.000000000,8387666.567,0,76.896142602,1.714209594,10000000000,302093017,17554,0.000056741,0.499943886
8,0,17624,3,17623,1,0,1,1,0.020059642,0.987835221,0.499943954,0.000000000,8387667.702,0,77.020746661,1.705479171,10000000000,153108781,17558,0.000056741,0.499943954
9,0,17624,3,17622,2,0,2,2,0.020018776,0.991566591,0.499943834,0.000000000,8387665.696,0,77.576657609,1.716677114,10000000000,1061124079,17552,0.000113482,0.499943834
10,0,17624,3,17623,1,0,1,1,0.020020444,0.989144815,0.499943741,0.000000000,8387664.137,0,77.513657956,1.722287680,10000000000,219702122,17543,0.000056741,0.499943741
11,0,17624,3,17623,1,0,1,1,0.020023780,0.987472090,0.499943902,0.000000000,8387666.837,0,77.387737627,1.705812448,10000000000,196689875,17556,0.000056741,0.499943902
12,0,17624,3,17623,1,0,1,1,0.020063812,0.987782343,0.499943960,0.000000000,8387667.810,0,77.019041358,1.704942952,10000000000,206182021,17567,0.000056741,0.499943960
13,0,17624,3,17623,1,0,1,1,0.020021278,0.990154963,0.499943864,0.000000000,8387666.189,0,77.517068561,1.716572033,10000000000,298248254,17562,0.000056741,0.499943864
14,0,17624,3,17623,1,0,1,1,0.020027950,0.983843103,0.499943922,0.000000000,8387667.162,0,77.264838871,1.702958310,10000000000,170048253,17551,0.000056741,0.499943922
15,0,17624,3,17623,1,0,1,1,0.020022112,0.988344506,0.499943944,0.000000000,8387667.540,0,77.576657609,1.713011636,10000000000,223222033,17559,0.000056741,0.499943944
16,0,17624,3,17623,1,0,1,1,0.020067982,0.982908087,0.499943922,0.000000000,8387667.162,0,76.897847904,1.701773055,10000000000,149828553,17551,0.000056741,0.499943922
17,0,17624,3,17623,1,0,1,1,0.020026282,0.989045170,0.499943951,0.000000000,8387667.648,0,76.836088471,1.708094620,10000000000,278151566,17549,0.000056741,0.499943951
18,0,17624,3,17623,1,0,1,1,0.020070484,0.991144091,0.499943938,0.000000000,8387667.432,0,77.143335362,1.712170250,10000000000,433771689,17554,0.000056741,0.499943938
19,0,17624,3,17623,1,0,1,1,0.020025448,0.987476428,0.499943899,0.000000000,8387666.783,0,77.266544173,1.709624453,10000000000,189353932,17554,0.000056741,0.499943899
20,0,17624,3,17623,1,0,1,1,0.020065480,0.986812295,0.499943964,0.000000000,8387667.864,0,77.019041358,1.710667788,10000000000,157992766,17552,0.000056741,0.499943964
21,0,17624,3,17623,1,0,1,1,0.020032120,0.986347618,0.499944234,0.000000000,8387672.401,0,76.835261658,1.689518277,10000000000,186667203,17559,0.000056741,0.499944234
22,0,17624,3,17623,1,0,1,1,0.020072152,0.989610660,0.499944273,0.000000000,8387673.049,0,76.527855042,1.692026257,10000000000,277630744,17555,0.000056741,0.499944273
23,0,17624,3,17621,3,0,3,1,0.020024614,0.991602035,0.499943615,0.000000000,8387662.016,0,77.517068561,1.725201504,10000000000,1128410995,17532,0.000056741,0.499943615
24,0,17624,3,17623,1,0,1,1,0.020111350,0.986856665,0.499944195,0.000000000,8387671.753,0,76.650913524,1.691018169,10000000000,119580961,17559,0.000056741,0.499944195
25,0,17624,3,17623,1,0,1,1,0.020030452,0.986911206,0.499944005,0.000000000,8387668.566,0,76.711639440,1.706303156,10000000000,134652662,17556,0.000056741,0.499944005
26,0,17624,3,17623,1,0,1,1,0.020029618,0.987709721,0.499943996,0.000000000,8387668.404,0,77.141940114,1.708992360,10000000000,204233667,17546,0.000056741,0.499943996
27,0,17624,3,17623,1,0,1,1,0.020074654,0.990202669,0.499943938,0.000000000,8387667.432,0,77.141785087,1.711140139,10000000000,365791982,17550,0.000056741,0.499943938
28,0,17624,3,17623,1,0,1,1,0.020069650,0.987872919,0.499943951,0.000000000,8387667.648,0,76.834693224,1.711827547,10000000000,223002760,17548,0.000056741,0.499943951
29,0,17624,3,17622,2,0,2,2,0.020034622,0.991306817,0.499943847,0.000000000,8387665.912,0,77.456859403,1.717085501,10000000000,643277043,17548,0.000113482,0.499943847
30,0,17624,3,17623,1,0,1,1,0.020036290,0.990749897,0.499944086,0.000000000,8387669.916,0,77.455619183,1.706925728,10000000000,455865811,17560,0.000056741,0.499944086
31,0,17624,3,17622,2,0,2,2,0.020033788,0.991238742,0.499943931,0.000000000,8387667.317,0,77.452208578,1.717494512,10000000000,505313128,17546,0.000113482,0.499943931
32,0,17624,3,17623,1,0,1,1,0.020028784,0.988426406,0.499943712,0.000000000,8387663.650,0,77.455619183,1.722058999,10000000000,192431684,17553,0.000056741,0.499943712
33,0,17624,3,17623,1,0,1,1,0.020038792,0.985007066,0.499943944,0.000000000,8387667.540,0,77.387582599,1.711535028,10000000000,144122820,17553,0.000056741,0.499943944
34,0,17624,3,17621,3,0,3,1,0.020032954,0.991656845,0.499943512,0.000000000,8387660.288,0,77.455619183,1.725034691,10000000000,1298894154,17539,0.000056741,0.499943512
35,0,17624,3,17622,2,0,2,2,0.020037958,0.991370307,0.499943902,0.000000000,8387666.831,0,77.080490736,1.712921889,10000000000,678933030,17540,0.000113482,0.499943902
36,0,17624,3,17622,2,0,2,2,0.020077990,0.991469885,0.499943899,0.000000000,8387666.777,0,76.834693224,1.714267938,10000000000,801946477,17560,0.000113482,0.499943899
37,0,17624,3,17622,2,0,2,2,0.020037124,0.991259702,0.499943696,0.000000000,8387663.374,0,77.455619183,1.725055054,10000000000,601290783,17542,0.000113482,0.499943696
38,0,17624,3,17623,1,0,1,1,0.020041294,0.990552537,0.499944002,0.000000000,8387668.512,0,77.080490736,1.710514482,10000000000,408162199,17558,0.000056741,0.499944002
39,0,17624,3,17623,1,0,1,1,0.020042128,0.990627813,0.499943954,0.000000000,8387667.702,0,77.390683149,1.715573181,10000000000,422008882,17549,0.000056741,0.499943954
40,0,17624,3,17623,1,0,1,1,0.020081326,0.986145870,0.499943915,0.000000000,8387667.054,0,76.896142602,1.710353711,10000000000,166801462,17560,0.000056741,0.499943915
41,0,17624,3,17619,5,0,5,5,0.020040460,0.992032969,0.499943353,0.000000000,8387657.627,0,76.711226034,1.703305007,10000000000,2137774228,17523,0.000283704,0.499943353
42,0,17624,3,17623,1,0,1,1,0.020080492,0.990557709,0.499944295,0.000000000,8387673.428,0,76.404956286,1.702595962,10000000000,344548259,17557,0.000056741,0.499944295
43,0,17624,3,17623,1,0,1,1,0.020045464,0.988435748,0.499943951,0.000000000,8387667.648,0,77.389442929,1.715318629,10000000000,224371420,17541,0.000056741,0.499943951
44,0,17624,3,17623,1,0,1,1,0.020119690,0.991138240,0.499944331,0.000000000,8387674.022,0,76.896711036,1.703694711,10000000000,541450748,17552,0.000056741,0.499944331
45,0,17624,3,17620,4,0,4,1,0.020044630,0.991744128,0.499943850,0.000000000,8387665.953,0,77.080490736,1.712028901,10000000000,1688253071,17529,0.000056741,0.499943850
46,0,17624,3,17623,1,0,1,1,0.020039626,0.987888933,0.499943873,0.000000000,8387666.351,0,77.082196039,1.706905678,10000000000,217498531,17559,0.000056741,0.499943873
47,0,17624,3,17619,5,0,5,1,0.020079658,0.992087449,0.499942848,0.000000000,8387649.147,0,76.834693224,1.709949311,10000000000,2391914777,17508,0.000056741,0.499942848
48,0,17624,3,17623,1,0,1,1,0.020084662,0.990823306,0.499944160,0.000000000,8387671.159,0,76.957591980,1.710470973,10000000000,377181006,17551,0.000056741,0.499944160
49,0,17624,3,17623,1,0,1,1,0.020046298,0.988936002,0.499944179,0.000000000,8387671.483,0,76.220930287,1.698446784,10000000000,308118033,17553,0.000056741,0.499944179
50,0,17624,3,17621,3,0,3,3,0.020090500,0.991678391,0.499943972,0.000000000,8387668.012,0,76.957436953,1.702712127,10000000000,1417866105,17537,0.000170222,0.499943972
51,0,17624,3,17623,1,0,1,1,0.020132200,0.987185509,0.499944121,0.000000000,8387670.511,0,76.712525312,1.699557178,10000000000,199615890,17561,0.000056741,0.499944121
52,0,17624,3,17623,1,0,1,1,0.020048800,0.990707265,0.499943825,0.000000000,8387665.541,0,77.386032325,1.723112550,10000000000,377210972,17548,0.000056741,0.499943825
53,0,17624,3,17623,1,0,1,1,0.020050468,0.989390828,0.499943947,0.000000000,8387667.594,0,77.266234118,1.710103441,10000000000,293204676,17561,0.000056741,0.499943947
