flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,955517,1,955517,0,0,0,0,0.010004046,0.040999999,0.806878258,0.613817379,1900907998.564,1446079820,17.820951543,0.855534075,400000000000,320000000000,15627,0.000000000,0.806878258
1,0,8812,3,8774,38,0,38,1,0.020012097,0.026601343,0.485980775,0.000000000,4076702.214,0,17.840676191,2.757103036,400000000000,25948647464,6917,0.000113482,0.485980775
2,0,8812,3,8794,18,0,18,18,0.020012706,0.025899319,0.485887188,0.000000000,4075917.156,0,17.811555329,2.758520616,400000000000,12285506185,7914,0.002042669,0.485887188
3,0,8812,3,8793,19,0,19,19,0.020013315,0.026019176,0.485898334,0.000000000,4076010.653,0,17.815879019,2.761938642,400000000000,12764393893,7822,0.002156151,0.485898334
4,0,8812,3,8776,36,0,36,1,0.020012118,0.026634932,0.489610475,0.000000000,4107150.347,0,17.768708474,2.636492721,400000000000,24302815054,6496,0.000113482,0.489610475
5,0,8812,3,8776,36,0,36,1,0.020012202,0.026641125,0.487290761,0.000000000,4087691.173,0,17.917756383,2.696777704,400000000000,24406375958,6971,0.000113482,0.487290761
6,0,8812,3,8785,27,0,27,5,0.020012139,0.026321485,0.488904993,0.000000000,4101232.332,0,17.796037404,2.654402987,400000000000,18924102538,7449,0.000567408,0.488904993
7,0,8812,3,8792,20,0,20,1,0.020012643,0.026105257,0.488539339,0.000000000,4098165.010,0,17.786731511,2.683231165,400000000000,13605330271,7751,0.000113482,0.488539339
8,0,8812,3,8782,30,0,30,12,0.020012811,0.026503208,0.487022515,0.000000000,4085440.963,0,17.880390854,2.695081441,400000000000,21492328576,7256,0.001361779,0.487022515
9,0,8812,3,8767,45,0,45,1,0.020012160,0.026681556,0.489536215,0.000000000,4106527.413,0,17.791031754,2.583069242,400000000000,30928458875,6519,0.000113482,0.489536215
10,0,8812,3,8776,36,0,36,1,0.020012223,0.026628254,0.489565940,0.000000000,4106776.764,0,17.793420718,2.638796438,400000000000,24607023960,6506,0.000113482,0.489565940
11,0,8812,3,8783,29,0,29,6,0.020012307,0.026495481,0.487219064,0.000000000,4087089.739,0,17.806800307,2.697544468,400000000000,20524982114,7264,0.000680890,0.487219064
12,0,8812,3,8779,33,0,33,22,0.020012916,0.026577045,0.486957571,0.000000000,4084896.179,0,17.945613854,2.698468708,400000000000,24964645313,7122,0.002496596,0.486957571
13,0,8812,3,8764,48,0,48,1,0.020012244,0.026697517,0.489410072,0.000000000,4105469.248,0,17.705091453,2.552685452,400000000000,32571841420,6411,0.000113482,0.489410072
