time_ns,node_id,if_index,q_index,event_type
20145141,86,17,3,1
20145141,88,17,3,1
20145141,85,17,3,1
20145161,87,17,3,1
20162106,86,17,3,0
20162126,88,17,3,0
20162146,85,17,3,0
20162166,87,17,3,0
20167467,86,17,3,1
20167487,85,17,3,1
20167487,88,17,3,1
20167507,87,17,3,1
20184486,85,17,3,0
20184506,87,17,3,0
20184526,86,17,3,0
20184546,88,17,3,0
20189847,85,17,3,1
20189867,86,17,3,1
20189867,87,17,3,1
20189887,88,17,3,1
20206866,86,17,3,0
20206886,88,17,3,0
20206906,85,17,3,0
20206926,87,17,3,0
20212227,86,17,3,1
20212247,85,17,3,1
20212247,88,17,3,1
20212267,87,17,3,1
20229226,85,17,3,0
20229246,87,17,3,0
20229266,86,17,3,0
20229286,88,17,3,0
20234587,87,17,3,1
20234587,85,17,3,1
20234607,88,17,3,1
20234607,86,17,3,1
20251546,88,17,3,0
20251586,87,17,3,0
20251606,86,17,3,0
20251646,85,17,3,0
20256907,88,17,3,1
20256947,86,17,3,1
20256947,87,17,3,1
20256967,85,17,3,1
20273886,85,17,3,0
20273946,86,17,3,0
20273966,88,17,3,0
20274006,87,17,3,0
20279247,85,17,3,1
20279307,88,17,3,1
20279307,86,17,3,1
20279347,87,17,3,1
20296286,88,17,3,0
20296306,85,17,3,0
20296346,87,17,3,0
20296366,86,17,3,0
20301647,88,17,3,1
20301667,85,17,3,1
20301687,87,17,3,1
20301707,86,17,3,1
20318666,87,17,3,0
20318686,86,17,3,0
20318706,88,17,3,0
20318726,85,17,3,0
20324027,86,17,3,1
20324027,87,17,3,1
20324047,85,17,3,1
20324047,88,17,3,1
20340986,85,17,3,0
20341026,86,17,3,0
20341046,88,17,3,0
20341086,87,17,3,0
20346347,85,17,3,1
20346387,88,17,3,1
20346387,86,17,3,1
20346407,87,17,3,1
20363326,87,17,3,0
20363366,88,17,3,0
20363386,85,17,3,0
20363426,86,17,3,0
20368687,87,17,3,1
20368727,85,17,3,1
20368727,88,17,3,1
20368747,86,17,3,1
20385686,86,17,3,0
20385726,85,17,3,0
20385746,87,17,3,0
20385786,88,17,3,0
20391047,86,17,3,1
20391087,87,17,3,1
20391087,85,17,3,1
20391107,88,17,3,1
20408046,88,17,3,0
20408086,87,17,3,0
20408106,86,17,3,0
20408146,85,17,3,0
20413407,88,17,3,1
20413447,86,17,3,1
20413447,87,17,3,1
20413487,85,17,3,1
20429986,86,17,3,0
20430006,88,17,3,0
20430026,85,17,3,0
20430046,87,17,3,0
20435367,86,17,3,1
20435387,88,17,3,1
20435407,85,17,3,1
20435427,87,17,3,1
20451806,86,17,3,0
20451826,88,17,3,0
20451846,85,17,3,0
20451866,87,17,3,0
20457187,86,17,3,1
20457207,88,17,3,1
20457227,85,17,3,1
20457247,87,17,3,1
20473626,86,17,3,0
20473646,88,17,3,0
20473666,85,17,3,0
20473686,87,17,3,0
20479007,86,17,3,1
20479027,88,17,3,1
20479047,85,17,3,1
20479067,87,17,3,1
20495446,86,17,3,0
20495466,88,17,3,0
20495486,85,17,3,0
20495506,87,17,3,0
20500827,86,17,3,1
20500847,88,17,3,1
20500867,85,17,3,1
20500887,87,17,3,1
20517266,88,17,3,0
20517286,85,17,3,0
20517306,87,17,3,0
20517326,86,17,3,0
20522647,88,17,3,1
20522667,85,17,3,1
20522687,87,17,3,1
20522727,86,17,3,1
20539086,88,17,3,0
20539106,85,17,3,0
20539146,87,17,3,0
20539166,86,17,3,0
20544467,88,17,3,1
20544487,85,17,3,1
20544527,87,17,3,1
20544547,86,17,3,1
20560906,88,17,3,0
20560926,85,17,3,0
20560946,87,17,3,0
20560966,86,17,3,0
20566287,88,17,3,1
20566307,85,17,3,1
20566327,87,17,3,1
20566347,86,17,3,1
20582726,88,17,3,0
20582746,85,17,3,0
20582766,87,17,3,0
20582786,86,17,3,0
20588107,88,17,3,1
20588127,85,17,3,1
20588147,87,17,3,1
20588167,86,17,3,1
20604546,88,17,3,0
20604566,85,17,3,0
20604586,87,17,3,0
20604606,86,17,3,0
20609767,85,17,3,1
20609767,88,17,3,1
20609787,87,17,3,1
20609807,86,17,3,1
20626346,85,17,3,0
20626366,88,17,3,0
20626386,86,17,3,0
20626406,87,17,3,0
20631587,88,17,3,1
20631607,85,17,3,1
20631627,86,17,3,1
20631667,87,17,3,1
20648286,88,17,3,0
20648306,86,17,3,0
20648326,87,17,3,0
20648346,85,17,3,0
20653527,87,17,3,1
20653547,88,17,3,1
20653567,86,17,3,1
20653587,85,17,3,1
20670226,88,17,3,0
20670246,86,17,3,0
20670266,87,17,3,0
20670286,85,17,3,0
20675447,88,17,3,1
20675467,86,17,3,1
20675547,85,17,3,1
20675567,87,17,3,1
20692186,86,17,3,0
20692226,85,17,3,0
20692246,88,17,3,0
20692286,87,17,3,0
20697427,85,17,3,1
