flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,957734,1,957734,0,0,0,0,0.010004046,0.040999977,0.806429436,0.612921500,1899850627.186,1443969236,18.918640751,0.858493460,400000000000,320000000000,3331,0.000000000,0.806429436
1,0,4406,3,4378,28,0,28,1,0.020012097,0.026257333,0.444654738,0.000000000,1865017.148,0,18.993957173,6.663055113,400000000000,19298543855,2367,0.000226963,0.444654738
2,0,4406,3,4389,17,0,17,16,0.020013105,0.026198379,0.443391109,0.000000000,1859717.104,0,18.994531585,6.787943238,400000000000,17515634636,3055,0.003631412,0.443391109
3,0,4406,3,4377,29,0,29,1,0.020014113,0.026230525,0.444696374,0.000000000,1865191.778,0,18.994125244,6.648570130,400000000000,19446816702,2638,0.000226963,0.444696374
4,0,4406,3,4397,9,0,9,1,0.020012118,0.025947764,0.453731186,0.000000000,1903086.527,0,19.087459622,6.044771330,400000000000,6050829610,2795,0.000226963,0.453731186
5,0,4406,3,4395,11,0,11,1,0.020012202,0.025998879,0.437027875,0.000000000,1833027.762,0,18.994772231,6.790469054,400000000000,7018246018,3016,0.000226963,0.437027875
6,0,4406,3,4392,14,0,14,1,0.020012139,0.026191697,0.452161636,0.000000000,1896503.357,0,19.258278025,6.978764818,400000000000,9605917644,2311,0.000226963,0.452161636
7,0,4406,3,4391,15,0,15,1,0.020013147,0.026166228,0.450689095,0.000000000,1890327.072,0,19.256000189,7.027840214,400000000000,9677644731,2414,0.000226963,0.450689095
8,0,4406,3,4390,16,0,16,1,0.020013210,0.026146742,0.442824383,0.000000000,1857340.082,0,18.995244381,6.559100297,400000000000,10739458828,2457,0.000226963,0.442824383
9,0,4406,3,4394,12,0,12,1,0.020012160,0.026113540,0.451237952,0.000000000,1892629.146,0,18.999054537,7.706381046,400000000000,8131767276,2307,0.000226963,0.451237952
10,0,4406,3,4397,9,0,9,7,0.020012223,0.025913284,0.453766628,0.000000000,1903235.183,0,19.091961528,6.044569604,400000000000,6014974058,2726,0.001588743,0.453766628
11,0,4406,3,4395,11,0,11,1,0.020012307,0.025999509,0.437086086,0.000000000,1833271.920,0,18.995935769,6.793533519,400000000000,6896867507,3017,0.000226963,0.437086086
12,0,4406,3,4391,15,0,15,3,0.020013315,0.026192485,0.442821848,0.000000000,1857329.447,0,18.995153675,6.568961379,400000000000,15551827870,2433,0.000680890,0.442821848
13,0,4406,3,4394,12,0,12,1,0.020012244,0.026087395,0.453119274,0.000000000,1900519.985,0,19.257013671,7.252255867,400000000000,7880691849,2327,0.000226963,0.453119274
14,0,4406,3,4395,11,0,11,1,0.020012412,0.026047570,0.438451179,0.000000000,1838997.532,0,18.995887511,6.715879880,400000000000,8122776174,2995,0.000226963,0.438451179
