time_ns,event,link_id,node_id,if_index,packet_uid,packet_bytes
20005123,TX_BEGIN,0,84,1,0,1048
20005164,TX_END,0,84,1,0,1048
20005164,TX_BEGIN,0,84,1,1,1048
20005205,TX_END,0,84,1,1,1048
20005205,TX_BEGIN,0,84,1,2,1048
20005246,TX_END,0,84,1,2,1048
20005246,TX_BEGIN,0,84,1,3,1048
20005287,TX_END,0,84,1,3,1048
20005287,TX_BEGIN,0,84,1,4,1048
20005328,TX_END,0,84,1,4,1048
20005328,TX_BEGIN,0,84,1,5,1048
20005369,TX_END,0,84,1,5,1048
20005369,TX_BEGIN,0,84,1,6,1048
20005410,TX_END,0,84,1,6,1048
20005410,TX_BEGIN,0,84,1,7,1048
20005451,TX_END,0,84,1,7,1048
20005451,TX_BEGIN,0,84,1,8,1048
20005492,TX_END,0,84,1,8,1048
20005492,TX_BEGIN,0,84,1,9,1048
20005533,TX_END,0,84,1,9,1048
20005533,TX_BEGIN,0,84,1,10,1048
20005574,TX_END,0,84,1,10,1048
20005574,TX_BEGIN,0,84,1,11,1048
20005615,TX_END,0,84,1,11,1048
20005615,TX_BEGIN,0,84,1,12,1048
20005656,TX_END,0,84,1,12,1048
20005656,TX_BEGIN,0,84,1,13,1048
20005697,TX_END,0,84,1,13,1048
20005697,TX_BEGIN,0,84,1,14,1048
20005738,TX_END,0,84,1,14,1048
20005738,TX_BEGIN,0,84,1,15,1048
20005779,TX_END,0,84,1,15,1048
20005779,TX_BEGIN,0,84,1,16,1048
20005820,TX_END,0,84,1,16,1048
20005820,TX_BEGIN,0,84,1,17,1048
20005861,TX_END,0,84,1,17,1048
20005861,TX_BEGIN,0,84,1,18,1048
20005902,TX_END,0,84,1,18,1048
20005902,TX_BEGIN,0,84,1,19,1048
20005943,TX_END,0,84,1,19,1048
20005943,TX_BEGIN,0,84,1,20,1048
20005984,TX_END,0,84,1,20,1048
20005984,TX_BEGIN,0,84,1,21,1048
20006025,TX_END,0,84,1,21,1048
20006025,TX_BEGIN,0,84,1,22,1048
20006066,TX_END,0,84,1,22,1048
20006066,TX_BEGIN,0,84,1,23,1048
20006107,TX_END,0,84,1,23,1048
20006107,TX_BEGIN,0,84,1,24,1048
20006148,TX_END,0,84,1,24,1048
20006148,TX_BEGIN,0,84,1,25,1048
20006189,TX_END,0,84,1,25,1048
20006189,TX_BEGIN,0,84,1,26,1048
20006230,TX_END,0,84,1,26,1048
20006230,TX_BEGIN,0,84,1,27,1048
20006271,TX_END,0,84,1,27,1048
20006271,TX_BEGIN,0,84,1,28,1048
20006312,TX_END,0,84,1,28,1048
20006312,TX_BEGIN,0,84,1,29,1048
20006353,TX_END,0,84,1,29,1048
20006353,TX_BEGIN,0,84,1,30,1048
20006394,TX_END,0,84,1,30,1048
20006394,TX_BEGIN,0,84,1,31,1048
20006435,TX_END,0,84,1,31,1048
20006435,TX_BEGIN,0,84,1,32,1048
20006476,TX_END,0,84,1,32,1048
20006476,TX_BEGIN,0,84,1,33,1048
20006517,TX_END,0,84,1,33,1048
20006517,TX_BEGIN,0,84,1,34,1048
20006558,TX_END,0,84,1,34,1048
20006558,TX_BEGIN,0,84,1,35,1048
20006599,TX_END,0,84,1,35,1048
20006599,TX_BEGIN,0,84,1,36,1048
20006640,TX_END,0,84,1,36,1048
20006640,TX_BEGIN,0,84,1,37,1048
20006681,TX_END,0,84,1,37,1048
20006681,TX_BEGIN,0,84,1,38,1048
20006722,TX_END,0,84,1,38,1048
20006722,TX_BEGIN,0,84,1,39,1048
20006763,TX_END,0,84,1,39,1048
20006763,TX_BEGIN,0,84,1,40,1048
20006804,TX_END,0,84,1,40,1048
20006804,TX_BEGIN,0,84,1,41,1048
20006845,TX_END,0,84,1,41,1048
20006845,TX_BEGIN,0,84,1,42,1048
20006886,TX_END,0,84,1,42,1048
20006886,TX_BEGIN,0,84,1,43,1048
20006927,TX_END,0,84,1,43,1048
20006927,TX_BEGIN,0,84,1,44,1048
20006968,TX_END,0,84,1,44,1048
20006968,TX_BEGIN,0,84,1,45,1048
20007009,TX_END,0,84,1,45,1048
20007009,TX_BEGIN,0,84,1,46,1048
20007050,TX_END,0,84,1,46,1048
20007050,TX_BEGIN,0,84,1,47,1048
20007091,TX_END,0,84,1,47,1048
20007091,TX_BEGIN,0,84,1,48,1048
20007132,TX_END,0,84,1,48,1048
20007132,TX_BEGIN,0,84,1,49,1048
20007173,TX_END,0,84,1,49,1048
20007173,TX_BEGIN,0,84,1,50,1048
20007214,TX_END,0,84,1,50,1048
20007214,TX_BEGIN,0,84,1,51,1048
20007255,TX_END,0,84,1,51,1048
20007255,TX_BEGIN,0,84,1,52,1048
20007296,TX_END,0,84,1,52,1048
20007296,TX_BEGIN,0,84,1,53,1048
20007337,TX_END,0,84,1,53,1048
20007337,TX_BEGIN,0,84,1,54,1048
20007378,TX_END,0,84,1,54,1048
20007378,TX_BEGIN,0,84,1,55,1048
20007419,TX_END,0,84,1,55,1048
20007419,TX_BEGIN,0,84,1,56,1048
20007460,TX_END,0,84,1,56,1048
20007460,TX_BEGIN,0,84,1,57,1048
20007501,TX_END,0,84,1,57,1048
20007501,TX_BEGIN,0,84,1,58,1048
20007542,TX_END,0,84,1,58,1048
20007542,TX_BEGIN,0,84,1,59,1048
20007583,TX_END,0,84,1,59,1048
20007583,TX_BEGIN,0,84,1,60,1048
20007624,TX_END,0,84,1,60,1048
20007624,TX_BEGIN,0,84,1,61,1048
20007665,TX_END,0,84,1,61,1048
20007665,TX_BEGIN,0,84,1,62,1048
20007706,TX_END,0,84,1,62,1048
20007706,TX_BEGIN,0,84,1,63,1048
20007747,TX_END,0,84,1,63,1048
20007747,TX_BEGIN,0,84,1,64,1048
20007788,TX_END,0,84,1,64,1048
20007788,TX_BEGIN,0,84,1,65,1048
20007829,TX_END,0,84,1,65,1048
20007829,TX_BEGIN,0,84,1,66,1048
20007870,TX_END,0,84,1,66,1048
20007870,TX_BEGIN,0,84,1,67,1048
20007911,TX_END,0,84,1,67,1048
20007911,TX_BEGIN,0,84,1,68,1048
20007952,TX_END,0,84,1,68,1048
20007952,TX_BEGIN,0,84,1,69,1048
20007993,TX_END,0,84,1,69,1048
20007993,TX_BEGIN,0,84,1,70,1048
20008034,TX_END,0,84,1,70,1048
20008034,TX_BEGIN,0,84,1,71,1048
20008075,TX_END,0,84,1,71,1048
20008075,TX_BEGIN,0,84,1,72,1048
20008116,TX_END,0,84,1,72,1048
20008116,TX_BEGIN,0,84,1,73,1048
20008157,TX_END,0,84,1,73,1048
20008157,TX_BEGIN,0,84,1,74,1048
20008198,TX_END,0,84,1,74,1048
20008198,TX_BEGIN,0,84,1,75,1048
20008239,TX_END,0,84,1,75,1048
20008239,TX_BEGIN,0,84,1,76,1048
20008280,TX_END,0,84,1,76,1048
20008280,TX_BEGIN,0,84,1,77,1048
20008321,TX_END,0,84,1,77,1048
20008321,TX_BEGIN,0,84,1,78,1048
20008362,TX_END,0,84,1,78,1048
20008362,TX_BEGIN,0,84,1,79,1048
20008403,TX_END,0,84,1,79,1048
20008403,TX_BEGIN,0,84,1,80,1048
20008444,TX_END,0,84,1,80,1048
20008444,TX_BEGIN,0,84,1,81,1048
20008485,TX_END,0,84,1,81,1048
20008485,TX_BEGIN,0,84,1,82,1048
20008526,TX_END,0,84,1,82,1048
20008526,TX_BEGIN,0,84,1,83,1048
20008567,TX_END,0,84,1,83,1048
20008567,TX_BEGIN,0,84,1,84,1048
20008608,TX_END,0,84,1,84,1048
20008608,TX_BEGIN,0,84,1,85,1048
20008649,TX_END,0,84,1,85,1048
20008649,TX_BEGIN,0,84,1,86,1048
20008690,TX_END,0,84,1,86,1048
20008690,TX_BEGIN,0,84,1,87,1048
20008731,TX_END,0,84,1,87,1048
20008731,TX_BEGIN,0,84,1,88,1048
20008772,TX_END,0,84,1,88,1048
20008772,TX_BEGIN,0,84,1,89,1048
20008813,TX_END,0,84,1,89,1048
20008813,TX_BEGIN,0,84,1,90,1048
20008854,TX_END,0,84,1,90,1048
20008854,TX_BEGIN,0,84,1,91,1048
20008895,TX_END,0,84,1,91,1048
20008895,TX_BEGIN,0,84,1,92,1048
20008936,TX_END,0,84,1,92,1048
20008936,TX_BEGIN,0,84,1,93,1048
20008977,TX_END,0,84,1,93,1048
20008977,TX_BEGIN,0,84,1,94,1048
20009018,TX_END,0,84,1,94,1048
20009018,TX_BEGIN,0,84,1,95,1048
20009059,TX_END,0,84,1,95,1048
20009059,TX_BEGIN,0,84,1,96,1048
20009100,TX_END,0,84,1,96,1048
20009100,TX_BEGIN,0,84,1,97,1048
20009141,TX_END,0,84,1,97,1048
20009141,TX_BEGIN,0,84,1,98,1048
20009182,TX_END,0,84,1,98,1048
20009182,TX_BEGIN,0,84,1,99,1048
20009223,TX_END,0,84,1,99,1048
20009223,TX_BEGIN,0,84,1,100,1048
20009264,TX_END,0,84,1,100,1048
20009264,TX_BEGIN,0,84,1,101,1048
20009305,TX_END,0,84,1,101,1048
20009305,TX_BEGIN,0,84,1,102,1048
20009346,TX_END,0,84,1,102,1048
20009346,TX_BEGIN,0,84,1,103,1048
20009387,TX_END,0,84,1,103,1048
20009387,TX_BEGIN,0,84,1,104,1048
20009428,TX_END,0,84,1,104,1048
20009428,TX_BEGIN,0,84,1,105,1048
20009469,TX_END,0,84,1,105,1048
20009469,TX_BEGIN,0,84,1,106,1048
20009510,TX_END,0,84,1,106,1048
20009510,TX_BEGIN,0,84,1,107,1048
20009551,TX_END,0,84,1,107,1048
20009551,TX_BEGIN,0,84,1,108,1048
20009592,TX_END,0,84,1,108,1048
20009592,TX_BEGIN,0,84,1,109,1048
20009633,TX_END,0,84,1,109,1048
20009633,TX_BEGIN,0,84,1,110,1048
20009674,TX_END,0,84,1,110,1048
20009674,TX_BEGIN,0,84,1,111,1048
20009715,TX_END,0,84,1,111,1048
20009715,TX_BEGIN,0,84,1,112,1048
20009756,TX_END,0,84,1,112,1048
20009756,TX_BEGIN,0,84,1,113,1048
20009797,TX_END,0,84,1,113,1048
20009797,TX_BEGIN,0,84,1,114,1048
20009838,TX_END,0,84,1,114,1048
20009838,TX_BEGIN,0,84,1,115,1048
20009879,TX_END,0,84,1,115,1048
20009879,TX_BEGIN,0,84,1,116,1048
20009920,TX_END,0,84,1,116,1048
20009920,TX_BEGIN,0,84,1,117,1048
20009961,TX_END,0,84,1,117,1048
20009961,TX_BEGIN,0,84,1,118,1048
20010002,TX_END,0,84,1,118,1048
20010002,TX_BEGIN,0,84,1,119,1048
20010043,TX_END,0,84,1,119,1048
20010043,TX_BEGIN,0,84,1,120,1048
20010084,TX_END,0,84,1,120,1048
20010084,TX_BEGIN,0,84,1,121,1048
20010125,TX_END,0,84,1,121,1048
20010125,TX_BEGIN,0,84,1,122,1048
20010166,TX_END,0,84,1,122,1048
20010166,TX_BEGIN,0,84,1,123,1048
20010207,TX_END,0,84,1,123,1048
20010207,TX_BEGIN,0,84,1,124,1048
20010248,TX_END,0,84,1,124,1048
20010248,TX_BEGIN,0,84,1,125,1048
20010289,TX_END,0,84,1,125,1048
20010289,TX_BEGIN,0,84,1,126,1048
20010330,TX_END,0,84,1,126,1048
20010330,TX_BEGIN,0,84,1,127,1048
20010371,TX_END,0,84,1,127,1048
20010371,TX_BEGIN,0,84,1,128,1048
20010412,TX_END,0,84,1,128,1048
20010412,TX_BEGIN,0,84,1,129,1048
20010453,TX_END,0,84,1,129,1048
20010453,TX_BEGIN,0,84,1,130,1048
