scenario_tag,retx_bytes_total,incast_n,fct_p95_ms,oversub_peak_ratio,pfc_events,bg_fct_ms,fct_p50_ms,incast_done,fct_mean_ms,bg_n_flows,queue_recovery_ms,link_84_1_pfc_events,incast_agg_gbps,link_84_1_queue_drained,link_84_1_util_mean,sample_us,bg_recovery90_ms,n_links,link_84_1_queue_p95_bytes,queue_peak_bytes,pfc_paused_samples,stop_time_s,oversub_longest_run_ms,qmin_bytes,bg_after_gbps,bg_before_gbps,bg_retx_events,base_rtt_us,bg_slowdown,link_84_1_over_qmax_pct,bg_min_gbps,bg0_observation_end_s,bg_completed,over_qmin_pct,bg_retx_bytes,link_84_1_queue_mean_bytes,bg_recovery95_ms_never_dipped,bg_recovery90_ms_never_dipped,queue_final_bytes,fct_min_ms,config_sha256,app_rate_cap_bps,bg_recovery95_ms,cct_ms,queue_p99_bytes,bg_drop_pct,link_84_1_pfc_pause_total_ns,queue_drained,link_84_1_queue_peak_bytes,link_84_1_oversub_peak_bytes,bg0_bg_completed_before_end,link_84_1_qmax_exceed_ratio,total_acked_bytes,link_84_1_oversub_duration_ms,recovery_rtts,bg_service_debt_bytes,oversub_peak_bytes,completion_rate_pct,fct_max_ms,pfc_pause_total_ns,ecn_marks,link_84_1_pfc_paused_samples,qmax_exceed_ratio,cc_mode,link_84_1_ecn_marks,retx_events_total,algorithm,link_84_1_oversub_longest_run_ms,link_84_1_oversub_peak_ratio,util_mean,link_84_1_queue_final_bytes,drops,bg_during_gbps,queue_p95_bytes,fct_p99_ms,over_qmax_pct,seed,cbap_enable,qmax_bytes,link_84_1_queue_recovery_ms,bg_retention_pct,queue_mean_bytes,oversub_duration_ms,link_84_1_queue_p99_bytes,scenario,bg_service_debt_window_s,incast_fairness_jain,link_84_1_over_qmin_pct,link_83_1_qmax_exceed_ratio,link_83_1_pfc_events,link_83_1_over_qmin_pct,link_83_1_queue_final_bytes,link_83_1_queue_drained,link_83_1_oversub_peak_ratio,link_83_1_oversub_peak_bytes,link_83_1_queue_mean_bytes,link_83_1_queue_peak_bytes,link_83_1_oversub_longest_run_ms,link_83_1_over_qmax_pct,link_83_1_queue_p95_bytes,link_83_1_oversub_duration_ms,link_83_1_util_mean,link_83_1_pfc_pause_total_ns,link_83_1_ecn_marks,link_83_1_queue_p99_bytes,link_83_1_pfc_paused_samples,link_83_1_queue_recovery_ms
s4,0,64,1127.2957677499999,3.18854,0,3528.004888,1126.8607775,64,1126.6146411875,1,1119.8900000000003,0,0.47623338222241646,1,0.9964099839513361,10.0,0.0,1,1274368.0,1275416.0,0,5.5,1120.84,200000.0,5.354562006878414,9.07028281131245,0,15.2,1.047376451125,91.3234419430797,9.066666666664208,4.52802,1,91.5874296236546,0,1159283.934068262,1,1,0.0,1125.504259,f0adde22f2c2eb23,9500000000.0,0.0,1227.32734,1274368.0,0.03986804737480254,0,1,1275416.0,875416.0,1,3.18854,4067108864.0,1120.84,73676.97368421055,0.0,875416.0,100.0,1127.3273399999998,0,9582.0,0,3.18854,1,9582.0,0,dcqcn,1120.84,3.18854,0.9964099839513361,0.0,0,9.07029299612163,1274368.0,1127.3206903500002,91.3234419430797,2,0,400000,1119.8900000000003,100.00011228766942,1159283.934068262,1120.84,1274368.0,s4_fan64_1m_bg95,5.5,0.9999997210127584,91.5874296236546,,,,,,,,,,,,,,,,,,,
s4,0,64,1127.2957677499999,3.18854,0,3528.004888,1126.8607775,64,1126.6146411875,1,1119.8900000000003,0,0.47623338222241646,1,0.9964099839513361,10.0,0.0,1,1274368.0,1275416.0,0,5.5,1120.84,200000.0,5.354562006878414,9.07028281131245,0,15.2,1.047376451125,91.3234419430797,9.066666666664208,4.52802,1,91.5874296236546,0,1159283.934068262,1,1,0.0,1125.504259,8762f31731c39608,9500000000.0,0.0,1227.32734,1274368.0,0.03986804737480254,0,1,1275416.0,875416.0,1,3.18854,4067108864.0,1120.84,73676.97368421055,0.0,875416.0,100.0,1127.3273399999998,0,9582.0,0,3.18854,8,9582.0,0,dctcp,1120.84,3.18854,0.9964099839513361,0.0,0,9.07029299612163,1274368.0,1127.3206903500002,91.3234419430797,2,0,400000,1119.8900000000003,100.00011228766942,1159283.934068262,1120.84,1274368.0,s4_fan64_1m_bg95,5.5,0.9999997210127584,91.5874296236546,,,,,,,,,,,,,,,,,,,
s4,0,64,1118.94934565,3.21288,0,3556.004893,1118.5165315,64,1118.2724176875,1,1115.4299999999998,0,0.4797855370246336,1,0.9967906099320066,10.0,0.0,1,1284096.0,1285152.0,0,5.5,1112.58,200000.0,5.431138438794111,8.998871954878194,0,15.2,1.0556889526093751,91.27064208894248,8.993939393938973,4.55602,1,91.5323341454811,0,1167409.0526091272,1,1,0.0,1117.1683699999999,ed2ff5fd5307116a,9500000000.0,0.0,1218.9810250000003,1284096.0,0.05481310284169982,0,1,1285152.0,885152.0,1,3.21288,4067108864.0,1112.58,73383.55263157893,0.0,885152.0,100.0,1118.981025,0,9694.0,0,3.21288,7,9694.0,0,timely,1112.58,3.21288,0.9967906099320066,0.0,0,8.998874468818192,1284096.0,1118.9748579299999,91.27064208894248,2,0,400000,1115.4299999999998,100.00002793616812,1167409.0526091272,1112.58,1284096.0,s4_fan64_1m_bg95,5.5,0.9999997201993807,91.5323341454811,,,,,,,,,,,,,,,,,,,
s4,0,64,60.17623305000001,3.229125,0,3727.326584,59.830088,64,59.66659589062499,1,3.0000000000001137,0,8.90134612092839,1,0.9641175349298609,10.0,161.99999999999326,1,25070.0,1291650.0,0,5.5,2.89,200000.0,6.76438950361373,8.724092963718547,0,15.2,1.106550079625,1.8026447105788423,0.09292929292928859,4.72734,1,2.1145209580838324,0,22653.82859281437,0,0,0.0,58.010901,808757d223b31ca1,9500000000.0,161.99999999999326,160.313452,899740.5000000028,98.9347970807308,0,1,1291650.0,891650.0,1,3.229125,4067108864.0,2.89,197.36842105263906,0.0,891650.0,100.0,60.313452,0,274.0,0,3.229125,3,274.0,0,hpcc,2.89,3.229125,0.9641175349298609,0.0,0,5.495995009357459,25070.0,60.24202197,1.8026447105788423,2,0,400000,3.0000000000001137,62.99789596711097,22653.82859281437,2.89,899740.5000000028,s4_fan64_1m_bg95,5.5,0.9999232993075835,2.1145209580838324,,,,,,,,,,,,,,,,,,,
s4,0,64,107.84703415,3.16496,0,3603.994556,107.8328875,64,107.81862840625,1,99.14000000000023,0,4.978005112092031,1,0.9764603627611838,10.0,207.9999999999882,1,1264936.0,1265984.0,0,5.5,104.82000000000001,200000.0,6.61448769501079,9.07028281131245,0,15.2,1.0699358838125002,50.49314409429877,4.282828282828082,4.604,1,51.26292999759442,0,627060.2453692567,0,0,0.0,107.525545,5bf2c24e6dfb9c4b,9500000000.0,207.9999999999882,207.84860600000022,1264936.0,52.78175585124488,0,1,1265984.0,865984.0,1,3.16496,4067108864.0,104.95,6522.368421052647,0.0,865984.0,100.0,107.848606,0,8983.0,0,3.16496,30,8983.0,0,cbapsba,104.82000000000001,3.16496,0.9764603627611838,0.0,0,6.734449576597382,1264936.0,107.84829163,50.49314409429877,2,1,400000,99.14000000000023,74.24740459248063,627060.2453692567,104.95,1264936.0,s4_fan64_1m_bg95,5.5,0.9999997532466262,51.26292999759442,,,,,,,,,,,,,,,,,,,
s5,0,64,1126.91501845,3.18068,0,4188.004723,1126.5850925,64,1126.2912163750002,1,1125.74,0,1.9056229257374988,1,0.9841966915551906,10.0,0.0,1,1271224.0,1272272.0,0,6.0,1125.21,200000.0,5.481439301650506,7.640881635265409,0,15.2,1.04700118075,91.7101359501842,7.636363636363279,5.18802,1,91.78023016985622,0,1164392.7964659473,1,1,0.0,1125.4244099999999,673c185045dc96b3,8000000000.0,0.0,1226.9195070000003,1272272.0,0.05912928792508598,0,1,1272272.0,872272.0,1,3.18068,4268435456.0,1125.21,74061.84210526316,0.0,872272.0,100.0,1126.919507,0,38410.0,0,3.18068,1,38410.0,0,dcqcn,1125.21,3.18068,0.9841966915551906,0.0,0,7.640877007091041,1271224.0,1126.91827409,91.7101359501842,2,0,400000,1125.74,99.99993942879122,1164392.7964659473,1125.21,1272272.0,s5_fan64_4m_bg80,6.0,0.9999997490468397,91.78023016985622,,,,,,,,,,,,,,,,,,,
s5,0,64,1126.91501845,3.18068,0,4188.004723,1126.5850925,64,1126.2949611875001,1,1125.74,0,1.9056229257374988,1,0.9841966915551907,10.0,0.0,1,1271224.0,1272272.0,0,6.0,1125.21,200000.0,5.481439301650506,7.640881635265409,0,15.2,1.04700118075,91.7101359501842,7.636363636363279,5.18802,1,91.78023016985622,0,1164378.3661852444,1,1,0.0,1125.4244099999999,218329a25622ad12,8000000000.0,0.0,1226.9195070000003,1272272.0,0.05912928792508598,0,1,1272272.0,872272.0,1,3.18068,4268435456.0,1125.21,74061.84210526316,0.0,872272.0,100.0,1126.919507,0,38410.0,0,3.18068,8,38410.0,0,dctcp,1125.21,3.18068,0.9841966915551907,0.0,0,7.640877007091041,1271224.0,1126.91827409,91.7101359501842,2,0,400000,1125.74,99.99993942879122,1164378.3661852444,1125.21,1272272.0,s5_fan64_4m_bg80,6.0,0.999999748290034,91.78023016985622,,,,,,,,,,,,,,,,,,,
s5,0,64,1132.81605735,3.20232,0,4220.0047270000005,1132.4843735,64,1132.1922835625,1,1131.6699999999996,0,1.8956963757674492,1,0.9847058491446579,10.0,0.0,1,1280928.0,1280928.0,0,6.0,1131.1200000000001,200000.0,5.52008203296665,7.582943317732708,0,15.2,1.05500118175,91.74987630086873,7.5797979797959245,5.22002,1,91.81882335764055,0,1173675.072735089,1,1,0.0,1131.316943,76620728bc64d09b,8000000000.0,0.0,1232.820464,1280928.0,0.04147911707883534,0,1,1280928.0,880928.0,1,3.20232,4268435456.0,1131.1200000000001,74451.9736842105,0.0,880928.0,100.0,1132.820464,0,38862.0,0,3.20232,7,38862.0,0,timely,1131.1200000000001,3.20232,0.9847058491446579,0.0,0,7.58293343716033,1280928.0,1132.81975147,91.74987630086873,2,0,400000,1131.6699999999996,99.99986970003646,1173675.072735089,1131.1200000000001,1280928.0,s5_fan64_4m_bg80,6.0,0.9999997480341146,91.81882335764055,,,,,,,,,,,,,,,,,,,
s5,0,64,240.47164705,3.229125,0,4592.3664579999995,239.7000735,64,239.45027875000002,1,3.009999999999735,0,8.926780921215137,1,0.9323313644771911,10.0,341.99999999997345,1,26160.0,1291650.0,0,6.0,2.89,200000.0,6.54967707612917,7.346197847913916,0,15.2,1.1480916145,0.8485773849722524,0.09292929292928859,5.59238,1,0.9953900813342338,0,17606.855683119476,0,0,0.0,236.45638399999999,0da6e8cf94475db6,8000000000.0,341.99999999997345,340.5664110000002,195807.60000001523,98.7350014952881,0,1,1291650.0,891650.0,1,3.229125,4268435456.0,2.89,198.02631578945628,0.0,891650.0,100.0,240.56641100000002,0,274.0,0,3.229125,3,274.0,0,hpcc,2.89,3.229125,0.9323313644771911,0.0,0,2.247733145407564,26160.0,240.5432648,0.8485773849722524,2,0,400000,3.009999999999735,30.597231274486408,17606.855683119476,2.89,195807.60000001523,s5_fan64_4m_bg80,6.0,0.9999833376111048,0.9953900813342338,,,,,,,,,,,,,,,,,,,
s5,0,64,376.51901684999996,3.15972,0,4403.820581,376.5106315,64,376.3261536562499,1,359.2200000000001,0,5.703506339486935,1,0.9585570721055067,10.0,477.99999999995845,1,1263888.0,1263888.0,0,6.0,368.96,200000.0,6.323324115624294,7.640881635265409,0,15.2,1.10095514525,77.5287501049274,2.436363636363522,5.40384,1,78.33669100982121,0,972634.1302778478,0,0,0.0,375.108605,92e648637e7a6562,8000000000.0,477.99999999995845,476.5199020000002,1263888.0,68.11410315376658,0,1,1263888.0,863888.0,1,3.15972,4268435456.0,369.44,23632.89473684211,0.0,863888.0,100.0,376.519902,0,36891.0,0,3.15972,30,36891.0,0,cbapsba,368.96,3.15972,0.9585570721055067,0.0,0,4.640050367261279,1263888.0,376.51972497,77.5287501049274,2,1,400000,359.2200000000001,60.72663586157103,972634.1302778478,369.44,1263888.0,s5_fan64_4m_bg80,6.0,0.999999348384295,78.33669100982121,,,,,,,,,,,,,,,,,,,
