flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,480385,1,480385,0,0,0,0,0.010004092,0.037999955,0.786917094,0.573904420,844731807.130,616069115,35.753756041,0.877878831,200000000000,160000000000,337,0.000000000,0.786917094
1,0,1102,3,1094,8,0,8,1,0.020012225,0.023131308,0.321246132,0.000000000,336850.984,0,35.767503113,20.125861467,200000000000,5161565520,306,0.000907441,0.321246132
2,0,1102,3,1095,7,0,7,1,0.020014241,0.023116879,0.316790219,0.000000000,332178.621,0,35.796839605,20.195795650,200000000000,4692581166,332,0.000907441,0.316790219
3,0,1102,3,1094,8,0,8,1,0.020016257,0.023110920,0.316747011,0.000000000,332133.314,0,35.790114334,20.198093119,200000000000,5210214386,333,0.000907441,0.316747011
4,0,1102,3,1014,88,0,88,0,0.020012267,0.022850186,0.300359016,0.000000000,314949.256,0,35.765893072,24.045677073,200000000000,2000000000,294,0.000000000,0.300359016
5,0,1102,3,1075,27,0,27,0,0.020012393,0.023000798,0.306305804,0.000000000,321184.915,0,35.775836357,21.575565118,200000000000,2000000000,297,0.000000000,0.306305804
6,0,1102,3,1041,61,0,61,0,0.020012309,0.022959953,0.303207958,0.000000000,317936.588,0,35.826352148,23.089273939,200000000000,2000000000,295,0.000000000,0.303207958
7,0,1102,3,1034,68,0,68,0,0.020014325,0.022935866,0.297525672,0.000000000,311978.279,0,35.833953658,23.208026319,200000000000,2000000000,321,0.000000000,0.297525672
8,0,1102,3,1077,25,0,25,0,0.020014409,0.023001050,0.306374095,0.000000000,321256.523,0,35.823013917,21.596584201,200000000000,2000000000,321,0.000000000,0.306374095
9,0,1102,3,1036,66,0,66,0,0.020012351,0.022943720,0.309432886,0.000000000,324463.898,0,35.829378854,23.618181941,200000000000,2000000000,296,0.000000000,0.309432886
