time_ns,event,link_id,node_id,if_index,packet_uid,packet_bytes
20007397,TX_BEGIN,0,84,1,0,1000
20008196,TX_END,0,84,1,0,1000
20008196,TX_BEGIN,0,84,1,1,1000
20008995,TX_END,0,84,1,1,1000
20008995,TX_BEGIN,0,84,1,2,1000
20009794,TX_END,0,84,1,2,1000
20009794,TX_BEGIN,0,84,1,3,1000
20010593,TX_END,0,84,1,3,1000
20010593,TX_BEGIN,0,84,1,4,1000
20011392,TX_END,0,84,1,4,1000
20011392,TX_BEGIN,0,84,1,5,1000
20012191,TX_END,0,84,1,5,1000
20012191,TX_BEGIN,0,84,1,6,1000
20012990,TX_END,0,84,1,6,1000
20012990,TX_BEGIN,0,84,1,7,1000
20013789,TX_END,0,84,1,7,1000
20013789,TX_BEGIN,0,84,1,8,1000
20014588,TX_END,0,84,1,8,1000
20014588,TX_BEGIN,0,84,1,9,1000
20015387,TX_END,0,84,1,9,1000
20015387,TX_BEGIN,0,84,1,10,1000
20016186,TX_END,0,84,1,10,1000
20016186,TX_BEGIN,0,84,1,11,1000
20016985,TX_END,0,84,1,11,1000
20016985,TX_BEGIN,0,84,1,13,1000
20017784,TX_END,0,84,1,13,1000
20017784,TX_BEGIN,0,84,1,15,1000
20018583,TX_END,0,84,1,15,1000
20018583,TX_BEGIN,0,84,1,17,1000
20019382,TX_END,0,84,1,17,1000
20019382,TX_BEGIN,0,84,1,19,1000
20020181,TX_END,0,84,1,19,1000
20020181,TX_BEGIN,0,84,1,21,1000
20020980,TX_END,0,84,1,21,1000
20020980,TX_BEGIN,0,84,1,23,1000
20021779,TX_END,0,84,1,23,1000
20021779,TX_BEGIN,0,84,1,25,1000
20022578,TX_END,0,84,1,25,1000
20022578,TX_BEGIN,0,84,1,27,1000
20023377,TX_END,0,84,1,27,1000
20023377,TX_BEGIN,0,84,1,29,1000
20024176,TX_END,0,84,1,29,1000
20024176,TX_BEGIN,0,84,1,31,1000
20024975,TX_END,0,84,1,31,1000
20024975,TX_BEGIN,0,84,1,33,1000
20025774,TX_END,0,84,1,33,1000
20025774,TX_BEGIN,0,84,1,35,1000
