flow_id,round_id,total_feedback,int_hop_count,actionable_feedback,late_same_round_feedback,stale_older_round_feedback,feedback_during_off,live_rate_changes_during_off,first_feedback_time,last_feedback_time,mean_remaining_unsent_ratio,min_remaining_unsent_ratio,mean_remaining_unsent_bytes,min_remaining_unsent_bytes,max_normalized_load,mean_normalized_load,first_rate_before,last_rate_after,feedback_changed_live_rate,late_action_ratio,actionable_byte_ratio
0,0,13939,1,13939,0,0,0,0,0.010005808,0.259978138,0.982052349,0.964125228,363257058.098,356625891,72.791362293,1.190382029,10000000000,201278037,4281,0.000000000,0.982052349
1,0,4398,3,4398,0,0,0,0,0.020016274,0.259997290,0.500727141,0.001766205,2100201.852,7408,73.082225201,2.144723598,10000000000,147890696,4344,0.000000000,0.500727141
2,0,4367,3,4367,0,0,0,0,0.020056306,0.259934907,0.504246452,0.008802414,2114962.909,36920,72.791149199,2.152589018,10000000000,120601646,4316,0.000000000,0.504246452
3,0,4333,3,4333,0,0,0,0,0.020096338,0.259983946,0.508104746,0.016519547,2131145.771,69288,72.558288398,2.161602044,10000000000,185708407,4281,0.000000000,0.508104746
4,0,4351,3,4351,0,0,0,0,0.020017108,0.259944081,0.506054062,0.012434006,2122544.577,52152,73.553653248,2.270355609,10000000000,108233049,4286,0.000000000,0.506054062
5,0,4406,3,4405,1,0,1,1,0.020019610,0.259809556,0.499815159,0.000000000,2096376.721,0,73.552037698,2.196522395,10000000000,162592729,4351,0.000226963,0.499815159
6,0,4368,3,4368,0,0,0,0,0.020017942,0.259983112,0.504126842,0.008575439,2114461.231,35968,73.495438047,2.231058163,10000000000,194934963,4309,0.000000000,0.504126842
7,0,4372,3,4372,0,0,0,0,0.020057974,0.259932405,0.503673144,0.007667542,2112558.284,32160,73.081618608,2.227186661,10000000000,127449996,4318,0.000000000,0.503673144
8,0,4406,3,4405,1,0,1,1,0.020059642,0.259314764,0.499816344,0.000000000,2096381.690,0,73.141429412,2.193837304,10000000000,139785191,4351,0.000226963,0.499816344
9,0,4406,3,4405,1,0,1,1,0.020018776,0.259953088,0.499815468,0.000000000,2096378.017,0,73.668321231,2.226018762,10000000000,278483795,4351,0.000226963,0.499815468
10,0,4323,3,4323,0,0,0,0,0.020020444,0.259994788,0.509231280,0.018789291,2135870.793,78808,73.783282950,2.280916000,10000000000,173177459,4266,0.000000000,0.509231280
11,0,4383,3,4383,0,0,0,0,0.020023780,0.259978942,0.502425628,0.005170822,2107325.821,21688,73.495198707,2.204300195,10000000000,167573336,4323,0.000000000,0.502425628
12,0,4380,3,4380,0,0,0,0,0.020063812,0.259963930,0.502766213,0.005851746,2108754.340,24544,73.314479409,2.204941571,10000000000,214798046,4327,0.000000000,0.502766213
13,0,4406,3,4405,1,0,1,1,0.020021278,0.258262306,0.499814335,0.000000000,2096373.264,0,73.728298849,2.230611055,10000000000,132795749,4349,0.000226963,0.499814335
14,0,4406,3,4405,1,0,1,1,0.020027950,0.257862404,0.499814438,0.000000000,2096373.696,0,73.377172702,2.193378271,10000000000,157190518,4354,0.000226963,0.499814438
15,0,4382,3,4382,0,0,0,0,0.020022112,0.259968934,0.502538431,0.005397797,2107798.952,22640,73.610106030,2.235083857,10000000000,212588267,4322,0.000000000,0.502538431
16,0,4355,3,4355,0,0,0,0,0.020067982,0.259993954,0.505604120,0.011526108,2120657.381,48344,73.141429412,2.210492421,10000000000,167861670,4298,0.000000000,0.505604120
17,0,4385,3,4385,0,0,0,0,0.020026282,0.259993120,0.502198519,0.004716873,2106373.258,19784,73.024730090,2.216698365,10000000000,178771681,4331,0.000000000,0.502198519
18,0,4364,3,4364,0,0,0,0,0.020070484,0.259970602,0.504581840,0.009483337,2116369.630,39776,73.257590891,2.225919527,10000000000,189524688,4311,0.000000000,0.504581840
19,0,4380,3,4380,0,0,0,0,0.020025448,0.259995622,0.502765436,0.005851746,2108751.079,24544,73.436983506,2.225252936,10000000000,178636769,4327,0.000000000,0.502765436
20,0,4405,3,4405,0,0,0,0,0.020065480,0.259969768,0.499927955,0.000177383,2096849.820,744,73.199644613,2.220120544,10000000000,226141074,4350,0.000000000,0.499927955
21,0,4406,3,4405,1,0,1,1,0.020032120,0.259263390,0.499820620,0.000000000,2096399.624,0,73.140440401,2.136409027,10000000000,172874764,4358,0.000226963,0.499820620
22,0,4382,3,4382,0,0,0,0,0.020072152,0.259981444,0.502544543,0.005397797,2107824.588,22640,72.791149199,2.145441662,10000000000,165289287,4332,0.000000000,0.502544543
23,0,4401,3,4401,0,0,0,0,0.020024614,0.259998124,0.500379488,0.001085281,2098743.689,4552,73.728298849,2.257202085,10000000000,197908599,4343,0.000000000,0.500379488
24,0,4349,3,4349,0,0,0,0,0.020111350,0.259971436,0.506289312,0.012887955,2123531.287,54056,72.732933999,2.157303476,10000000000,239845193,4300,0.000000000,0.506289312
25,0,4347,3,4347,0,0,0,0,0.020030452,0.259985614,0.506511099,0.013341904,2124461.527,55960,73.023277910,2.227861527,10000000000,153470670,4284,0.000000000,0.506511099
26,0,4354,3,4354,0,0,0,0,0.020029618,0.259989784,0.505715980,0.011526108,2121126.559,48344,73.377172702,2.233019965,10000000000,247683253,4301,0.000000000,0.505715980
27,0,4351,3,4351,0,0,0,0,0.020074654,0.259979776,0.506056827,0.012434006,2122556.174,52152,73.197923511,2.229599896,10000000000,164696073,4295,0.000000000,0.506056827
28,0,4399,3,4399,0,0,0,0,0.020069650,0.259996456,0.500609123,0.001539230,2099706.848,6456,73.139833808,2.221031723,10000000000,216284594,4343,0.000000000,0.500609123
29,0,4387,3,4387,0,0,0,0,0.020034622,0.259962262,0.501971462,0.004262924,2105420.913,17880,73.613043393,2.234284194,10000000000,218336763,4329,0.000000000,0.501971462
30,0,4344,3,4344,0,0,0,0,0.020036290,0.259976440,0.506854088,0.014022827,2125900.131,58816,73.670083648,2.214580224,10000000000,226330872,4285,0.000000000,0.506854088
31,0,4360,3,4360,0,0,0,0,0.020033788,0.259992286,0.505035486,0.010164261,2118272.360,42632,73.725067749,2.242817664,10000000000,264833639,4304,0.000000000,0.505035486
32,0,4406,3,4405,1,0,1,1,0.020028784,0.259280737,0.499811811,0.000000000,2096362.676,0,73.611868448,2.253623669,10000000000,220941922,4347,0.000226963,0.499811811
33,0,4360,3,4360,0,0,0,0,0.020038792,0.259974772,0.505035330,0.010391235,2118271.705,43584,73.551890830,2.244755246,10000000000,241491093,4301,0.000000000,0.505035330
34,0,4394,3,4394,0,0,0,0,0.020032954,0.259966432,0.501173923,0.002674103,2102075.791,11216,73.670083648,2.258991517,10000000000,241435730,4333,0.000000000,0.501173923
35,0,4331,3,4331,0,0,0,0,0.020037958,0.259986448,0.508325937,0.016973495,2132073.511,71192,73.316075013,2.240140158,10000000000,214647045,4278,0.000000000,0.508325937
36,0,4276,3,4276,0,0,0,0,0.020077990,0.259984780,0.514567127,0.029457092,2158250.958,123552,73.023403407,2.264381160,10000000000,170147909,4220,0.000000000,0.514567127
37,0,4406,3,4405,1,0,1,1,0.020037124,0.258122361,0.499811914,0.000000000,2096363.108,0,73.670083648,2.253357266,10000000000,116314359,4350,0.000226963,0.499811914
38,0,4337,3,4337,0,0,0,0,0.020041294,0.259972270,0.507645498,0.015611649,2129219.542,65480,73.198049008,2.237672686,10000000000,258027505,4283,0.000000000,0.507645498
39,0,4406,3,4405,1,0,1,1,0.020042128,0.258003266,0.499814695,0.000000000,2096374.776,0,73.554828193,2.221788528,10000000000,120902216,4350,0.000226963,0.499814695
40,0,4320,3,4320,0,0,0,0,0.020081326,0.259980610,0.509574439,0.019470215,2137310.107,81664,73.024999012,2.247675820,10000000000,180234900,4267,0.000000000,0.509574439
41,0,4332,3,4332,0,0,0,0,0.020040460,0.259938243,0.508219115,0.016746521,2131625.466,70240,72.965794800,2.199565589,10000000000,118801760,4281,0.000000000,0.508219115
42,0,4393,3,4393,0,0,0,0,0.020080492,0.259988116,0.501296286,0.002674103,2102589.017,11216,72.732933999,2.182346512,10000000000,243823820,4340,0.000000000,0.501296286
43,0,4362,3,4362,0,0,0,0,0.020045464,0.259936575,0.504808481,0.009937286,2117320.231,41680,73.495438047,2.245557074,10000000000,119220079,4308,0.000000000,0.504808481
44,0,4335,3,4335,0,0,0,0,0.020119690,0.259999792,0.507879205,0.016065598,2130199.780,67384,72.965794800,2.200699982,10000000000,210544111,4284,0.000000000,0.507879205
45,0,4363,3,4363,0,0,0,0,0.020044630,0.259949085,0.504698438,0.009710312,2116858.677,40728,73.257859813,2.221135371,10000000000,107257837,4305,0.000000000,0.504698438
46,0,4380,3,4380,0,0,0,0,0.020039626,0.259973938,0.502765799,0.005851746,2108752.601,24544,73.257859813,2.206578741,10000000000,228014186,4325,0.000000000,0.502765799
47,0,4367,3,4367,0,0,0,0,0.020079658,0.259998958,0.504241774,0.008802414,2114943.289,36920,73.023403407,2.207467839,10000000000,143129626,4316,0.000000000,0.504241774
48,0,4388,3,4388,0,0,0,0,0.020084662,0.259975606,0.501861296,0.004035950,2104958.842,16928,73.140053204,2.214790575,10000000000,178669237,4333,0.000000000,0.501861296
49,0,4394,3,4394,0,0,0,0,0.020046298,0.259987282,0.501180742,0.002447128,2102104.390,10264,72.558593579,2.172247568,10000000000,248183595,4342,0.000000000,0.501180742
50,0,4326,3,4326,0,0,0,0,0.020090500,0.259945749,0.508896834,0.018108368,2134468.026,75952,73.140745582,2.201047804,10000000000,110774156,4276,0.000000000,0.508896834
51,0,4391,3,4391,0,0,0,0,0.020133034,0.259988950,0.501520606,0.003355026,2103529.882,14072,72.966099981,2.183755748,10000000000,172954912,4339,0.000000000,0.501520606
52,0,4315,3,4315,0,0,0,0,0.020048800,0.259951587,0.510140190,0.020605087,2139683.039,86424,73.550422148,2.283350572,10000000000,108234693,4255,0.000000000,0.510140190
53,0,4325,3,4325,0,0,0,0,0.020050468,0.259990618,0.509007582,0.018335342,2134932.537,76904,73.378713911,2.235077322,10000000000,182575486,4273,0.000000000,0.509007582
54,0,4365,3,4365,0,0,0,0,0.020043796,0.259973104,0.504468571,0.009256363,2115894.547,38824,73.198049008,2.208218519,10000000000,211903729,4312,0.000000000,0.504468571
55,0,4352,3,4352,0,0,0,0,0.020083828,0.259977274,0.505944446,0.012207031,2122084.812,51200,73.081618608,2.213468983,10000000000,228530082,4298,0.000000000,0.505944446
56,0,4392,3,4392,0,0,0,0,0.020094670,0.259965598,0.501404544,0.003128052,2103043.086,13120,73.256138712,2.213343821,10000000000,216962852,4339,0.000000000,0.501404544
57,0,4388,3,4388,0,0,0,0,0.020049634,0.259944915,0.501858451,0.004035950,2104946.910,16928,73.550422148,2.236589165,10000000000,116902556,4333,0.000000000,0.501858451
58,0,4364,3,4364,0,0,0,0,0.020054638,0.259968100,0.504582204,0.009483337,2116371.157,39776,73.493675630,2.239026570,10000000000,230380381,4306,0.000000000,0.504582204
59,0,4367,3,4367,0,0,0,0,0.020052970,0.259964764,0.504239383,0.008802414,2114933.261,36920,73.495438047,2.265963247,10000000000,211462997,4310,0.000000000,0.504239383
