plan_start_ns,plan_complete_ns,application_ready_ns,network_release_ns,batch_id,flow_id,base_rate_bps,admit_rate_bps,initial_rate_bps,credit_bytes,feedback_horizon_ns,observed_queue_bytes,packet_margin_bytes,effective_capacity_bps,floor_scale,independent_diagnostic,capacity_valid
10000000,10005000,10000000,10005000,0,0,10000000000,10000000000,10000000000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,1,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,2,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,3,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,4,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,5,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,6,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,7,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,8,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,9,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,10,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,11,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,12,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,13,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,14,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,15,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,16,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,17,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,18,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,19,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,20,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,21,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,22,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,23,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,24,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,25,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,26,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,27,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,28,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,29,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,30,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,31,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,32,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,33,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,34,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,35,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,36,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,37,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,38,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,39,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,40,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,41,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,42,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,43,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,44,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,45,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,46,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,47,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,48,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,49,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,50,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,51,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,52,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,53,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,54,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,55,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,56,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,57,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,58,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,59,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,60,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,61,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
100000000,100005000,100000000,100005000,1,62,143750000,143750000,143750000,0,0,0,0,10000000000,0,0,1
