run_id,flow_id,generation_id,magnitude_class,old_target_bps,new_target_bps,successor_target_bps,override_duration_ns,attributable_bytes_upper
sr_cbap_s3_out,56,204,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,57,205,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,58,206,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,59,207,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,60,208,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,61,209,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,62,210,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,63,211,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,64,212,redundant_dominated,143843823.0,145453097.0,146410615.0,5000,
sr_cbap_s3_out,0,213,redundant_dominated,345845042.0,272091529.0,220464070.0,5000,
sr_cbap_s3_out,0,278,redundant_dominated,272091529.0,220464070.0,184324849.0,5000,
sr_cbap_s3_out,0,279,redundant_dominated,220464070.0,184324849.0,159027394.0,5000,
sr_cbap_s3_out,0,280,redundant_dominated,184324849.0,159027394.0,141319175.0,5000,
sr_cbap_s3_out,0,281,redundant_dominated,159027394.0,141319175.0,128923422.0,5000,
sr_cbap_s3_out,0,282,redundant_dominated,141319175.0,128923422.0,120246395.0,5000,
sr_cbap_s3_out,0,283,redundant_dominated,128923422.0,120246395.0,114172476.0,5000,
sr_cbap_s3_out,0,284,redundant_dominated,120246395.0,114172476.0,109920733.0,5000,
sr_cbap_s3_out,0,285,redundant_dominated,114172476.0,109920733.0,106944513.0,5000,
sr_cbap_s3_out,0,286,redundant_dominated,109920733.0,106944513.0,104861159.0,5000,
sr_cbap_s3_out,0,287,redundant_dominated,106944513.0,104861159.0,103402811.0,5000,
sr_cbap_s3_out,0,289,redundant_dominated,103402811.0,102381967.0,101667376.0,5000,
sr_cbap_s3_out,0,290,redundant_dominated,102381967.0,101667376.0,101167163.0,5000,
sr_cbap_s3_out,0,291,redundant_dominated,101667376.0,101167163.0,100817014.0,5000,
sr_cbap_s3_out,0,421,redundant_dominated,100817014.0,100571909.0,100400336.0,5000,
sr_cbap_s3_out,2,422,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,3,423,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,7,424,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,8,425,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,12,426,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,16,428,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,18,430,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,20,432,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,22,434,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,24,435,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,27,438,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,28,439,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,30,441,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,33,444,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,35,446,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,36,447,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,37,448,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,38,449,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,39,450,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,40,451,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,41,452,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,42,453,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,43,454,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,44,455,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,45,456,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,46,457,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,47,458,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,48,459,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,49,460,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,50,461,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,51,462,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,52,463,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,53,464,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
