metric_id,category,algorithm,scenario,window,scope,statistic,value,unit,numerator,denominator,sample_count,source_file,source_columns,formula,evidence_type,availability,notes
D.queue.delay.mean,queue,CBAP,S3,W3,link84:1,mean,18.648792233009708,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p50,queue,CBAP,S3,W3,link84:1,p50,23056.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p50,queue,CBAP,S3,W3,link84:1,p50,18.4448,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p90,queue,CBAP,S3,W3,link84:1,p90,44016.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p90,queue,CBAP,S3,W3,link84:1,p90,35.2128,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p95,queue,CBAP,S3,W3,link84:1,p95,45064.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p95,queue,CBAP,S3,W3,link84:1,p95,36.0512,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p99,queue,CBAP,S3,W3,link84:1,p99,46112.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p99,queue,CBAP,S3,W3,link84:1,p99,36.8896,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.max,queue,CBAP,S3,W3,link84:1,max,46112.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.max,queue,CBAP,S3,W3,link84:1,max,36.8896,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.std,queue,CBAP,S3,W3,link84:1,std,14620.059067453458,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.std,queue,CBAP,S3,W3,link84:1,std,11.696047253962766,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.pct_Qabs.max,queue,CBAP,S3,W3,link84:1,max,4.397587201678468,%,,,,,,100*max_queue/Q_abs,DERIVED,AVAILABLE,
D.queue.rtt_mult.max,queue,CBAP,S3,W3,link84:1,max,2.426947368421053,xRTT,,,,,,queue_delay_us/base_rtt_us,DERIVED,AVAILABLE,
D.queue.frac_above_Q_low,queue,CBAP,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_high,queue,CBAP,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_red,queue,CBAP,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_abs,queue,CBAP,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
C.served.wire.mean,service,CBAP,S3,W3,link84:1,mean,9.589561165047888,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.mean,service,CBAP,S3,W3,link84:1,mean,9.150344623137299,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p50,service,CBAP,S3,W3,link84:1,p50,10.06079999993409,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p50,service,CBAP,S3,W3,link84:1,p50,9.59999999993711,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p95,service,CBAP,S3,W3,link84:1,p95,10.060800000380878,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p95,service,CBAP,S3,W3,link84:1,p95,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p99,service,CBAP,S3,W3,link84:1,p99,10.060800000380878,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p99,service,CBAP,S3,W3,link84:1,p99,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.max,service,CBAP,S3,W3,link84:1,max,10.060800000380878,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.max,service,CBAP,S3,W3,link84:1,max,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.utilization.mean,service,CBAP,S3,W3,link84:1,mean,0.9589561165047883,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p50,service,CBAP,S3,W3,link84:1,p50,1.006079999993409,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p95,service,CBAP,S3,W3,link84:1,p95,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.max,service,CBAP,S3,W3,link84:1,max,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.util.frac_below_90,service,CBAP,S3,W3,link84:1,fraction,0.17475728155339806,ratio,18,103,,,,,DERIVED,AVAILABLE,
C.util.frac_below_95,service,CBAP,S3,W3,link84:1,fraction,0.2912621359223301,ratio,30,103,,,,,DERIVED,AVAILABLE,
C.util.frac_below_99,service,CBAP,S3,W3,link84:1,fraction,0.30097087378640774,ratio,31,103,,,,,DERIVED,AVAILABLE,
C.util.frac_above_C,service,CBAP,S3,W3,link84:1,fraction,0.6796116504854369,ratio,70,103,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.05C,service,CBAP,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.10C,service,CBAP,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
C.idle.fraction,service,CBAP,S3,W3,link84:1,fraction,0.0,ratio,0,103,,selected_link_timeseries.csv,tx_bytes_delta==0,,DERIVED,AVAILABLE,
C.busy.fraction,service,CBAP,S3,W3,link84:1,fraction,1.0,ratio,,,,,,,DERIVED,AVAILABLE,
C.served.total_bytes,service,CBAP,S3,W3,link84:1,sum,1234656.0,B,,,,selected_link_timeseries.csv,tx_bytes_delta,,MEASURED,AVAILABLE,
G.ecn.marks,safety,CBAP,S3,W3,link84:1,sum,0.0,packets,,,,selected_link_timeseries.csv,ecn_marks_delta,,MEASURED,AVAILABLE,
D.queue.bytes.min,queue,DCQCN,S3,W0,link84:1,min,0.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.min,queue,DCQCN,S3,W0,link84:1,min,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.mean,queue,DCQCN,S3,W0,link84:1,mean,18690.248460828203,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.mean,queue,DCQCN,S3,W0,link84:1,mean,14.952198768662562,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p50,queue,DCQCN,S3,W0,link84:1,p50,0.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p50,queue,DCQCN,S3,W0,link84:1,p50,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p90,queue,DCQCN,S3,W0,link84:1,p90,0.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p90,queue,DCQCN,S3,W0,link84:1,p90,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p95,queue,DCQCN,S3,W0,link84:1,p95,0.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p95,queue,DCQCN,S3,W0,link84:1,p95,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p99,queue,DCQCN,S3,W0,link84:1,p99,967304.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p99,queue,DCQCN,S3,W0,link84:1,p99,773.8432,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.max,queue,DCQCN,S3,W0,link84:1,max,1279608.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.max,queue,DCQCN,S3,W0,link84:1,max,1023.6863999999999,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.std,queue,DCQCN,S3,W0,link84:1,std,138097.11142090397,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.std,queue,DCQCN,S3,W0,link84:1,std,110.47768913672317,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.pct_Qabs.max,queue,DCQCN,S3,W0,link84:1,max,122.0330448465775,%,,,,,,100*max_queue/Q_abs,DERIVED,AVAILABLE,
D.queue.rtt_mult.max,queue,DCQCN,S3,W0,link84:1,max,67.34778947368422,xRTT,,,,,,queue_delay_us/base_rtt_us,DERIVED,AVAILABLE,
D.queue.frac_above_Q_low,queue,DCQCN,S3,W0,link84:1,fraction,0.017903393011310036,ratio,5371,299999,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_high,queue,DCQCN,S3,W0,link84:1,fraction,0.01489671632238774,ratio,4469,299999,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_red,queue,DCQCN,S3,W0,link84:1,fraction,0.008356694522315074,ratio,2507,299999,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_abs,queue,DCQCN,S3,W0,link84:1,fraction,0.006110020366734556,ratio,1833,299999,,,,,DERIVED,AVAILABLE,
C.served.wire.mean,service,DCQCN,S3,W0,link84:1,mean,5.356279080948956,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.mean,service,DCQCN,S3,W0,link84:1,mean,5.110953321516178,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p50,service,DCQCN,S3,W0,link84:1,p50,7.545599999950567,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p50,service,DCQCN,S3,W0,link84:1,p50,7.199999999952832,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p95,service,DCQCN,S3,W0,link84:1,p95,8.384000000131238,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p95,service,DCQCN,S3,W0,link84:1,p95,8.000000000125226,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p99,service,DCQCN,S3,W0,link84:1,p99,10.06079999993409,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p99,service,DCQCN,S3,W0,link84:1,p99,9.59999999993711,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.max,service,DCQCN,S3,W0,link84:1,max,10.560000000399778,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.max,service,DCQCN,S3,W0,link84:1,max,10.076335878244064,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.utilization.mean,service,DCQCN,S3,W0,link84:1,mean,0.5356279080925007,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p50,service,DCQCN,S3,W0,link84:1,p50,0.7545599999950567,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p95,service,DCQCN,S3,W0,link84:1,p95,0.8384000000131238,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.max,service,DCQCN,S3,W0,link84:1,max,1.0560000000399778,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.util.frac_below_90,service,DCQCN,S3,W0,link84:1,fraction,0.9810432701442338,ratio,294312,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_below_95,service,DCQCN,S3,W0,link84:1,fraction,0.9823032743442478,ratio,294690,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_below_99,service,DCQCN,S3,W0,link84:1,fraction,0.9824199413998047,ratio,294725,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_above_C,service,DCQCN,S3,W0,link84:1,fraction,0.017580058600195334,ratio,5274,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.05C,service,DCQCN,S3,W0,link84:1,fraction,6.000020000066667e-05,ratio,18,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.10C,service,DCQCN,S3,W0,link84:1,fraction,0.0,ratio,0,299999,,,,,DERIVED,AVAILABLE,
C.idle.fraction,service,DCQCN,S3,W0,link84:1,fraction,0.33333444444814814,ratio,100000,299999,,selected_link_timeseries.csv,tx_bytes_delta==0,,DERIVED,AVAILABLE,
C.busy.fraction,service,DCQCN,S3,W0,link84:1,fraction,0.6666655555518519,ratio,,,,,,,DERIVED,AVAILABLE,
C.served.total_bytes,service,DCQCN,S3,W0,link84:1,sum,2008597960.0,B,,,,selected_link_timeseries.csv,tx_bytes_delta,,MEASURED,AVAILABLE,
G.ecn.marks,safety,DCQCN,S3,W0,link84:1,sum,6677.0,packets,,,,selected_link_timeseries.csv,ecn_marks_delta,,MEASURED,AVAILABLE,
D.queue.bytes.min,queue,DCQCN,S3,W1,link84:1,min,0.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.min,queue,DCQCN,S3,W1,link84:1,min,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.mean,queue,DCQCN,S3,W1,link84:1,mean,960441.2209660843,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.mean,queue,DCQCN,S3,W1,link84:1,mean,768.3529767728674,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p50,queue,DCQCN,S3,W1,link84:1,p50,969400.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p50,queue,DCQCN,S3,W1,link84:1,p50,775.52,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p90,queue,DCQCN,S3,W1,link84:1,p90,1265984.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p90,queue,DCQCN,S3,W1,link84:1,p90,1012.7872000000001,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p95,queue,DCQCN,S3,W1,link84:1,p95,1273320.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p95,queue,DCQCN,S3,W1,link84:1,p95,1018.656,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p99,queue,DCQCN,S3,W1,link84:1,p99,1275416.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p99,queue,DCQCN,S3,W1,link84:1,p99,1020.3327999999999,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.max,queue,DCQCN,S3,W1,link84:1,max,1279608.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.max,queue,DCQCN,S3,W1,link84:1,max,1023.6863999999999,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.std,queue,DCQCN,S3,W1,link84:1,std,274774.2809930187,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.std,queue,DCQCN,S3,W1,link84:1,std,219.81942479441494,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.pct_Qabs.max,queue,DCQCN,S3,W1,link84:1,max,122.0330448465775,%,,,,,,100*max_queue/Q_abs,DERIVED,AVAILABLE,
D.queue.rtt_mult.max,queue,DCQCN,S3,W1,link84:1,max,67.34778947368422,xRTT,,,,,,queue_delay_us/base_rtt_us,DERIVED,AVAILABLE,
D.queue.frac_above_Q_low,queue,DCQCN,S3,W1,link84:1,fraction,0.920006851661528,ratio,5371,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_high,queue,DCQCN,S3,W1,link84:1,fraction,0.7655018842069202,ratio,4469,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_red,queue,DCQCN,S3,W1,link84:1,fraction,0.4294278862624186,ratio,2507,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_abs,queue,DCQCN,S3,W1,link84:1,fraction,0.31397738951695786,ratio,1833,5838,,,,,DERIVED,AVAILABLE,
C.served.wire.mean,service,DCQCN,S3,W1,link84:1,mean,9.878142377527421,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.mean,service,DCQCN,S3,W1,link84:1,mean,9.425708375503266,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p50,service,DCQCN,S3,W1,link84:1,p50,10.06079999993409,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p50,service,DCQCN,S3,W1,link84:1,p50,9.59999999993711,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p95,service,DCQCN,S3,W1,link84:1,p95,10.060800000380878,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p95,service,DCQCN,S3,W1,link84:1,p95,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p99,service,DCQCN,S3,W1,link84:1,p99,10.060800000380878,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p99,service,DCQCN,S3,W1,link84:1,p99,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.max,service,DCQCN,S3,W1,link84:1,max,10.560000000399778,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.max,service,DCQCN,S3,W1,link84:1,max,10.076335878244064,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.utilization.mean,service,DCQCN,S3,W1,link84:1,mean,0.9878142377527078,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p50,service,DCQCN,S3,W1,link84:1,p50,1.006079999993409,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p95,service,DCQCN,S3,W1,link84:1,p95,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.max,service,DCQCN,S3,W1,link84:1,max,1.0560000000399778,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.util.frac_below_90,service,DCQCN,S3,W1,link84:1,fraction,0.025865022267899964,ratio,151,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_below_95,service,DCQCN,S3,W1,link84:1,fraction,0.09061322370674889,ratio,529,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_below_99,service,DCQCN,S3,W1,link84:1,fraction,0.09660842754367935,ratio,564,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_above_C,service,DCQCN,S3,W1,link84:1,fraction,0.9033915724563206,ratio,5274,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.05C,service,DCQCN,S3,W1,link84:1,fraction,0.003083247687564234,ratio,18,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.10C,service,DCQCN,S3,W1,link84:1,fraction,0.0,ratio,0,5838,,,,,DERIVED,AVAILABLE,
C.idle.fraction,service,DCQCN,S3,W1,link84:1,fraction,0.0,ratio,0,5838,,selected_link_timeseries.csv,tx_bytes_delta==0,,DERIVED,AVAILABLE,
C.busy.fraction,service,DCQCN,S3,W1,link84:1,fraction,1.0,ratio,,,,,,,DERIVED,AVAILABLE,
C.served.total_bytes,service,DCQCN,S3,W1,link84:1,sum,72085744.0,B,,,,selected_link_timeseries.csv,tx_bytes_delta,,MEASURED,AVAILABLE,
G.ecn.marks,safety,DCQCN,S3,W1,link84:1,sum,6677.0,packets,,,,selected_link_timeseries.csv,ecn_marks_delta,,MEASURED,AVAILABLE,
D.queue.bytes.min,queue,DCQCN,S3,W2,link84:1,min,0.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.min,queue,DCQCN,S3,W2,link84:1,min,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.mean,queue,DCQCN,S3,W2,link84:1,mean,960441.2209660843,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.mean,queue,DCQCN,S3,W2,link84:1,mean,768.3529767728674,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p50,queue,DCQCN,S3,W2,link84:1,p50,969400.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p50,queue,DCQCN,S3,W2,link84:1,p50,775.52,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p90,queue,DCQCN,S3,W2,link84:1,p90,1265984.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p90,queue,DCQCN,S3,W2,link84:1,p90,1012.7872000000001,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p95,queue,DCQCN,S3,W2,link84:1,p95,1273320.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p95,queue,DCQCN,S3,W2,link84:1,p95,1018.656,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p99,queue,DCQCN,S3,W2,link84:1,p99,1275416.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p99,queue,DCQCN,S3,W2,link84:1,p99,1020.3327999999999,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.max,queue,DCQCN,S3,W2,link84:1,max,1279608.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.max,queue,DCQCN,S3,W2,link84:1,max,1023.6863999999999,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.std,queue,DCQCN,S3,W2,link84:1,std,274774.2809930187,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.std,queue,DCQCN,S3,W2,link84:1,std,219.81942479441494,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.pct_Qabs.max,queue,DCQCN,S3,W2,link84:1,max,122.0330448465775,%,,,,,,100*max_queue/Q_abs,DERIVED,AVAILABLE,
D.queue.rtt_mult.max,queue,DCQCN,S3,W2,link84:1,max,67.34778947368422,xRTT,,,,,,queue_delay_us/base_rtt_us,DERIVED,AVAILABLE,
D.queue.frac_above_Q_low,queue,DCQCN,S3,W2,link84:1,fraction,0.920006851661528,ratio,5371,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_high,queue,DCQCN,S3,W2,link84:1,fraction,0.7655018842069202,ratio,4469,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_red,queue,DCQCN,S3,W2,link84:1,fraction,0.4294278862624186,ratio,2507,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_abs,queue,DCQCN,S3,W2,link84:1,fraction,0.31397738951695786,ratio,1833,5838,,,,,DERIVED,AVAILABLE,
C.served.wire.mean,service,DCQCN,S3,W2,link84:1,mean,9.878142377527421,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.mean,service,DCQCN,S3,W2,link84:1,mean,9.425708375503266,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p50,service,DCQCN,S3,W2,link84:1,p50,10.06079999993409,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p50,service,DCQCN,S3,W2,link84:1,p50,9.59999999993711,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p95,service,DCQCN,S3,W2,link84:1,p95,10.060800000380878,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p95,service,DCQCN,S3,W2,link84:1,p95,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p99,service,DCQCN,S3,W2,link84:1,p99,10.060800000380878,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p99,service,DCQCN,S3,W2,link84:1,p99,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.max,service,DCQCN,S3,W2,link84:1,max,10.560000000399778,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.max,service,DCQCN,S3,W2,link84:1,max,10.076335878244064,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.utilization.mean,service,DCQCN,S3,W2,link84:1,mean,0.9878142377527078,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p50,service,DCQCN,S3,W2,link84:1,p50,1.006079999993409,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p95,service,DCQCN,S3,W2,link84:1,p95,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.max,service,DCQCN,S3,W2,link84:1,max,1.0560000000399778,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.util.frac_below_90,service,DCQCN,S3,W2,link84:1,fraction,0.025865022267899964,ratio,151,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_below_95,service,DCQCN,S3,W2,link84:1,fraction,0.09061322370674889,ratio,529,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_below_99,service,DCQCN,S3,W2,link84:1,fraction,0.09660842754367935,ratio,564,5838,,,,,DERIVED,AVAILABLE,
