timestamp_ns,link_id,epoch,eta_base,eta_feasible,eta_effective,r_old_bps,new_flow_count,min_rate_bps,residual_capacity_bps,old_target_sum_bps,new_target_sum_bps,final_sum_target_bps,link_capacity_bps,floor_binding,feasible
2000010000,0,400002,0.500000,0.621053,0.621053,9500000000,64,100000000,500000000,3600000000,8400000000,12000000000,10000000000,0,0
2067455000,0,413491,0.500000,-0.102533,0.500000,3628010612,60,100000000,6371989388,1814005306,8185994640,9999999946,10000000000,0,1
2067460000,0,413492,0.500000,-0.621371,0.500000,3083809020,50,100000000,6916190980,1541904510,8458095450,9999999960,10000000000,0,1
2067465000,0,413493,0.500000,-1.288995,0.500000,2621237667,40,100000000,7378762333,1310618833,8689381160,9999999993,10000000000,0,1
2067470000,0,413494,0.500000,-2.051993,0.500000,2228052016,32,100000000,7771947984,1114026008,8885973984,9999999992,10000000000,0,1
2067475000,0,413495,0.500000,-3.118607,0.500000,1893844213,22,100000000,8106155787,946922106,9053077880,9999999986,10000000000,0,1
2067480000,0,413496,0.500000,-4.404507,0.500000,1609767580,13,100000000,8390232420,804883790,9195116203,9999999993,10000000000,0,1
2067485000,0,413497,0.500000,-5.942909,0.500000,1368302443,5,100000000,8631697557,684151221,9315848775,9999999996,10000000000,0,1
