scenario,algorithm,seed,group_id,round_id,common_release_time,barrier_completion_time,group_rct,total_round_bytes,participant_count,residual_queue_bytes,bottleneck_capacity_bps,background_bps,T_line,T_link,T_star,theoretical_lower_bound,lower_bound_efficiency,group_queue_max_bytes,group_ecn_marks,group_pfc_events,fallback_reason
m2_dcqcn_out,dcqcn,2,0,0,1.000000000,0.000000000,0.000000000,4000000000,1,0,0,0,3.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,not_bop
m2_dcqcn_out,dcqcn,2,1,0,2.000000000,2.281742581,0.281742581,67108864,64,0,0,0,0.000838861,0.000000000,0.000000000,0.000000000,0.000000000,1272272,9542,0,not_bop
