scenario_tag,algorithm,seed,scenario,cc_mode,cbap_enable,stop_time_s,app_rate_cap_bps,sample_us,base_rtt_us,config_sha256,incast_n,incast_done,completion_rate_pct,fct_mean_ms,fct_p50_ms,fct_p95_ms,fct_p99_ms,fct_min_ms,fct_max_ms,cct_ms,incast_agg_gbps,incast_fairness_jain,bg_completed,bg_fct_ms,bg_before_gbps,bg_during_gbps,bg_after_gbps,bg_min_gbps,bg_drop_pct,bg_retention_pct,bg_recovery90_ms,bg_recovery90_ms_never_dipped,bg_recovery95_ms,bg_recovery95_ms_never_dipped,bg_service_debt_bytes,bg_slowdown,bg_retx_bytes,bg_retx_events,bg_n_flows,bg_service_debt_window_s,bg0_observation_end_s,bg0_bg_completed_before_end,total_acked_bytes,util_mean,queue_mean_bytes,queue_p95_bytes,queue_p99_bytes,queue_peak_bytes,over_qmin_pct,over_qmax_pct,queue_recovery_ms,queue_final_bytes,queue_drained,ecn_marks,pfc_events,pfc_paused_samples,pfc_pause_total_ns,drops,retx_bytes_total,retx_events_total,oversub_peak_bytes,oversub_peak_ratio,oversub_duration_ms,oversub_longest_run_ms,qmax_exceed_ratio,recovery_rtts,qmax_bytes,qmin_bytes,n_links,link_84_1_ecn_marks,link_84_1_over_qmax_pct,link_84_1_over_qmin_pct,link_84_1_oversub_duration_ms,link_84_1_oversub_longest_run_ms,link_84_1_oversub_peak_bytes,link_84_1_oversub_peak_ratio,link_84_1_pfc_events,link_84_1_pfc_pause_total_ns,link_84_1_pfc_paused_samples,link_84_1_qmax_exceed_ratio,link_84_1_queue_drained,link_84_1_queue_final_bytes,link_84_1_queue_mean_bytes,link_84_1_queue_p95_bytes,link_84_1_queue_p99_bytes,link_84_1_queue_peak_bytes,link_84_1_queue_recovery_ms,link_84_1_util_mean,link_83_1_ecn_marks,link_83_1_over_qmax_pct,link_83_1_over_qmin_pct,link_83_1_oversub_duration_ms,link_83_1_oversub_longest_run_ms,link_83_1_oversub_peak_bytes,link_83_1_oversub_peak_ratio,link_83_1_pfc_events,link_83_1_pfc_pause_total_ns,link_83_1_pfc_paused_samples,link_83_1_qmax_exceed_ratio,link_83_1_queue_drained,link_83_1_queue_final_bytes,link_83_1_queue_mean_bytes,link_83_1_queue_p95_bytes,link_83_1_queue_p99_bytes,link_83_1_queue_peak_bytes,link_83_1_queue_recovery_ms,link_83_1_util_mean
s3,dcqcn,2,s3_fan64_1m_bg80,1,0,3.0,8000000000.0,10.0,15.2,476f0fb4b988115c,64,64,100.0,281.56431668749997,281.6258835,281.73476605,281.74068281,281.287116,281.742581,381.74258100000014,1.9055369979733376,0.9999997209679906,0,nan,7.640881635265409,7.64086551055692,7.640878839352843,7.636363636363279,0.05912928792508598,99.99978896795868,0.0,1,0.0,1,2089804000.0,nan,0,0,1,3.0,2.99998,0,1977323864.0,0.9481510223962991,928932.4345252129,1271224.0,1272272.0,1272272.0,73.57956777996071,73.35690897184021,280.56000000000034,0.0,1,9542.0,0,0,0,0,0,0,872272.0,3.18068,280.04,280.04,3.18068,18457.89473684213,400000,200000.0,1,9542.0,73.35690897184021,73.57956777996071,280.04,280.04,872272.0,3.18068,0,0,0,3.18068,1,0.0,928932.4345252129,1271224.0,1272272.0,1272272.0,280.56000000000034,0.9481510223962991,,,,,,,,,,,,,,,,,,,
s3,dctcp,2,s3_fan64_1m_bg80,8,0,3.0,8000000000.0,10.0,15.2,db7e8e8c837838e3,64,64,100.0,281.5613705937499,281.6258835,281.73476605,281.74068281,281.253596,281.742581,381.74258100000014,1.9055369979733376,0.9999997020259677,0,nan,7.640881635265409,7.64086551055692,7.640878839352843,7.636363636363279,0.05912928792508598,99.99978896795868,0.0,1,0.0,1,2089804000.0,nan,0,0,1,3.0,2.99998,0,1977323864.0,0.9481510223962988,928886.2103470858,1271224.0,1272272.0,1272272.0,73.57956777996071,73.35690897184021,280.56000000000034,0.0,1,9542.0,0,0,0,0,0,0,872272.0,3.18068,280.04,280.04,3.18068,18457.89473684213,400000,200000.0,1,9542.0,73.35690897184021,73.57956777996071,280.04,280.04,872272.0,3.18068,0,0,0,3.18068,1,0.0,928886.2103470858,1271224.0,1272272.0,1272272.0,280.56000000000034,0.9481510223962988,,,,,,,,,,,,,,,,,,,
s3,timely,2,s3_fan64_1m_bg80,7,0,3.0,8000000000.0,10.0,15.2,7499ae075dd52d07,64,64,100.0,283.03127962499997,283.10040849999996,283.20984405,283.21621441,282.704701,283.217596,383.2175960000002,1.8956128417953235,0.9999996759732831,0,nan,7.582943317732708,7.582922755741128,7.58294547686813,7.5797979797976245,0.04147911705640883,99.9997288389123,0.0,1,0.0,1,2104289000.0,nan,0,0,1,3.0,2.99998,0,1962838864.0,0.9486999133663676,937202.0470747873,1280928.0,1280928.0,1280928.0,73.68352382443506,73.46171911695632,282.07000000000005,0.0,1,9655.0,0,0,0,0,0,0,880928.0,3.20232,281.52,281.52,3.20232,18557.236842105267,400000,200000.0,1,9655.0,73.46171911695632,73.68352382443506,281.52,281.52,880928.0,3.20232,0,0,0,3.20232,1,0.0,937202.0470747873,1280928.0,1280928.0,1280928.0,282.07000000000005,0.9486999133663676,,,,,,,,,,,,,,,,,,,
s3,hpcc,2,s3_fan64_1m_bg80,3,0,3.0,8000000000.0,10.0,15.2,7da53238edb9565c,64,64,100.0,59.5885604375,59.758093,60.10895325,60.13094515,57.770199,60.134218000000004,160.13421800000006,8.927877169700624,0.9999237866586987,0,nan,7.346197847913916,4.636472645515862,7.346041879468848,0.09292929292928859,98.7350014952881,63.11390928345976,159.9999999999935,0,161.99999999999326,0,2217741000.0,nan,0,0,1,3.0,2.99998,0,1849385864.0,0.870797172473921,22616.085550143624,23980.0,900721.5000000043,1291650.0,2.1168977144998125,1.8046709129511678,3.009999999999735,0.0,1,274.0,0,0,0,0,0,0,891650.0,3.229125,2.89,2.89,3.229125,198.02631578945628,400000,200000.0,1,274.0,1.8046709129511678,2.1168977144998125,2.89,2.89,891650.0,3.229125,0,0,0,3.229125,1,0.0,22616.085550143624,23980.0,900721.5000000043,1291650.0,3.009999999999735,0.870797172473921,,,,,,,,,,,,,,,,,,,
s3,cbapsba,2,s3_fan64_1m_bg80,30,1,3.0,8000000000.0,10.0,15.2,81519d534b625e50,64,64,100.0,88.27552778125,88.2763265,88.29298715,88.29508263,88.253066,88.295397,188.2953970000001,6.080395244159783,0.9999999810137515,0,nan,7.640881635265409,5.683237731038872,7.575666900666901,3.4626262626261006,54.68289619034486,74.37934524216017,189.99999999999017,0,189.99999999999017,0,2143331000.0,nan,0,0,1,3.0,2.99998,0,1923796864.0,0.894381374402192,83545.23462559746,292392.0,323832.0,346888.0,19.96282527881041,0.0,0.41000000000002146,0.0,1,0,0,0,0,0,0,0,0.0,0.86722,0.0,0.0,0.86722,26.97368421052773,400000,200000.0,1,0,0.0,19.96282527881041,0.0,0.0,0.0,0.86722,0,0,0,0.86722,1,0.0,83545.23462559746,292392.0,323832.0,346888.0,0.41000000000002146,0.894381374402192,,,,,,,,,,,,,,,,,,,
s6,dcqcn,2,s6_dual_bottleneck_256k_bg80,1,0,2.5,8000000000.0,10.0,15.2,1f2feb20a4d864a8,60,60,100.0,32.6858554,32.7184955,33.03271599999999,33.033707,31.882048000000005,33.033707,133.03370700000005,3.8091129160890156,0.9998943456284306,0,nan,15.281763270530819,15.281671929033212,15.281757827558154,7.636363636363279,0.05912928792508598,99.99940228430457,0.0,,0.0,,5134718000.0,nan,0,0,2,2.5,2.49998,0,2881048640.0,0.8503325556221776,141544.18400481058,594216.0,594216.0,595264.0,24.188214070956104,23.549308478653035,31.850000000000378,0.0,1,451.0,0,0,0,0,0,0,195264.0,1.48816,31.330000000000002,31.330000000000002,1.48816,2095.3947368421304,400000,200000.0,2,233.0,23.541791942273,24.188214070956104,31.32,31.32,195264.0,1.48816,0,0,0,1.48816,1,0.0,141378.040288635,594216.0,594216.0,595264.0,31.850000000000378,0.8503325556221775,218.0,23.549308478653035,24.188214070956104,31.330000000000002,31.330000000000002,195264.0,1.48816,0,0,0,1.48816,1,0.0,141544.18400481058,594216.0,594216.0,595264.0,31.850000000000378,0.8503325556221777
s6,dctcp,2,s6_dual_bottleneck_256k_bg80,8,0,2.5,8000000000.0,10.0,15.2,ee4a93c6bd158d41,60,60,100.0,32.6858554,32.7184955,33.03271599999999,33.033707,31.882048000000005,33.033707,133.03370700000005,3.8091129160890156,0.9998943456284306,0,nan,15.281763270530819,15.281671929033212,15.281757827558154,7.636363636363279,0.05912928792508598,99.99940228430457,0.0,,0.0,,5134718000.0,nan,0,0,2,2.5,2.49998,0,2881048640.0,0.8503325556221776,141544.18400481058,594216.0,594216.0,595264.0,24.188214070956104,23.549308478653035,31.850000000000378,0.0,1,451.0,0,0,0,0,0,0,195264.0,1.48816,31.330000000000002,31.330000000000002,1.48816,2095.3947368421304,400000,200000.0,2,233.0,23.541791942273,24.188214070956104,31.32,31.32,195264.0,1.48816,0,0,0,1.48816,1,0.0,141378.040288635,594216.0,594216.0,595264.0,31.850000000000378,0.8503325556221775,218.0,23.549308478653035,24.188214070956104,31.330000000000002,31.330000000000002,195264.0,1.48816,0,0,0,1.48816,1,0.0,141544.18400481058,594216.0,594216.0,595264.0,31.850000000000378,0.8503325556221777
s6,timely,2,s6_dual_bottleneck_256k_bg80,7,0,2.5,8000000000.0,10.0,15.2,0d192ba72a04c70b,60,60,100.0,32.91677216666667,33.0386965,33.206371,33.20653,32.365514999999995,33.20653,133.20653000000027,3.7892884321246254,0.9999251921243562,0,nan,15.165886635465416,15.165765765765768,15.165892535778564,7.5797979797976245,0.04147911705640883,99.99920301593602,0.0,,0.0,,5156446000.0,nan,0,0,2,2.5,2.49998,0,2859320640.0,0.8506388409278455,142846.83131897004,598752.0,598752.0,598752.0,24.2924705352451,23.654380301779145,32.249999999999886,0.0,1,454.0,0,0,0,0,0,0,198752.0,1.49688,31.51,31.51,1.49688,2121.7105263157823,400000,200000.0,2,234.0,23.646873357856016,24.2924705352451,31.5,31.5,198752.0,1.49688,0,0,0,1.49688,1,0.0,142669.35635462802,598752.0,598752.0,598752.0,32.17999999999988,0.8506388409278454,220.0,23.654380301779145,24.2924705352451,31.51,31.51,198752.0,1.49688,0,0,0,1.49688,1,0.0,142846.83131897004,598752.0,598752.0,598752.0,32.249999999999886,0.8506388409278456
s6,hpcc,2,s6_dual_bottleneck_256k_bg80,3,0,2.5,8000000000.0,10.0,15.2,048e4b0db0181947,60,60,100.0,7.108756783333335,7.147019,7.28413645,7.29274774,6.5719009999999995,7.293464,107.29346400000006,17.252312481421786,0.99950087635063,0,nan,14.692395695827832,13.73251304996268,14.692165299991881,0.24242424242423105,96.70000390075157,93.46325361597464,107.9999999999992,,107.9999999999992,,5258138000.0,nan,0,0,2,2.5,2.49998,0,2757627640.0,0.8122801118360695,4389.5466915191055,3270.0,79537.29999999334,591870.0,0.848089468779124,0.587138863000932,0.7700000000001594,0.0,1,24.0,0,0,0,0,0,0,191870.0,1.479675,0.63,0.63,1.479675,50.65789473685259,400000,200000.0,2,9.0,0.5498602050326188,0.8387698042870456,0.59,0.59,164620.0,1.41155,0,0,0,1.41155,1,0.0,4116.575209692451,2180.0,61813.89999999905,564620.0,0.6800000000000139,0.812312618825818,15.0,0.587138863000932,0.848089468779124,0.63,0.63,191870.0,1.479675,0,0,0,1.479675,1,0.0,4389.5466915191055,3270.0,79537.29999999334,591870.0,0.7700000000001594,0.8122476048463211
s6,cbapsba,2,s6_dual_bottleneck_256k_bg80,30,1,2.5,8000000000.0,10.0,15.2,e82a3f50502516f0,60,60,100.0,11.093182966666664,11.0933785,11.096282,11.097273,11.089484,11.097273,111.09727299999994,11.338742409959787,0.9999999601631295,0,nan,15.281763270530819,14.528339935181812,15.122631320569466,3.8545454545452738,49.55365573580981,95.0697879425871,111.99999999999876,,111.99999999999876,,5154934000.0,nan,0,0,2,2.5,2.49998,0,2860832640.0,0.8206018937892975,1419.727092709271,14672.0,25152.0,30392.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.07598,0.0,0.0,0.07598,0.0,400000,200000.0,2,0,0.0,0.0,0.0,0.0,0.0,0.07074,0,0,0,0.07074,1,0.0,1372.0907290729074,13624.0,23056.0,28296.0,0.0,0.8206018937892975,0,0.0,0.0,0.0,0.0,0.0,0.07598,0,0,0,0.07598,1,0.0,1419.727092709271,14672.0,25152.0,30392.0,0.0,0.8206018937892975
s4,dcqcn,2,s4_fan64_1m_bg95,1,0,5.5,9500000000.0,10.0,15.2,2165808c637ad4a2,64,64,100.0,1126.6146411875,1126.8607775,1127.2957677499999,1127.3206903500002,1125.504259,1127.3273399999998,1227.32734,0.47623338222241646,0.9999997210127584,1,3528.004888,9.07028281131245,9.07029299612163,5.354562006878414,9.066666666664208,0.03986804737480254,100.00011228766942,0.0,1,0.0,1,0.0,1.047376451125,0,0,1,5.5,4.52802,1,4067108864.0,0.9964099839513361,1159283.934068262,1274368.0,1274368.0,1275416.0,91.5874296236546,91.3234419430797,1119.8900000000003,0.0,1,9582.0,0,0,0,0,0,0,875416.0,3.18854,1120.84,1120.84,3.18854,73676.97368421055,400000,200000.0,1,9582.0,91.3234419430797,91.5874296236546,1120.84,1120.84,875416.0,3.18854,0,0,0,3.18854,1,0.0,1159283.934068262,1274368.0,1274368.0,1275416.0,1119.8900000000003,0.9964099839513361,,,,,,,,,,,,,,,,,,,
s4,dctcp,2,s4_fan64_1m_bg95,8,0,5.5,9500000000.0,10.0,15.2,7cc91c45c23b3d99,64,64,100.0,1126.6146411875,1126.8607775,1127.2957677499999,1127.3206903500002,1125.504259,1127.3273399999998,1227.32734,0.47623338222241646,0.9999997210127584,1,3528.004888,9.07028281131245,9.07029299612163,5.354562006878414,9.066666666664208,0.03986804737480254,100.00011228766942,0.0,1,0.0,1,0.0,1.047376451125,0,0,1,5.5,4.52802,1,4067108864.0,0.9964099839513361,1159283.934068262,1274368.0,1274368.0,1275416.0,91.5874296236546,91.3234419430797,1119.8900000000003,0.0,1,9582.0,0,0,0,0,0,0,875416.0,3.18854,1120.84,1120.84,3.18854,73676.97368421055,400000,200000.0,1,9582.0,91.3234419430797,91.5874296236546,1120.84,1120.84,875416.0,3.18854,0,0,0,3.18854,1,0.0,1159283.934068262,1274368.0,1274368.0,1275416.0,1119.8900000000003,0.9964099839513361,,,,,,,,,,,,,,,,,,,
s4,timely,2,s4_fan64_1m_bg95,7,0,5.5,9500000000.0,10.0,15.2,7a668234079dd80e,64,64,100.0,1118.2724176875,1118.5165315,1118.94934565,1118.9748579299999,1117.1683699999999,1118.981025,1218.9810250000003,0.4797855370246336,0.9999997201993807,1,3556.004893,8.998871954878194,8.998874468818192,5.431138438794111,8.993939393938973,0.05481310284169982,100.00002793616812,0.0,1,0.0,1,0.0,1.0556889526093751,0,0,1,5.5,4.55602,1,4067108864.0,0.9967906099320066,1167409.0526091272,1284096.0,1284096.0,1285152.0,91.5323341454811,91.27064208894248,1115.4299999999998,0.0,1,9694.0,0,0,0,0,0,0,885152.0,3.21288,1112.58,1112.58,3.21288,73383.55263157893,400000,200000.0,1,9694.0,91.27064208894248,91.5323341454811,1112.58,1112.58,885152.0,3.21288,0,0,0,3.21288,1,0.0,1167409.0526091272,1284096.0,1284096.0,1285152.0,1115.4299999999998,0.9967906099320066,,,,,,,,,,,,,,,,,,,
