link_id,epoch,C_l,rho_C_l,C_effective_l,planner_grant_sum_bps,target_rate_sum_bps,applied_rate_sum_bps,actual_tx_rate_sum_bps,background_rate_bps,legacy_floor_rate_bps,flows_below_legacy_floor,floor_clamp_count,rate_clamp_delta_sum_bps,zero_grant_flow_count,paused_zero_grant_count,applied_capacity_excess_bps,applied_capacity_violation,actual_arrival_excess_bps
0,200059,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200060,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200061,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200062,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200063,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200064,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200065,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200066,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200067,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200068,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200069,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200070,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200071,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200072,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200073,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200074,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200075,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200076,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200077,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200078,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200079,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200080,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200081,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200082,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200083,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200084,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200085,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200086,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200087,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200088,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200089,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200090,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200091,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200092,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200093,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200094,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200095,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200096,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200097,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200098,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200099,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200100,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200101,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200102,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200103,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200104,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200105,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200106,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200107,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200108,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200109,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200110,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200111,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200112,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200113,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200114,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200115,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200116,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200117,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200118,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200119,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200120,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200121,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200122,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200123,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200124,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200125,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200126,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200127,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200128,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200129,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200130,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200131,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200132,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200133,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200134,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200135,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200136,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200137,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200138,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200139,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200140,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200141,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200142,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200143,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200144,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200145,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200146,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200147,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200148,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200149,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200150,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200151,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200152,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200153,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200154,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200155,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200156,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200157,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200158,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200159,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200160,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200161,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200162,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200163,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200164,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200165,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200166,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200167,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200168,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200169,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200170,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200171,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200172,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200173,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200174,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200175,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200176,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200177,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200178,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200179,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200180,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200181,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200182,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200183,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200184,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200185,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200186,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200187,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200188,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200189,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200190,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200191,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200192,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200193,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200194,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200195,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200196,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200197,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200198,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,6400000000,0,1702400000,0,0,0,0,0,0,0,0
0,200199,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,200200,10000000000,9500000000,9500000000,9541984732,9541984732,8000000000,8000000000,0,1702400000,0,0,0,0,0,0,0,0
0,400002,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,102400000000,0,1702400000,64,0,0,0,0,0,0,92900000000
0,400003,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400004,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400005,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400006,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400007,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400008,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400009,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400010,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400011,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400012,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400013,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400014,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,102400000000,0,1702400000,64,0,0,0,0,0,0,92900000000
0,400015,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400016,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400017,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
0,400018,10000000000,9500000000,9500000000,8741984704,8741984704,8741984704,0,0,1702400000,64,0,0,0,0,0,0,0
