scenario,algorithm,seed,group_id,round_id,common_release_time,barrier_completion_time,group_rct,total_round_bytes,participant_count,residual_queue_bytes,bottleneck_capacity_bps,background_bps,T_line,T_link,T_star,theoretical_lower_bound,lower_bound_efficiency,group_queue_max_bytes,group_ecn_marks,group_pfc_events,fallback_reason
pv10g_256k_hpcc,hpcc,2,0,0,0.010000000,0.000000000,0.000000000,68540363,1,0,0,0,0.054832290,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,not_bop
pv10g_256k_hpcc,hpcc,2,1,0,0.020000000,0.035206527,0.015206527,16777216,64,0,0,0,0.000209715,0.000000000,0.000000000,0.000000000,0.000000000,1303542,302,0,not_bop
